mof_1	 20.408226	 36.807541	 80.246223	 111.713013	 136.042938	 153.509109	 176.131882	 192.150879	 202.784531	 210.341125	 214.088501	 224.266068	 226.831863	 231.515625	 
mof_10	 4.512270	 9.005972	 25.536165	 43.412033	 63.323956	 82.036972	 113.935768	 140.693542	 161.810272	 180.415741	 186.396484	 206.416428	 216.000977	 224.524780	 
mof_100	 92.049324	 99.913223	 108.217773	 112.440025	 116.500290	 116.396240	 118.275696	 119.743240	 122.034180	 121.423546	 123.869698	 123.325401	 122.110115	 124.429962	 
mof_1000	 10.778579	 20.745317	 52.854042	 80.286385	 103.421944	 120.854202	 147.179489	 166.476608	 181.674408	 193.167099	 197.661713	 210.498550	 215.945511	 222.486267	 
mof_10000	 5.893232	 11.466888	 30.379173	 48.824295	 68.318619	 86.042931	 115.607498	 140.582321	 160.077438	 177.103287	 185.375183	 204.711868	 214.027786	 222.366547	 
mof_10001	 4.472159	 8.728516	 24.303144	 40.313831	 57.868500	 73.819199	 103.036987	 127.053825	 147.845627	 166.329208	 173.218826	 193.220871	 205.462753	 214.539062	 
mof_10002	 5.014345	 9.785703	 27.104866	 44.927376	 64.016418	 80.963966	 111.805412	 136.694260	 156.361923	 173.925812	 181.243011	 201.454117	 211.675323	 221.250534	 
mof_10003	 6.389540	 12.194305	 32.115528	 51.379066	 71.922714	 89.295830	 119.945663	 143.059311	 162.049179	 178.438828	 185.758438	 204.507812	 214.074188	 221.876785	 
mof_10004	 4.973090	 9.764946	 26.903532	 44.241558	 63.284412	 79.272804	 108.335915	 132.192978	 151.645218	 168.900604	 176.574020	 193.308472	 206.128555	 214.420563	 
mof_10005	 8.915855	 17.479261	 47.869797	 76.581947	 105.543839	 127.149635	 160.243698	 182.196304	 199.940033	 211.550064	 217.780914	 230.475830	 238.190460	 242.811325	 
mof_10006	 3.910784	 7.714654	 21.690321	 36.347099	 52.474133	 67.174553	 93.517731	 115.340866	 135.436432	 153.859848	 159.952774	 180.754593	 193.100464	 203.825119	 
mof_10007	 3.747194	 7.440581	 21.145872	 35.620037	 51.590401	 66.619179	 93.640953	 115.937447	 135.878952	 153.471130	 161.654312	 182.277084	 194.091736	 204.890289	 
mof_10008	 3.372830	 6.685991	 19.230494	 32.310707	 47.239193	 60.879654	 86.283791	 108.303177	 127.822433	 145.181427	 153.754669	 175.148865	 187.589600	 198.068649	 
mof_10009	 2.710587	 5.403102	 15.622499	 26.703014	 39.423767	 51.610249	 74.734283	 95.438736	 114.648537	 131.695587	 139.251205	 161.085800	 174.371582	 186.076050	 
mof_1001	 9.353909	 17.424719	 42.442486	 62.935322	 83.058830	 99.492859	 124.857460	 144.400864	 160.581848	 173.927444	 180.017776	 194.902939	 204.662781	 211.868515	 
mof_10010	 2.694484	 5.353874	 15.475904	 26.478600	 39.204594	 51.219734	 74.475250	 94.899689	 114.163139	 131.733704	 138.615982	 159.974411	 173.843491	 185.332993	 
mof_10011	 2.614841	 5.217159	 15.061805	 25.778732	 38.128651	 49.879425	 72.413742	 92.688492	 111.450943	 129.338425	 135.864151	 158.206116	 170.821106	 182.955811	 
mof_10012	 2.015706	 4.031296	 11.698838	 20.211050	 30.268276	 40.042007	 59.321159	 77.566010	 95.051971	 111.428337	 118.555122	 140.162018	 152.985107	 165.422348	 
mof_10013	 2.788233	 5.527633	 15.726150	 26.621185	 39.004326	 50.495899	 72.085312	 91.874817	 109.681961	 125.930138	 132.703186	 153.855515	 165.272995	 177.679398	 
mof_10014	 2.377777	 4.723399	 13.574538	 23.227568	 34.292934	 44.734131	 65.107185	 84.029686	 101.091087	 117.634880	 124.469147	 145.331177	 158.879974	 169.610916	 
mof_10015	 2.119113	 4.203760	 12.196160	 20.828917	 30.906090	 40.638668	 59.615334	 77.259216	 93.842705	 109.960327	 116.863029	 137.295288	 150.031311	 162.316391	 
mof_10016	 3.820390	 7.507532	 21.383825	 35.951019	 52.340912	 67.661697	 95.414253	 120.030617	 140.696762	 159.327362	 166.882523	 188.129211	 200.795670	 209.737778	 
mof_10017	 2.136889	 4.262750	 12.304150	 21.090647	 31.365761	 41.268478	 60.524906	 78.339851	 95.298279	 111.178383	 118.173187	 139.473145	 151.942581	 163.127945	 
mof_10018	 2.330491	 4.605676	 13.159238	 22.475792	 33.298920	 43.542847	 62.785202	 80.832962	 97.169250	 113.233009	 120.098976	 139.820724	 152.709167	 164.233475	 
mof_10019	 2.720711	 5.358398	 15.122504	 25.399513	 37.204037	 47.680096	 67.799294	 86.169159	 102.255463	 118.314583	 125.090813	 145.566101	 156.773849	 167.054260	 
mof_1002	 8.229286	 15.267731	 37.427216	 57.227345	 77.488152	 94.125320	 121.531670	 142.860077	 158.714737	 173.541214	 178.931564	 196.869446	 204.735825	 212.949158	 
mof_10020	 2.384527	 4.729564	 13.478952	 22.813446	 33.707890	 43.555897	 62.722298	 80.589981	 96.366096	 113.055374	 119.231903	 139.476028	 151.668716	 162.486435	 
mof_10021	 2.128551	 4.246731	 12.193718	 20.780254	 30.748711	 40.369072	 58.401154	 75.931770	 91.743927	 107.200417	 113.753708	 134.056183	 146.377777	 158.251740	 
mof_10022	 2.014448	 4.001368	 11.534082	 19.745731	 29.255098	 38.660042	 56.169235	 73.512413	 88.666473	 104.433159	 111.202873	 131.018860	 143.676086	 155.530945	 
mof_10023	 1.717098	 3.415877	 9.929925	 17.023066	 25.441654	 33.725777	 49.684074	 65.407257	 79.963234	 94.761887	 100.823799	 120.838013	 133.307907	 143.920975	 
