MOF	LCD	PLD	Vol_ASA	Grav_ASA	Void_fraction	0.0	0.1	0.2	0.30000000000000004	0.4	0.5	0.6000000000000001	0.7000000000000001	0.8	0.9
mof_10023	38.70701	21.60389	786.625	6254.66	0.84844	0.0	0.0	6.907985631389884e-05	0.0991180805010592	0.7420327899051304	0.0080247766417979	0.0047089435387307	0.0038569586441926	0.0030395136778115	0.1391498572349636
mof_10024	38.90316	21.22546	774.038	8194.43	0.8601	0.0	0.0	0.0	0.0917728046202238	0.7602356520393958	0.0069226009384829	0.0048213272830402	0.0035450935904707	0.0028231836229567	0.1298793379054298
mof_10025	38.66663	20.34046	831.084	6772.35	0.83302	0.0	0.0	0.001534774198974	0.1178517366075183	0.7055861575981837	0.0072954335211504	0.0053401732402657	0.0034059372634765	0.0028803296610882	0.1561054579093432
mof_10026	41.55901	21.65872	767.893	7711.94	0.85422	0.0	0.0	0.0005361197544361	0.1033344546295517	0.7403288201160543	0.0068539231351442	0.0046148347489698	0.0034269615675721	0.0029223782692792	0.1379825077789925
mof_10027	21.70158	11.16154	1602.39	5937.54	0.65342	0.0	0.0	0.0094682103610675	0.2312107535321821	0.3941326530612246	0.0127060439560439	0.0080455259026687	0.0070643642072213	0.0053473312401883	0.3320251177394035
mof_10028	41.53289	21.91629	746.86	7185.12	0.8592	0.0	0.0	0.0001180891035963	0.0951046698872786	0.75577026301664	0.0066022544283413	0.0048631239935587	0.0035963499731615	0.0028770799785292	0.1310681696188942
mof_10029	36.8577	19.36914	911.375	7252.4	0.82128	0.0	0.0	0.0014109848484848	0.1157386363636363	0.6946117424242425	0.0086742424242424	0.0054071969696969	0.0039393939393939	0.003153409090909	0.1670643939393939
mof_1002	28.31586	26.0133	1591.67	3989.39	0.57532	0.0	0.0	0.0277205882352941	0.2108088235294118	0.3216176470588235	0.0135294117647058	0.01	0.005	0.0039705882352941	0.4073529411764706
mof_10030	41.66232	21.86903	800.265	7987.77	0.8549	0.0	0.0	0.0003859699908332	0.0933854392820958	0.749843199691224	0.007729049066435	0.0050465576301442	0.0035509239156655	0.0032035509239156	0.1368553094996864
mof_10031	42.82574	21.7647	795.364	7891.14	0.85104	0.0	0.0	0.0002991267428957	0.0943889612582621	0.7469773725092875	0.0073816760746851	0.0049693636319776	0.0036474164133738	0.0030298644280407	0.1393062189414773
mof_10032	42.72732	22.55153	732.854	8267.47	0.86724	0.0	0.0	4.621413782904465e-05	0.086586808636498	0.7715265454007693	0.0070430346051464	0.0044827713694173	0.0035400029577048	0.002754362614611	0.1240202602780242
mof_10033	43.23317	23.27578	697.008	7599.85	0.874	0.0	0.0	0.0	0.0760167896946012	0.790746369469774	0.0071211463308727	0.0045737443913735	0.0034930284170405	0.0028368794326241	0.115212042263714
mof_10034	44.49812	23.78164	692.037	6802.56	0.86252	0.0	0.0	0.0012382311415132	0.0992698966379004	0.754701880752301	0.0061685051379042	0.0042356565267616	0.0030578269043466	0.0022650569661827	0.1290629459330902
mof_10035	43.25252	23.02793	693.106	7815.04	0.8707	0.0	0.0	0.000480627033422	0.0855516119491275	0.7763975155279506	0.0067565069506063	0.0042701863354037	0.0030778615794143	0.0027173913043478	0.1207482993197279
mof_10036	42.7286	23.61291	704.471	8034.75	0.86992	0.0	0.0	0.0002125850340136	0.0879362614611062	0.7741422656018931	0.0065993788819875	0.0044088287488908	0.0029854333037562	0.0028375480627033	0.1208776989056492
mof_10037	44.97626	25.01839	643.106	7541.84	0.87618	0.0	0.0	0.000614132445431	0.0863115057343692	0.782175360710322	0.0055715871254161	0.0036182019977802	0.0028856825749167	0.0024491305956344	0.1163743988161302
mof_10038	23.20719	11.06661	1562.72	6380.7	0.68108	0.0	0.0	0.0021437693851486	0.2173417259624156	0.443258529465426	0.0136836343732895	0.0088943623426382	0.006431308155446	0.0054278416347381	0.3028188286808977
mof_10039	44.93557	25.1314	653.115	7386.7	0.87442	0.0	0.0	0.0005005775895263	0.0836734693877551	0.7833731228340395	0.0058914131690411	0.0039738159414709	0.0031266846361185	0.0023411628802464	0.1171197535618021
mof_1003	26.55709	24.42608	1687.71	4735.56	0.61166	0.0	0.0	0.0201522435897435	0.2284855769230769	0.3474358974358975	0.0128205128205128	0.0094150641025641	0.0075721153846153	0.0054487179487179	0.3686698717948719
mof_10040	46.67886	25.81172	628.153	7754.94	0.88192	0.0	0.0	0.0004772079772079	0.0797364672364672	0.7942450142450144	0.0059615384615384	0.0037464387464387	0.0028703703703703	0.0021438746438746	0.1108190883190883
mof_10041	47.61161	26.12201	599.408	6881.59	0.89022	0.0	0.0	7.404993927904977e-06	0.0689553034566511	0.814460472142413	0.0059091851544681	0.0040801516542756	0.0031545274132875	0.002414028020497	0.1010189271644797
mof_10042	51.9822	28.58492	550.699	7543.02	0.89578	0.0	0.0	0.000410766403632	0.074051453896876	0.8138741757647823	0.0045454545454545	0.0033131553345584	0.0025835044860015	0.0017619716787374	0.0994595178899578
mof_10043	52.39075	28.71845	538.83	7158.11	0.89804	0.0	0.0	0.0003622306922931	0.0701592193117617	0.8208363744492203	0.0051090746898061	0.0033898305084745	0.0026329305544292	0.0019625334522747	0.0955478063417403
mof_10044	50.73492	28.74876	528.981	6551.54	0.90148	0.0	0.0	4.07431551499348e-05	0.0610623486682808	0.8358458279009128	0.0052500465636058	0.0033700409759731	0.0024387688582603	0.0020953622648537	0.0898968616129633
mof_10045	55.72913	30.48459	484.231	8200.3	0.91108	0.0	0.0	0.0002920670812134	0.0588939136988882	0.8466318070472962	0.004663651780667	0.0030195967589975	0.0023082720934614	0.001775956284153	0.0824147352553231
mof_10046	54.6739	29.71254	505.854	8533.71	0.90948	0.0	0.0	4.793404275716612e-06	0.060267471958585	0.8433371680567541	0.004548940657655	0.0030869523535615	0.0023104208608954	0.0017879397948422	0.0846563129134311
mof_10047	23.67911	11.80674	1425.78	5760.32	0.6973	0.0	0.0	0.0047173083593479	0.2088449531737773	0.4660770031217483	0.0114464099895941	0.0078390565383281	0.0066597294484911	0.0055844606312868	0.2888310787374263
mof_10048	21.91276	10.91691	1587.57	5754.06	0.66488	0.0	0.0	0.0064367816091954	0.2357471264367817	0.4030268199233718	0.013831417624521	0.0084674329501915	0.0079310344827586	0.0055555555555555	0.3190038314176245
mof_10049	25.24674	12.01177	1415.25	5611.11	0.69988	0.0	0.0	0.0030870620881026	0.2070759625390218	0.4768990634755464	0.0115504682622268	0.0089490114464099	0.0066944155393687	0.0049601109954908	0.2807839056538329
mof_1004	27.19285	25.16902	1665.24	4407.79	0.63088	0.0	0.0	0.005999342537804	0.2369329388560158	0.3775476660092045	0.0141354372123602	0.0095742932281393	0.007232084155161	0.0066568047337278	0.3419214332675871
mof_10050	26.54712	12.83425	1390.22	5606.55	0.69118	0.0	0.0	0.0032775573572537	0.1944109021907883	0.474814559254787	0.0116439537691909	0.0077913863492611	0.0058076016330285	0.0048875855327468	0.2973664539129436
mof_10051	23.61602	12.9764	1491.42	5702.29	0.6687	0.0	0.0	0.010778743315508	0.19674688057041	0.4430982620320856	0.0115864527629233	0.0080492424242424	0.0064895276292335	0.0055147058823529	0.3177361853832443
mof_10052	24.37744	13.45918	1450.53	5446.52	0.67726	0.0	0.0	0.008132798573975	0.1854946524064171	0.4683043672014261	0.0132297237076648	0.0076593137254901	0.0071579768270944	0.0055704099821746	0.3044507575757577
mof_10053	19.08642	9.9111	1648.89	4726.73	0.59388	0.0	0.0	0.0033998842592592	0.2557146990740741	0.3120659722222222	0.0141782407407407	0.0103443287037037	0.0104166666666666	0.0067274305555555	0.3871527777777779
mof_10054	30.71866	16.47219	1163.32	6346.39	0.75512	0.0	0.0	0.0049711874036198	0.1554054054054054	0.5802897492086683	0.0087046505965424	0.0066958850742634	0.0053161269377485	0.0040986932878824	0.2345183020858697
mof_10055	31.26501	16.91757	1140.34	6088.5	0.75412	0.0	0.0	0.003712045378712	0.1563646980313647	0.5812270603937272	0.0089673006339672	0.007007007007007	0.0051301301301301	0.0037746079412746	0.2338171504838172
mof_10056	32.4985	17.30995	1067.43	6627.77	0.78494	0.0	0.0	0.0021716384024638	0.1527254061950921	0.6159951039425109	0.0092985607960041	0.0065149152073914	0.0051527056640277	0.0037115274514836	0.2044301423410262
mof_10057	31.98913	17.38922	1034.82	6048.58	0.79094	0.0	0.0	0.000514403292181	0.1460691015089163	0.6363811728395062	0.0086376886145404	0.0054226680384087	0.0045438957475994	0.0033007544581618	0.1951303155006858
mof_10058	31.803	17.93761	998.992	7258.12	0.80468	0.0	0.0	0.0007112375533428	0.1421487276750435	0.6484115694642012	0.0091275486012328	0.0066382171645329	0.0045242611032084	0.0035364311680101	0.1849020072704283
mof_10059	32.21952	18.05953	994.691	7347.52	0.80522	0.0	0.0	0.0006925207756232	0.1410122033390732	0.6527663397469492	0.0085161338623942	0.0053904319832297	0.0040428239874223	0.0033690199895186	0.1842105263157895
mof_1005	30.8023	29.54314	1515.34	5348.44	0.67684	0.0	0.0	0.0063094608879492	0.2137288583509514	0.4403739429175476	0.0127840909090908	0.0087209302325581	0.0064415961945031	0.0063424947145877	0.3052986257928119
mof_10060	35.60987	18.57575	883.374	7690.75	0.83526	0.0	0.0	0.0001854380552605	0.1148367302213456	0.7095702894519464	0.0086144405671032	0.0067769180195215	0.0048719634518451	0.0031018729243581	0.1520423473086195
mof_10061	37.18443	20.29461	884.206	6892.99	0.8261	0.0	0.0	0.0013520822065981	0.1260655695485333	0.6876303793556364	0.0079322156120425	0.0048159880501686	0.0038630920188518	0.0033093821628164	0.1650312910453527
mof_10062	37.25004	20.59522	870.454	6440.56	0.82792	0.0	0.0	0.0005942252113551	0.1203576155362882	0.6999162682656729	0.0074143100234989	0.0051724603624773	0.0042135969532452	0.0032277233071334	0.159103800340329
mof_10063	38.94601	21.41794	806.359	7575.23	0.8464	0.0	0.0	9.391435011269718e-05	0.1060997370398197	0.7313110443275734	0.0071257513148008	0.0052357250187828	0.0035570060105184	0.0030756949661908	0.1435011269722013
mof_10064	23.71896	13.74618	1396.71	6061.06	0.71192	0.0	0.0	0.0020689655172413	0.1865900383141762	0.5064367816091955	0.0117241379310344	0.0091954022988505	0.0062835249042145	0.0047126436781609	0.2729885057471265
mof_10065	40.56698	21.17874	801.979	7634.69	0.84796	0.0	0.0	0.0003991359879789	0.105876690458302	0.7326375845229152	0.0077361945905334	0.0051770285499624	0.0036861382419233	0.0027822126220886	0.141705015026296
mof_10066	41.12504	22.643	753.029	6804.53	0.85352	0.0	0.0	0.000712751509781	0.1070668349017077	0.7373607004228352	0.006578503799736	0.0043150361673232	0.0034192808915172	0.002648738718781	0.1378981535883186
mof_10067	41.84838	22.98793	763.425	6823.14	0.84956	0.0	0.0	0.001449049007358	0.1078283354157989	0.7330626128002223	0.0060998889351658	0.0043558239622379	0.0034447452450367	0.0028373594335693	0.1409221852006109
mof_10068	43.50775	23.92086	724.944	7047.66	0.85818	0.0	0.0	0.000841486115479	0.1030777992163129	0.7468911762955913	0.0063918945337401	0.0040799326811107	0.003059949510833	0.0024819590476757	0.1331758025992571
mof_10069	42.60457	24.27544	703.408	7327.06	0.86258	0.0	0.0	0.0005900319311398	0.0974940996806886	0.7578526308482579	0.0060825350548382	0.0041041926974871	0.0029414827155351	0.0028894210745522	0.1280456059975011
mof_1006	30.19148	28.74089	1586.09	5372.12	0.66218	0.0	0.0	0.0088498622589531	0.2154269972451791	0.4212121212121212	0.0137396694214875	0.009194214876033	0.0071969696969696	0.0064393939393939	0.3179407713498623
mof_10070	42.99072	24.76416	690.015	7136.37	0.86672	0.0	0.0	0.0003991392475357	0.093702276829099	0.7656879078161879	0.006091211995002	0.0043731778425655	0.003141052339303	0.0022646813827571	0.1243405525475496
mof_10071	39.76201	23.23702	693.162	6502.29	0.86742	0.0	0.0	9.431115135053566e-05	0.0871623660781651	0.7752942507922139	0.0065640561339972	0.0045269352648257	0.0034234947940244	0.002819903425381	0.1201146823600422
mof_10072	41.47279	24.01047	661.065	8360.13	0.88124	0.0	0.0	0.0	0.0790766006410783	0.7950604093038548	0.0054964247554861	0.0043971398043889	0.0033184022355551	0.0025581490918057	0.110092874167831
mof_10073	42.66331	23.57099	721.429	7104.37	0.86074	0.0	0.0	0.0008078231292517	0.1005357142857143	0.7503741496598642	0.0061904761904761	0.00453231292517	0.0030697278911564	0.0024744897959183	0.132015306122449
mof_10074	47.42479	26.00227	626.427	7979.48	0.88242	0.0	0.0	0.000235294117647	0.0835529411764706	0.7915686274509806	0.0056392156862745	0.0036941176470588	0.0027764705882352	0.0024941176470588	0.1100392156862745
mof_10075	25.31664	13.94275	1317.55	6365.42	0.72448	0.0	0.0	0.0032258064516129	0.1881720430107527	0.5183142559833508	0.0102670828997571	0.0079084287200832	0.0055150884495317	0.0049947970863683	0.2616024973985432
mof_10076	44.59217	25.4346	633.998	7401.97	0.88108	0.0	0.0	8.163265306122448e-05	0.0799591836734694	0.7946040816326533	0.0058448979591836	0.0040326530612244	0.0031020408163265	0.0021795918367346	0.1101959183673469
mof_10077	41.90398	22.67114	791.161	7615.02	0.85204	0.0	0.0	0.0002186187816149	0.1010169542634431	0.7399944214517797	0.0073953456815251	0.0049603847690556	0.003505439084515	0.0027741969529065	0.1401346390151601
mof_10078	44.75044	24.82904	685.562	8134.24	0.87586	0.0	0.0	2.261573602912906e-05	0.0812658781313371	0.7862812945247305	0.0062494817227159	0.0040406781705377	0.0031511258867253	0.0024726538058514	0.1165162720220729
mof_10079	45.77469	24.48082	677.893	8078.32	0.8739	0.0	0.0	3.769289338188177e-05	0.0810321821923694	0.7859872899563518	0.0061816345146286	0.003746673602159	0.0031360487293725	0.0024952695418805	0.1173832085698562
mof_1007	34.83475	31.96688	1315.88	5565.2	0.73496	0.0	0.0	0.0005519244734931	0.2015395787944807	0.5213943355119827	0.0122294843863471	0.0081336238198983	0.0061292665214233	0.005112563543936	0.2449092229484387
mof_10080	44.73486	25.10431	634.495	8405.98	0.88614	0.0	0.0	0.0	0.0746771603681842	0.8039140300487748	0.0056765497433113	0.0037165192874535	0.0029174299477576	0.0023294208110002	0.1067688897935183
mof_10081	45.51879	26.52303	603.33	7761.65	0.89176	0.0	0.0	0.0	0.0660907192557915	0.8200918198882784	0.0056463954286058	0.0035205162418677	0.0029475842624631	0.0023746522830585	0.0993283126399348
mof_10082	48.33914	27.54423	601.201	7046.2	0.88282	0.0	0.0	0.0006552518126592	0.0869953948657652	0.7886047423084461	0.0054808446012149	0.0036559376837154	0.0027434842249657	0.0019841269841269	0.1098802175191064
mof_10083	45.71042	26.88825	608.764	8120.28	0.88764	0.0	0.0	8.292436544013988e-05	0.0743906943784819	0.807042540199471	0.0058197827381625	0.0038823680183338	0.0027365040595246	0.0022389578668837	0.1038062283737024
mof_10084	46.8639	25.41034	604.177	8211.66	0.88972	0.0	0.0	0.0001432329948511	0.0751219365100904	0.8085577945134226	0.0051790035506705	0.0037165192874535	0.0027741969529065	0.0021334177654145	0.1023738984251909
mof_10085	47.938	27.76754	573.203	7806.3	0.89104	0.0	0.0	0.0003306878306878	0.0763287638287638	0.8083273208273211	0.0052248677248677	0.0034992784992785	0.0025974025974025	0.002044252044252	0.1016474266474266
mof_10086	27.38615	13.92404	1255.83	6759.62	0.74952	0.0	0.0	0.0011901855468749	0.1666259765625	0.5645446777343751	0.0161743164062499	0.007354736328125	0.006500244140625	0.006805419921875	0.230804443359375
mof_10087	47.14537	28.22077	580.426	7648.92	0.89076	0.0	0.0	0.0002868188053373	0.0738558423743609	0.8103317121835643	0.0051876792617533	0.0034480608554682	0.002550193290934	0.0020638483601446	0.1022758448684374
mof_10088	50.28693	28.73632	551.233	7991.0	0.89818	0.0	0.0	0.0001537445335276	0.0694071155247813	0.8219866071428573	0.0051248177842565	0.0032172467201166	0.0024599125364431	0.0019360422740524	0.095714513483965
mof_10089	50.21672	29.19661	513.9	7048.97	0.90552	0.0	0.0	1.202103681442524e-05	0.0598767843726521	0.8410758827948912	0.0050428249436513	0.0031975957926371	0.0024342599549211	0.0020796393688955	0.0862809917355372
mof_1008	32.79868	30.12166	1452.87	5272.94	0.6826	0.0	0.0	0.0098422347662469	0.2105707531239446	0.4476528199932456	0.012737009697496	0.007960631060935	0.0067303517151541	0.0049211173831234	0.2995850822598543
mof_10090	54.55395	31.16098	486.753	7758.47	0.91008	0.0	0.0	0.0002379053753397	0.0652081011185958	0.8371802045105099	0.0041765610337429	0.002947383261154	0.0022777236861235	0.0017314224538617	0.0862406985606724
mof_10091	53.51091	32.22153	479.984	7379.3	0.91102	0.0	0.0	0.000191256830601	0.0624681238615664	0.8420992714025504	0.0043943533697632	0.0029098360655737	0.0021220400728597	0.0017987249544626	0.0840163934426229
mof_10092	54.14143	31.34645	466.312	6749.65	0.91516	0.0	0.0	2.8735632183908035e-05	0.0537452107279693	0.8565373563218394	0.0046216475095785	0.0030268199233716	0.0021934865900383	0.0016522988505747	0.0781944444444444
mof_10093	57.8327	32.66674	433.781	8444.28	0.92156	0.0	0.0	7.086167800453512e-05	0.0520203451751071	0.8648156021667928	0.0039092025699168	0.0025470836482741	0.0019959372637944	0.0016928067523305	0.0729481607457798
mof_10094	57.3857	32.55637	444.033	8626.77	0.92092	0.0	0.0	0.0	0.0533979611832975	0.8620579331085757	0.0042392030298303	0.0027954744508032	0.0020796090335017	0.0016636872268013	0.0737661319671901
mof_10095	26.16909	14.80735	1249.16	6147.95	0.74122	0.0	0.0	0.0025210084033613	0.1771533613445378	0.5463497899159665	0.0110556722689075	0.0072741596638655	0.0056197478991596	0.0044117647058823	0.2456144957983193
mof_10096	19.8599	12.59005	1592.83	6144.28	0.67068	0.0	0.0	0.0050307765151515	0.2300544507575757	0.4193892045454547	0.0128136837121212	0.0092033617424242	0.0072206439393939	0.0056818181818181	0.3106060606060606
mof_10097	25.27254	14.47925	1239.13	6002.48	0.74888	0.0	0.0	0.001313025210084	0.1742121848739496	0.55905987394958	0.0105304621848739	0.0070903361344537	0.0048844537815126	0.0044117647058823	0.2384978991596638
mof_10098	30.14762	16.26464	1194.0	6265.89	0.75272	0.0	0.0	0.0047367969821673	0.1559070644718793	0.5772033607681757	0.0096879286694101	0.006730109739369	0.0053798010973936	0.0041366598079561	0.2362182784636489
mof_10099	27.8787	15.72599	1257.78	6171.4	0.73222	0.0	0.0	0.0081365148932716	0.1604374644915185	0.5488799610421233	0.0106931255579904	0.0067161756350945	0.0059654248843438	0.0046871195519844	0.2544842139436735
mof_1009	32.33758	30.64833	1434.26	4977.73	0.69538	0.0	0.0	0.0038908589440504	0.2078161938534279	0.4717297084318361	0.012534475965327	0.0082496059889676	0.0067228132387706	0.0058116627265563	0.2832446808510639
mof_100	5.14762	4.14798	898.729	906.381	0.04716	0.018695652173913	0.0120289855072463	0.0082608695652173	0.0072463768115942	0.0053623188405797	0.0056521739130434	0.0036231884057971	0.0036231884057971	0.0028985507246376	0.9326086956521742
mof_10100	28.33209	16.51603	1212.82	5956.49	0.74402	0.0	0.0	0.0052761094427761	0.1536119452786119	0.5713838838838841	0.0104479479479479	0.0069027360694027	0.0056097764431097	0.0044836503169836	0.242283950617284
mof_1010	36.10509	33.23307	1338.42	5948.24	0.73392	0.0	0.0	0.0010204081632653	0.1968962585034014	0.5197278911564627	0.0116709183673469	0.0083333333333333	0.0059311224489795	0.0048469387755102	0.2515731292517007
mof_1011	22.3157	21.62283	1807.19	3699.08	0.54548	0.0	0.0	0.0182484182484182	0.2198468198468199	0.2963702963702964	0.0164502164502164	0.0109890109890109	0.0077922077922077	0.0063270063270063	0.4239760239760241
mof_1012	37.10735	36.19159	1271.9	5828.08	0.74188	0.0	0.0	0.0023578947368421	0.1835789473684211	0.5392842105263159	0.0125684210526315	0.0082947368421052	0.0064210526315789	0.003578947368421	0.2439157894736842
mof_1013	48.9722	47.79348	1007.31	6169.5	0.7986	0.0	0.0	0.0006740138113707	0.1499976350392584	0.6359024690190144	0.0070002837952889	0.0059242266578374	0.0047890455018446	0.0042687541386812	0.1914435720367042
mof_10149	13.6388	9.49851	1492.45	1036.63	0.35658	0.0	0.0	0.0057918000304831	0.2247624853934868	0.1133465427018239	0.0119900421683686	0.0081288421480465	0.0083320632017477	0.0054869684499314	0.622161255906112
mof_1014	36.89661	35.06866	1336.88	5448.59	0.71672	0.0	1.6492941021242907e-05	0.0096153846153846	0.1971566169679378	0.4937326824119278	0.0115780445969125	0.0079331046312178	0.0055911070062013	0.0046675023090117	0.2697090645203853
mof_10156	28.20681	26.13735	1011.18	3596.71	0.78172	0.0	0.0	0.0002940045683786	0.1067161197427837	0.6649931022005113	0.0097850751219365	0.0069430309609426	0.0047040730940588	0.0038145208102464	0.2027500735011421
mof_1015	36.48037	33.93045	1293.92	5663.98	0.72878	0.0	0.0	0.0058598808598808	0.1957556332556333	0.5134032634032635	0.0116550116550116	0.0068958818958818	0.0052609427609427	0.0047915047915047	0.2563778813778814
mof_10160	20.26162	15.07386	1353.38	2035.56	0.59312	0.0	0.0005527806842635	0.001895248060332	0.1271592995479044	0.4526484117426412	0.0141353917833099	0.0083904211004284	0.0072651175646062	0.0057054863482913	0.3822478431682231
mof_1016	39.2348	37.25099	1217.42	5979.48	0.75298	0.0	0.0	0.0028681880533732	0.1787005861079935	0.5551346801346801	0.0101321860581119	0.007170470133433	0.0052999127073201	0.0043022820800598	0.2363916947250281
mof_10171	21.26932	15.81463	1283.18	2105.05	0.6052	7.289692374981776e-05	0.0004556057734363	0.0016766292462458	0.134585945473101	0.4596697769354134	0.0117728531855955	0.0078181950721679	0.0061051173640472	0.0046471788890508	0.3731958011371921
mof_1017	39.29182	36.4145	1184.79	5713.38	0.7591	0.0	0.0	0.0022816272371274	0.1750703906275284	0.5654875562315934	0.0101945046765267	0.0070066992459302	0.0057930677368199	0.0048059807760768	0.229360173468397
mof_10182	20.79041	17.50315	1455.74	2546.45	0.62666	0.0	0.0	0.0077883983209426	0.1257944334867412	0.4824255297628079	0.0127615098029299	0.0095753468534533	0.0068106340295689	0.0052091235523188	0.3496350241912372
