MOF	LCD	PLD	Vol_ASA	Grav_ASA	Void_fraction	0.0	0.1	0.2	0.30000000000000004	0.4	0.5	0.6000000000000001	0.7000000000000001	0.8	0.9
acs-f+N519+E112	21.11794	13.02726	1351.24	7631.82	0.7544	0.0	0.0	0.0007241532976827	0.1719028520499109	0.5628899286987523	0.0130161913250148	0.0079842543077837	0.0066844919786096	0.0047534165181224	0.2320447118241236
acs-f+N606+E88	15.96927	10.97072	1829.35	6083.74	0.60566	0.0	0.0	0.004546345287086	0.2374681559866745	0.3387419165196944	0.0158730158730158	0.0114834411130707	0.0079169116206153	0.0059964726631393	0.377973740936704
acs-f+N641+E209	27.8753	20.69157	904.481	7447.49	0.83896	0.0	0.0	0.0003202163239166	0.0997118053084751	0.728314238952537	0.0088148438055931	0.0056660499537465	0.0041005479257098	0.003638013235608	0.149434284494414
acs-f+N96+E208	25.75104	16.16082	1117.23	6163.19	0.79068	0.0	0.0	0.0015879980776865	0.1284084498213502	0.6477360580037194	0.0105413819762218	0.0068639127436845	0.0056624668296454	0.0043669947136379	0.1948327378340542
acs-g+N485+E216	17.76243	14.21331	1478.77	5317.84	0.69158	0.0	0.0	0.003003003003003	0.1588441588441588	0.5107835107835109	0.0141750141750141	0.0088830088830088	0.0067200067200067	0.0051030051030051	0.2924882924882925
acs-g+N611+E16	28.4672	24.38992	859.616	6416.73	0.83448	0.0	0.0	0.0005400808972237	0.0995357602500459	0.725834252619967	0.0075726236440522	0.0059868542011399	0.0039759146902004	0.0031600478029049	0.1533944658944659
acs-h+N172+E149	20.63368	15.89547	1488.68	3079.87	0.60568	0.0	0.0007622183603158	0.0101527485594072	0.1615293149181378	0.4179395713283942	0.0134150431415591	0.0092075977926156	0.006920942711668	0.0055184609286868	0.3745541022592153
acs-h+N172+E153	17.65403	12.13747	1424.48	2858.65	0.56076	0.0	0.0001543448062972	0.0079230333899264	0.1644029428409734	0.3763955342902712	0.0137109636260739	0.0093121366466018	0.0072542058959716	0.005479240623553	0.4153675978803314
acs-h+N206+E66	16.04791	14.71814	1887.49	2173.87	0.4429	0.0	6.400000000000001e-05	0.0181119999999999	0.21088	0.210304	0.0179839999999999	0.010624	0.008896	0.007936	0.5152000000000001
acs-h+N254+E47	24.68665	23.22017	1503.33	4223.95	0.65464	0.0	0.0	0.0112570356472795	0.2114290181363352	0.4156347717323328	0.0120231394621638	0.0082864290181363	0.006441525953721	0.0056910569105691	0.3292370231394622
acs-h+N272+E154	27.62866	23.92381	1621.3	4713.95	0.63896	0.0	0.0	0.0090007215007214	0.1897366522366523	0.4283189033189034	0.0136724386724386	0.0091630591630591	0.0078282828282828	0.0061688311688311	0.3361111111111111
acs-h+N300+E121	32.11272	28.3945	1050.36	5562.52	0.78534	0.0	0.0	0.0011810883773799	0.1289961636828644	0.644696646774652	0.0091645353793691	0.006367220801364	0.0048842000568343	0.0040494458653026	0.2006606990622336
acs-h+N332+E84	35.85555	32.61443	1016.56	4013.92	0.75208	0.0	1.663838141825563e-05	0.0088349805330937	0.1072593258127849	0.6228910851552362	0.0086103623839472	0.0064556919902831	0.004558916508602	0.0037436358191075	0.237629363415527
acs-h+N383+E195	17.54769	15.13998	1978.5	3914.56	0.4939	0.0	0.0002025603629881	0.0174607032895802	0.2178334143574785	0.2374007454221358	0.0187976016853022	0.0104116026575919	0.0093582887700534	0.0070896127045859	0.4814454707502837
acs-h+N482+E160	14.43725	11.71527	1513.83	1888.95	0.39796	0.0	5.108556832694764e-05	0.0128735632183908	0.2280459770114943	0.1489144316730524	0.0124648786717752	0.0083269476372924	0.0071008939974457	0.0049042145593869	0.5773180076628355
acs-h+N482+E233	15.82394	11.08724	1655.3	2074.27	0.40134	0.0	0.0001777777777777	0.0082666666666666	0.2006666666666667	0.1858666666666666	0.0138666666666666	0.0110222222222222	0.0078666666666666	0.0064	0.5658666666666667
acs-h+N482+E82	21.41655	17.03451	1600.64	3687.44	0.62358	0.0	1.6479894528675016e-05	0.0118160843770599	0.1568061964403428	0.4420566908371787	0.0148648648648648	0.0093441001977587	0.0083058668424522	0.0062294001318391	0.350560316413975
acs-h+N572+E85	18.47893	14.78042	1453.28	2807.83	0.54858	0.0	0.0015551048005409	0.0141987829614604	0.1769776876267749	0.3489858012170386	0.01210277214334	0.0079107505070993	0.0071331981068289	0.0056795131845841	0.4254563894523328
acs-h+N651+E50	16.98593	15.27777	1670.95	2127.36	0.42848	0.0	0.0	0.0109126984126984	0.1590136054421768	0.2407879818594104	0.015235260770975	0.011267006802721	0.008078231292517	0.007157029478458	0.5475481859410432
acs-i+N206+E121	42.74663	37.58575	877.764	5823.54	0.83274	0.0	0.0	0.0003631961259079	0.1066989507667474	0.7145278450363197	0.0082660747914985	0.0055824589722894	0.0041767554479418	0.0034974441754102	0.1568872746838849
acs-i+N206+E147	25.30347	22.67619	1549.46	4155.23	0.64826	0.0	4.420866489832007e-05	0.0162908930150309	0.1792219274977896	0.4382183908045978	0.0138373121131741	0.0085322723253757	0.0077807250221043	0.0054155614500442	0.330658709106985
acs-i+N206+E54	32.95435	28.90905	1421.77	4488.45	0.728	0.0	0.0	0.0007653061224489	0.1560586734693878	0.5564795918367349	0.013609693877551	0.0087372448979591	0.0063265306122448	0.0058928571428571	0.2521301020408164
acs-i+N242+E111	22.02383	20.56349	1498.34	5151.13	0.68038	0.0	0.0	0.00673018753781	0.1571133293002621	0.4977313974591653	0.0129058277878604	0.0092760637225247	0.0069318410969953	0.0052681992337164	0.3040431538616657
acs-i+N254+E14	13.2421	5.82856	2234.8	2548.36	0.32268	0.0	0.0003825066938671	0.0508733902843299	0.2001785031238047	0.0671299247736835	0.0171490501083768	0.012176463088104	0.0101364273874792	0.0080963916868545	0.6338773428535001
acs-i+N254+E96	13.44638	7.99554	2410.88	4220.63	0.45412	0.0	0.0	0.0124325592305887	0.2904351395730707	0.1295742434904996	0.0202322308233638	0.0145730706075533	0.0104093361482524	0.0088845883180858	0.5134588318085856
acs-i+N300+E172	23.24716	19.64732	1831.79	3750.27	0.60554	0.0	0.0	2.8480291638186364e-05	0.1579801777170198	0.4528081567555252	0.0195374800637958	0.0124743677375256	0.0096263385737069	0.0071200729095465	0.3404249259512418
acs-i+N300+E59	33.43633	17.3197	1149.86	6332.26	0.78292	0.0	0.0	0.0003765949905482	0.1375383979206049	0.6311067462192819	0.0105815808128544	0.0073029891304347	0.0053978615311909	0.0043419187145557	0.2033539106805293
acs-i+N364+E224	31.01335	27.33491	902.202	5437.53	0.80032	0.0	6.72777731057102e-05	0.0050962913127575	0.0887057438398789	0.6924817088554371	0.0083508535867462	0.0052560760238836	0.0040618955512572	0.0036666386342612	0.1923135144226726
acs-i+N364+E56	34.55514	32.06236	805.129	4911.19	0.84308	0.0	0.0	0.0014316239316239	0.0904700854700854	0.74232905982906	0.0074928774928774	0.0049002849002849	0.0036253561253561	0.0028988603988603	0.1468518518518519
acs-i+N364+E63	18.87981	16.86241	1346.88	4248.77	0.68132	0.0	5.076013299154843e-05	0.0055328544960787	0.1541331438288368	0.5049364229334282	0.0128676937133575	0.0088830232735209	0.0061673561584731	0.0046191721022309	0.3028095733610823
acs-i+N383+E0	9.20427	7.55066	1511.49	1093.51	0.173	0.0	0.0023068050749711	0.0069204152249134	0.1545559400230681	0.0180699730872741	0.008073817762399	0.0053825451749327	0.0192233756247597	0.0053825451749327	0.7800845828527491
acs-i+N482+E187	24.92417	19.37298	1356.94	4880.28	0.6941	0.0	3.226222738417861e-05	0.0112433862433862	0.1389856755710414	0.5307297715834303	0.0107594528326235	0.0079042457091237	0.0063072654536069	0.0048554652213188	0.289182475158085
acs-i+N482+E203	26.02112	23.99742	1409.66	5648.61	0.697	0.0	0.0	0.0033400507538438	0.1634758919241678	0.5120913569189433	0.0116995073891625	0.0077250335871025	0.0066241230034333	0.005206000895656	0.2898380355276907
acs-i+N651+E126	39.65681	37.44984	1251.14	5472.32	0.74086	0.0	0.0	0.002877564281073	0.1621298616912652	0.5612990810359233	0.0110577369349299	0.0073563538475819	0.0055810823354683	0.0046064234660725	0.2450918964076859
acs-i+N671+E210	27.3199	25.10445	1539.63	4346.92	0.69702	0.0	0.0	0.0010295706184174	0.145979611126114	0.5366932217121254	0.014363354037267	0.0103632190116122	0.0076627059141236	0.0058229813664596	0.2780853362138807
acs+N198+E38	13.11717	11.13612	2081.62	4340.01	0.55836	0.0	0.0	0.0	0.3198529411764707	0.2341452205882353	0.0261948529411764	0.0068933823529411	0.0068933823529411	0.0029871323529411	0.4030330882352942
acs+N198+E65	9.27621	7.29967	2429.66	3921.37	0.34282	0.0	0.0	0.0241327300150829	0.2639517345399699	0.0301659125188537	0.0188536953242835	0.0140774258421317	0.0138260432378079	0.0098039215686274	0.6251885369532431
acs+N265+E165	4.52152	3.49495	284.019	193.804	0.0122	0.0	0.0034567901234567	0.0019753086419753	0.0024691358024691	0.0019753086419753	0.0009876543209876	0.0044444444444444	0.0014814814814814	0.0	0.98320987654321
acs+N265+E32	14.38245	12.50103	1729.08	2464.39	0.36394	0.0	0.0019723865877712	0.032051282051282	0.1502301117685733	0.1625575279421433	0.0131492439184746	0.0100262984878369	0.0085470085470085	0.0060815253122945	0.6153846153846155
acs+N268+E119	11.95292	10.57271	2110.88	3407.07	0.42252	0.0	0.0	0.0239583333333333	0.23	0.1579166666666667	0.0131249999999999	0.0175	0.0125	0.0091666666666666	0.5358333333333335
acs+N270+E183	13.12515	11.81343	2145.86	3140.0	0.4888	0.0	0.0007262164124909	0.0239651416122004	0.3177196804647785	0.1377995642701525	0.0179738562091503	0.0119825708061002	0.0070806100217864	0.0083514887436456	0.4744008714596951
acs+N308+E122	13.06774	11.14201	2075.35	3385.84	0.48676	0.0	0.0	0.0215311004784688	0.289354066985646	0.1607655502392345	0.0171052631578947	0.0138755980861244	0.009090909090909	0.0082535885167464	0.4800239234449761
acs+N428+E184	14.34964	10.61236	2010.61	1802.64	0.42502	0.0	0.0	0.0062499999999999	0.2163541666666667	0.2036458333333334	0.0164583333333333	0.0104166666666666	0.0101041666666666	0.0091666666666666	0.5276041666666668
acs+N442+E157	15.34683	12.88274	1920.43	4149.49	0.45972	0.0	0.0012040133779264	0.0136454849498327	0.2092307692307692	0.2106354515050167	0.0147826086956521	0.0109030100334448	0.0100334448160535	0.0056187290969899	0.5239464882943146
acs+N489+E143	7.51381	3.75514	1592.39	1935.97	0.11146	0.0	0.0154671717171717	0.0552398989898989	0.0192550505050505	0.0151515151515151	0.0085227272727272	0.0063131313131313	0.0066287878787878	0.0075757575757575	0.8658459595959599
acs+N528+E13	8.06587	5.09614	2842.59	2180.69	0.24426	0.0	0.0	0.0978303747534516	0.113214990138067	0.0268244575936883	0.0228796844181459	0.0126232741617357	0.0138067061143984	0.0118343195266272	0.7009861932938858
acs+N553+E212	12.95206	12.10278	2142.78	4051.71	0.46428	0.0	0.0	0.0192901234567901	0.2523148148148149	0.1720679012345679	0.0160108024691357	0.0102237654320987	0.0084876543209876	0.0092592592592592	0.5123456790123458
acs+N554+E172	16.43343	14.40253	1882.83	3991.07	0.6085	0.0	0.0	0.0	0.1614583333333333	0.4552083333333335	0.0202380952380952	0.0154761904761904	0.0089285714285714	0.0059523809523809	0.3327380952380953
acs+N667+E67	7.74338	6.9995	1973.61	1504.07	0.1985	0.0	0.002020202020202	0.0517171717171716	0.1325252525252525	0.0222222222222222	0.0125252525252525	0.0109090909090909	0.0088888888888888	0.0088888888888888	0.7503030303030305
acs+N691+E39	22.28724	19.05606	1288.4	5742.0	0.75934	0.0	0.0	0.000983436853002	0.1484989648033126	0.5943581780538304	0.0111801242236024	0.0079710144927536	0.0061076604554865	0.0044513457556935	0.2264492753623189
acs+N9+E135	10.93977	9.84594	2269.95	3798.3	0.39134	0.0	0.0	0.0141059027777777	0.2493489583333334	0.0987413194444444	0.0195312499999999	0.0132378472222222	0.0099826388888888	0.0069444444444444	0.5881076388888891
acs+N9+E32	12.32474	9.10253	2167.39	4800.89	0.48996	0.0	0.0	0.0195175438596491	0.2794956140350878	0.1778508771929824	0.0177631578947368	0.012719298245614	0.0084429824561403	0.0082236842105263	0.4759868421052632
aea+N107+N119+N410+E219+E123	19.85467	15.946	1796.69	4935.56	0.57716	0.0	9.846784040332427e-05	0.0130765292055614	0.2129662452243098	0.3301035881681043	0.0139430462011107	0.0099452518807357	0.0073457008940879	0.006459490330458	0.4060616802552287
aea+N107+N358+N96+E39+E103	30.56949	22.22375	1236.99	3453.12	0.72654	0.0	1.7955900308841486e-05	0.0047493356316885	0.1572757308051426	0.5629533864827984	0.0106119370825253	0.0070117790706026	0.0055663290957408	0.0046416002298355	0.2471719457013575
aea+N107+N648+N137+E42+E38	21.91309	15.91106	1523.46	5169.35	0.68006	0.0	2.7799399532970085e-05	0.002779939953297	0.1821138663404871	0.4887690425886801	0.0142610919604136	0.008798509952185	0.0073807405760035	0.0056432781051929	0.2902257311242078
aea+N56+N119+N488+E154+E94	21.64568	18.67903	1563.73	4484.5	0.62458	0.0	8.051529790660226e-05	0.0077831454643048	0.1957192699946323	0.4123456790123457	0.0133521202361781	0.0095813204508856	0.0070316693505099	0.0054482018250134	0.3486580783682234
aea+N56+N58+N110+E131+E18	11.46042	9.68341	1979.67	2510.14	0.35206	0.0	0.0020661157024793	0.0490196078431372	0.2128099173553719	0.0756360395397828	0.0153135634419056	0.0110192837465564	0.0092772646248582	0.0068465402690001	0.6180116674769083
aea+N56+N648+N320+E25+E14	16.37617	11.77139	1839.04	3242.02	0.49414	0.0	8.205296518902952e-05	0.0082463230014974	0.204906767318304	0.2707952983650947	0.0167798313811565	0.0113027959547888	0.0086565878274426	0.0073232271431208	0.4719071160434061
aea+N56+N94+N713+E95+E97	23.76258	17.82225	1559.93	4543.28	0.614	0.0	8.809020436927414e-05	0.0118544246451223	0.1866128057988523	0.398180308064029	0.013100271821202	0.0086831772878284	0.0066067653276955	0.0054490083559851	0.369425148494916
aea+N648+N119+N79+E50+E85	18.81381	14.509	1733.77	4012.48	0.52624	0.0	0.0001840264998159	0.0191183085919927	0.2094221567905779	0.2766940661677504	0.01324990798675	0.009957878378931	0.0078517973254815	0.0054594528278738	0.4580624054308265
aea+N648+N469+N96+E42+E159	24.52483	18.44866	1497.44	4581.7	0.6273	0.0	2.701023687977744e-05	0.0151257326526753	0.1879912486832509	0.4068281878832078	0.0118034735164627	0.0079950301164141	0.0068741052859033	0.0051049347702779	0.3582502768549281
aea+N648+N58+N160+E37+E219	19.14336	12.75417	1753.39	3850.76	0.52204	0.0	2.6304713804713804e-05	0.0165982744107744	0.2144623316498317	0.2701757154882155	0.0145465067340067	0.0093381734006734	0.0068655303030303	0.0069970538720538	0.4609901094276095
aea+N648+N648+N353+E83+E173	25.54367	19.54487	1417.18	3771.26	0.61682	0.0	2.1470746108427268e-05	0.0091035963499731	0.1658400429414922	0.4288244766505637	0.0123349436392914	0.0080515297906602	0.0070316693505099	0.0053998926462694	0.3633923778851315
aea+N94+N119+N117+E80+E199	21.44165	15.89034	1657.98	4041.15	0.5954	0.0	0.0	0.0086580086580086	0.2001180637544274	0.3695985832349469	0.013754427390791	0.0096418732782369	0.0076544667453758	0.0058048012593467	0.3847697756788666
aea+N94+N358+N10+E101+E101	25.69472	20.31428	1439.0	6362.44	0.69978	0.0	0.0	0.0024936304006071	0.1881335718545021	0.4882636743101859	0.0123055239334309	0.008727706402125	0.0066135414972624	0.0048110803924757	0.2886512712094108
aea+N94+N358+N150+E175+E9	27.41301	17.64904	1494.26	4457.71	0.65902	0.0	0.0	0.0050324675324675	0.1934253246753247	0.4522997835497836	0.0132981601731601	0.0093885281385281	0.0073187229437229	0.0056412337662337	0.3135957792207793
aea+N94+N358+N25+E142+E79	18.04604	13.69068	1678.88	3456.18	0.49248	0.0	0.0007615546218487	0.0251050420168067	0.1947741596638655	0.2573792016806723	0.0115546218487394	0.0089810924369747	0.0073004201680672	0.0056197478991596	0.4885241596638656
afw+N184+E0	12.22308	9.01939	2107.11	3507.62	0.50598	0.0	0.0	0.0021739130434782	0.3404347826086957	0.1447826086956522	0.0181521739130434	0.0122826086956521	0.0082608695652173	0.0056521739130434	0.4682608695652175
afw+N215+E53	24.21221	17.58956	1147.73	4107.31	0.77022	0.0	0.0	0.0018546074054904	0.1450906816760475	0.616980440361433	0.0104591231588708	0.0072890384076254	0.0057794742403657	0.0044855620970002	0.2080610726531668
afw+N267+E211	20.21411	15.30058	1327.1	5101.24	0.68188	0.0	2.4088259382377028e-05	0.0051067109890639	0.169051404345522	0.491304138362962	0.0112973936503348	0.0070096834802717	0.005564387917329	0.0045526810232692	0.306089511971865
afw+N282+E131	21.65709	14.89572	1360.68	5317.4	0.70882	0.0	0.0	0.0020955165692007	0.1540692007797271	0.5400097465886942	0.0127680311890838	0.0079678362573099	0.0064327485380116	0.0053118908382066	0.2713450292397661
afw+N310+E154	19.00569	16.04468	1325.64	5838.21	0.72138	0.0	0.0	0.0025216329564155	0.1626585974412061	0.544938153633806	0.0127939693157084	0.008016138450921	0.0061315496098104	0.0048309178743961	0.2581090407177364
afw+N327+E123	29.6893	24.14956	768.031	2396.23	0.82778	0.0	0.0	3.607503607503606e-05	0.0590999278499278	0.7677940115440117	0.0079455266955266	0.0051136363636363	0.0035714285714285	0.0032467532467532	0.1531926406926407
afw+N34+E22	25.9749	23.37873	878.285	7116.2	0.83798	0.0	0.0	0.0005028453689167	0.0834478021978022	0.7459159144427003	0.0089653649921506	0.005175627943485	0.0042189952904238	0.0034218014128728	0.1483516483516483
afw+N52+E232	34.87283	24.24471	829.022	4430.86	0.81506	0.0	4.6382189239332094e-05	0.0042671614100185	0.0842499337397296	0.7209780015902466	0.0076596872515239	0.0051219188974291	0.003935860058309	0.0029684601113172	0.1707725947521866
afw+N547+E159	19.44251	16.27662	1336.44	4802.97	0.67244	0.0	2.2611133722244836e-05	0.0052231718898385	0.1588884366662145	0.4921539365983811	0.0118030118030117	0.0086148419481752	0.0062406729073395	0.0043639488083932	0.3126893682449239
afw+N562+E159	26.78692	18.39589	1087.48	3954.57	0.75262	0.0	0.0	0.0016878104118534	0.1252023297317488	0.6155112543751644	0.0096288200545079	0.0064053788580994	0.0050219277008425	0.0035554694741502	0.2329870093936334
afw+N649+E218	22.41589	19.70209	1083.29	5909.22	0.79292	0.0	0.0	0.0011694734028334	0.1256682705159048	0.6548549852980488	0.0097233360064153	0.0070836674685912	0.0048783747661053	0.0036253675487837	0.1929965249933173
