MOF	LCD	PLD	Vol_ASA	Grav_ASA	Void_fraction
mof_3786	20.88114	17.70408	1295.84	4197.72	0.72048
mof_3787	21.9516	17.82277	1257.85	4875.68	0.74622
mof_3788	13.96285	11.24632	1939.01	3482.09	0.5589
mof_3789	21.44072	18.68019	1197.33	4643.17	0.74664
mof_378	11.95425	7.78341	2277.09	3167.07	0.44764
mof_3790	23.12353	19.55596	1152.43	4565.18	0.75244
mof_3791	23.58378	20.68729	1146.01	4670.61	0.75104
mof_3792	24.15637	21.04766	1095.72	4752.66	0.76532
mof_3793	24.69771	20.48707	1064.63	4848.21	0.7734
mof_3794	24.72406	20.92284	1052.35	4718.88	0.77794
mof_3795	24.37893	21.05136	1031.64	4435.65	0.78512
mof_3796	23.45437	20.0054	1040.44	5071.28	0.7964
mof_3797	24.56815	20.48345	1104.46	4784.57	0.76474
mof_3798	25.50615	21.10234	1037.97	5204.45	0.7889
mof_3799	14.03643	11.57532	1873.2	3533.83	0.56208
mof_379	22.49465	15.5718	1367.04	4985.9	0.70936
mof_37	20.34784	18.94011	1371.91	5766.81	0.71986
mof_3800	26.04185	21.43264	1010.91	4880.31	0.79372
mof_3801	25.65971	19.00208	1178.2	5259.53	0.75578
mof_3802	25.06216	20.66818	1084.9	5527.09	0.79188
mof_3803	25.57568	20.97515	1089.35	5525.25	0.7882
mof_3804	26.18051	21.26798	1002.34	5525.77	0.80704
mof_3805	25.87218	21.475	960.233	5161.44	0.81502
mof_3806	27.51441	24.28997	935.718	4995.39	0.80172
mof_3807	26.17073	21.75838	966.383	5371.89	0.81058
mof_3808	25.93803	22.71628	929.206	5164.39	0.8111
mof_3809	28.97996	24.22799	880.359	5294.44	0.81842
mof_380	20.15468	14.74821	1391.88	4780.94	0.70112
mof_3810	14.30362	12.29054	1838.19	3769.46	0.5955
mof_3811	28.30565	24.02401	893.363	5217.22	0.8176
mof_3812	28.83849	24.84787	859.13	5413.6	0.8263
mof_3813	28.93439	24.52129	828.092	4964.99	0.83566
mof_3814	31.43203	26.47754	770.047	5496.61	0.8433
mof_3815	31.38243	27.2553	751.546	5261.3	0.84758
mof_3816	31.63803	27.06663	743.341	4939.54	0.85286
mof_3817	33.1202	28.44784	689.898	5813.08	0.86544
mof_3818	32.96831	27.37072	732.787	6133.13	0.86264
mof_3819	16.00476	12.94269	1739.04	3661.82	0.59728
mof_381	23.77623	16.50253	1237.46	5277.22	0.75046
mof_3820	15.31365	11.96853	1849.48	3643.9	0.56934
mof_3821	16.15588	13.02899	1720.12	3613.86	0.60438
mof_3822	17.0119	13.29155	1595.65	3666.4	0.61146
mof_3823	17.1402	13.43299	1643.14	3657.01	0.59424
mof_3824	17.08891	13.18499	1622.49	3599.51	0.60276
mof_3825	2.59967	0.70762	0.0	0.0	0.0
mof_3826	9.2514	7.18347	1946.11	2015.84	0.28712
mof_3827	9.16324	6.81231	1951.79	1980.19	0.29292
mof_3828	9.24625	7.78887	2207.54	2493.25	0.35018
mof_3829	8.87992	8.04457	2313.47	2448.36	0.37042
mof_382	22.07255	15.48504	1280.58	4976.64	0.75074
mof_3830	9.94981	8.34266	2279.62	2918.1	0.40854
mof_3831	10.25089	8.53039	2269.51	3030.62	0.4264
mof_3832	10.86702	10.0218	2090.03	3328.73	0.52652
mof_3833	13.37023	10.53824	1947.61	3295.97	0.51026
mof_3834	13.58053	10.8647	1970.27	3126.71	0.5163
mof_3835	14.25786	11.64103	1896.48	3815.4	0.57836
mof_3836	5.44964	4.22477	2009.8	1316.47	0.1175
mof_3837	14.15126	11.92327	1878.39	3784.13	0.5708
mof_3838	16.22942	13.35118	1681.64	3630.63	0.602
mof_3839	15.20317	13.20871	1745.17	3827.8	0.58532
mof_383	24.01758	17.30329	1077.54	6481.02	0.81132
mof_3840	16.84898	13.83335	1633.02	3887.01	0.6171
mof_3841	16.86319	14.09251	1579.23	3977.12	0.6344
mof_3842	17.45974	14.23063	1546.2	3822.11	0.64314
mof_3843	17.16957	14.5272	1551.44	3612.32	0.65736
mof_3844	16.08078	14.04261	1555.48	4261.48	0.6853
mof_3845	17.60979	14.04521	1639.95	3917.21	0.61558
mof_3846	18.54718	14.7473	1560.87	4483.99	0.66428
mof_3847	6.31612	4.6051	1964.71	1373.39	0.12928
mof_3848	18.60496	14.79264	1515.33	4132.86	0.67442
mof_3849	18.5882	13.03268	1714.18	4246.95	0.59412
mof_384	28.86995	20.00342	985.589	5831.0	0.80782
mof_3850	17.22564	14.23915	1659.54	4834.26	0.66696
mof_3851	17.27897	14.81674	1630.23	4719.57	0.66038
mof_3852	19.39113	15.066	1513.24	4880.73	0.69928
mof_3853	19.18495	15.32071	1442.82	4504.18	0.71626
mof_3854	20.03234	17.39553	1367.48	4300.77	0.69282
mof_3855	19.06929	15.56785	1396.37	4558.29	0.71168
mof_3856	18.27614	16.14381	1387.25	4520.56	0.70682
mof_3857	21.19128	17.46023	1267.53	4583.83	0.72252
mof_3858	7.01539	5.12762	2386.84	1878.58	0.2113
mof_3859	21.18199	17.57429	1288.93	4493.0	0.72134
mof_385	27.35007	19.48248	1003.89	5417.9	0.80768
mof_3860	21.16857	18.26653	1231.55	4722.79	0.73664
mof_3861	21.81839	18.25455	1198.87	4303.24	0.75426
mof_3862	24.24948	20.14256	1098.25	4936.73	0.76582
mof_3863	25.15149	21.07259	1058.7	4631.77	0.77518
mof_3864	23.94914	20.3631	1059.9	4352.8	0.78238
mof_3865	25.78341	22.08838	954.301	5261.18	0.80462
mof_3866	26.18029	21.69938	1050.93	5758.66	0.79822
mof_3867	7.79124	6.10004	2313.66	2059.35	0.24882
mof_3868	7.36537	5.54572	2279.48	1907.57	0.21138
mof_3869	7.65043	6.35217	2373.45	2082.9	0.26202
mof_386	29.1414	21.50969	926.848	6632.25	0.83304
mof_3870	8.81796	7.04762	1943.06	1897.42	0.27682
mof_3871	9.27949	5.42419	1965.96	1883.2	0.23764
mof_3872	9.32886	6.1568	1999.16	1930.99	0.26742
mof_3873	4.97138	2.85074	0.0	0.0	0.02618
mof_3874	11.77042	9.31774	1985.73	2739.68	0.41416
mof_3875	11.75535	8.8534	1915.61	2565.6	0.40868
mof_3876	11.94379	9.90501	2003.71	3019.95	0.47204
mof_3877	11.69249	10.09732	2055.4	2953.02	0.49202
mof_3878	12.7734	10.4513	1979.23	3444.17	0.53006
mof_3879	13.0908	10.64195	1961.36	3512.45	0.5391
mof_387	17.67966	12.47913	1810.8	4541.37	0.63606
mof_3880	13.746	11.74893	1813.08	3785.87	0.60926
mof_3881	16.01627	12.75205	1730.45	3719.17	0.5875
mof_3882	15.92812	12.83348	1726.61	3550.67	0.59946
mof_3883	16.96535	13.3286	1673.25	4242.08	0.64254
mof_3884	8.22227	6.76607	2515.22	2446.11	0.32182
mof_3885	16.51043	13.93799	1612.07	4126.79	0.64508
mof_3886	18.74896	15.22071	1470.54	3973.77	0.66416
mof_3887	17.96706	15.59186	1527.01	4134.26	0.6493
mof_3888	19.17804	16.22773	1443.49	4209.53	0.67144
mof_3889	19.28368	15.82677	1403.04	4325.63	0.68628
mof_388	28.65548	20.94924	894.595	6355.44	0.83476
mof_3890	19.65176	16.07515	1371.04	4155.02	0.69186
mof_3891	19.49238	16.2897	1371.29	3931.43	0.70518
mof_3892	18.92698	15.88609	1357.83	4595.37	0.72982
mof_3893	19.3219	16.10077	1439.24	4258.09	0.67448
mof_3894	20.80007	16.5454	1374.22	4798.86	0.71348
mof_3895	8.48316	7.03029	2413.31	2485.97	0.32258
mof_3896	20.66602	16.11841	1338.42	4422.83	0.72182
mof_3897	20.3211	13.7179	1548.02	4711.11	0.65646
mof_3898	19.63649	16.06471	1460.43	5203.93	0.71846
mof_3899	19.57841	16.73306	1452.42	5153.28	0.71232
mof_389	37.2054	25.55846	792.505	5930.3	0.84506
mof_38	20.53053	18.92766	1325.21	5477.73	0.73194
mof_3900	21.43627	17.15955	1334.33	5214.52	0.74188
mof_3901	21.40904	17.34463	1261.09	4785.1	0.75452
mof_3902	22.50839	19.43313	1216.01	4563.01	0.7327
mof_3903	21.17822	17.21049	1251.77	4903.52	0.74806
mof_3904	20.97419	18.14969	1214.73	4802.19	0.74842
mof_3905	23.74875	19.49243	1132.89	4881.0	0.7588
mof_3906	9.03802	7.5514	2428.32	2760.16	0.38338
mof_3907	23.46478	19.34497	1149.51	4781.52	0.75728
mof_3908	23.76136	19.77017	1105.6	5024.18	0.7708
mof_3909	24.19674	19.75756	1073.63	4571.33	0.7844
mof_390	33.59493	24.14214	777.951	6093.95	0.84874
mof_3910	26.28512	21.98666	981.983	5155.29	0.79542
mof_3911	26.62969	22.38844	952.978	4878.86	0.80076
mof_3912	26.12671	21.89725	953.467	4573.55	0.80808
mof_3913	28.45968	23.72196	866.7	5509.22	0.82682
mof_3914	27.68063	22.90675	938.875	5966.32	0.82274
mof_3915	10.55146	8.07142	2235.81	2734.55	0.39324
mof_3916	10.09168	7.59274	2295.11	2649.35	0.3623
mof_3917	10.25634	8.20577	2235.39	2717.35	0.40706
mof_3918	11.32014	8.61906	2024.64	2688.91	0.40144
mof_3919	11.81795	8.67403	1960.44	2527.7	0.3822
mof_391	34.19188	24.81339	741.812	6336.77	0.85804
mof_3920	11.93878	8.71437	1961.27	2509.09	0.39604
mof_3921	5.95465	4.70106	2135.92	1483.0	0.1395
mof_3922	14.48211	11.08623	1808.77	3231.74	0.52082
mof_3923	14.27177	11.44634	1753.93	3027.97	0.5157
mof_3924	14.51301	12.10741	1775.13	3438.02	0.56646
mof_3925	14.30689	12.42081	1757.97	3247.48	0.5828
mof_3926	15.65806	12.66839	1727.68	3806.63	0.60822
mof_3927	15.41574	12.86105	1729.61	3834.11	0.61046
mof_3928	16.29546	14.50312	1571.0	4101.38	0.67246
mof_3929	18.49241	14.62907	1526.4	4067.9	0.65284
mof_392	33.76724	24.09588	739.083	6150.79	0.86092
mof_3930	18.5412	14.71195	1519.2	3863.19	0.66168
mof_3931	19.69491	16.17015	1453.98	4577.73	0.69928
mof_3932	10.22162	8.54743	2171.45	2697.95	0.43112
mof_3933	19.53551	16.60462	1395.33	4386.21	0.69978
mof_3934	21.81588	16.52749	1337.41	4298.44	0.70706
mof_3935	21.7078	17.70781	1340.4	4420.39	0.7027
mof_3936	22.21593	18.23057	1271.24	4498.62	0.721
mof_3937	22.49366	18.67674	1227.32	4619.11	0.73514
mof_3938	22.98002	18.53594	1210.86	4466.79	0.73908
mof_3939	22.61261	18.69959	1198.87	4200.33	0.75092
mof_393	36.40843	26.57665	705.97	5693.06	0.8707
mof_3940	21.56608	18.75073	1186.49	4859.39	0.76772
mof_3941	22.29638	17.91825	1282.43	4543.4	0.71936
mof_3942	23.77933	19.07486	1192.4	5009.06	0.75378
mof_3943	10.76919	9.1168	2072.79	2787.82	0.44838
mof_3944	23.65878	19.15759	1162.78	4695.0	0.76196
mof_3945	24.25108	18.06354	1355.44	4975.11	0.7098
mof_3946	23.60579	19.00692	1269.01	5416.38	0.75582
mof_3947	24.43116	18.88878	1260.87	5352.15	0.75194
mof_3948	24.7103	20.14978	1159.67	5414.62	0.77592
mof_3949	24.61668	19.97536	1102.23	5003.55	0.78722
mof_394	31.41723	22.93111	729.856	7253.88	0.8768
mof_3950	25.75818	21.28275	1078.0	4815.41	0.76864
mof_3951	24.87398	20.04622	1103.79	5206.07	0.78282
mof_3952	24.21199	20.83285	1057.11	4978.9	0.7832
mof_3953	26.53953	21.95822	1004.73	5149.47	0.78986
mof_3954	11.00097	9.75216	2041.23	3039.27	0.49714
mof_3955	26.38658	21.63921	1024.66	5065.62	0.78858
mof_3956	27.18429	23.10265	975.856	5263.52	0.80082
mof_3957	27.76375	22.75774	938.638	4782.97	0.81252
mof_3958	29.94818	24.80435	870.636	5374.79	0.82142
mof_3959	30.46768	24.95186	854.106	5132.46	0.8249
mof_395	34.74373	25.53937	778.065	6144.07	0.85006
mof_3960	30.46097	24.78912	842.165	4775.37	0.83318
mof_3961	31.97816	26.45138	773.478	5730.52	0.84702
mof_3962	31.31127	25.70089	831.584	6116.3	0.84434
mof_3963	12.83174	10.02341	1985.15	3055.21	0.4883
mof_3964	12.33248	9.48613	2049.91	3021.49	0.47024
mof_3965	12.59488	9.99988	1983.51	3024.95	0.49982
mof_3966	14.14711	11.40967	1809.66	3090.58	0.51292
mof_3967	14.49317	10.41012	1856.29	3071.89	0.48434
mof_3968	14.29702	10.417	1866.21	3073.57	0.50044
mof_3969	3.70608	1.7522	0.0	0.0	0.0
mof_396	18.03057	11.88246	1687.29	5001.41	0.66392
mof_3970	9.03041	5.02062	2090.49	2708.28	0.2146
mof_3971	9.16023	5.40979	2151.34	2869.69	0.24008
mof_3972	9.28792	5.50559	2275.93	3329.85	0.25844
mof_3973	8.73188	4.97798	2422.57	3246.85	0.26154
mof_3974	9.05864	6.17928	2445.59	4134.04	0.29124
mof_3975	8.98788	6.55067	2505.12	4439.01	0.31154
mof_3976	9.57816	6.41362	2611.51	5376.56	0.37806
mof_3977	11.84157	7.16226	2204.06	4104.03	0.38606
mof_3978	11.35553	7.86027	2235.03	3899.96	0.39856
mof_3979	11.66911	7.70989	2259.3	5006.12	0.42296
mof_397	35.63704	24.34506	820.829	6645.5	0.84356
mof_3980	6.33646	3.72629	1611.97	1637.83	0.09196
mof_3981	11.83018	8.19937	2224.34	5061.86	0.46164
mof_3982	12.00634	7.5269	2248.19	4541.04	0.43122
mof_3983	13.96599	8.36336	1981.69	4204.04	0.46264
mof_3984	13.87498	8.98066	2000.44	4675.0	0.4898
mof_3985	13.80341	9.14647	2037.62	5163.19	0.50732
mof_3986	13.86566	9.149	2061.14	5124.81	0.51448
mof_3987	13.35325	9.33273	2068.57	4718.65	0.52538
mof_3988	12.66761	9.01184	2185.57	6734.56	0.55216
mof_3989	14.39087	8.91464	2008.41	4612.06	0.48174
mof_398	34.92705	25.73859	753.084	7362.67	0.8693
mof_3990	14.31555	10.34184	1943.18	5701.57	0.54384
mof_3991	6.68673	3.87927	1774.13	2022.55	0.11252
mof_3992	14.33004	10.06051	2010.78	5582.87	0.55114
mof_3993	14.17608	8.17776	1938.87	4350.52	0.4672
mof_3994	14.52372	10.09413	1900.2	5355.4	0.53538
mof_3995	14.44431	9.97417	1917.99	5377.92	0.52956
mof_3996	14.61886	10.39206	1906.65	6125.94	0.57136
mof_3997	14.50132	10.61359	1928.01	5986.55	0.59154
mof_3998	16.21823	10.92214	1782.57	5042.08	0.57114
mof_3999	14.65444	9.98837	2072.07	6731.21	0.57052
mof_399	34.21682	25.14106	741.63	7144.01	0.8662
mof_39	20.73849	19.31557	1332.83	5152.15	0.7464
mof_3	9.6346	8.80746	2350.51	3352.14	0.36958
mof_4000	15.18346	10.68304	1798.94	5984.59	0.60816
mof_4001	16.42222	11.87781	1783.73	6018.31	0.60792
mof_4002	6.32099	4.43472	2000.42	2487.45	0.13906
mof_4003	16.48188	11.40253	1813.49	5902.55	0.6063
mof_4004	17.31312	11.57882	1749.2	6257.68	0.627
mof_4005	16.4935	12.1949	1691.26	5571.85	0.64738
mof_4006	19.23682	13.23079	1554.46	6082.01	0.66086
mof_4007	18.61232	12.96346	1544.83	5870.91	0.67136
mof_4008	18.79268	12.81803	1545.94	5407.5	0.6785
mof_4009	19.84332	13.98366	1412.65	6829.24	0.71376
mof_400	35.19061	25.86875	683.33	7500.08	0.88174
mof_4010	19.82233	14.14016	1474.92	6941.12	0.69542
mof_4011	7.69509	4.38138	1831.7	2046.3	0.13362
mof_4012	6.33324	3.54695	1544.8	1568.02	0.09038
mof_4013	6.57492	4.71392	2043.21	2276.45	0.147
mof_4014	8.8801	5.46801	2139.07	2722.16	0.23666
mof_4015	7.65116	4.35538	1882.35	2193.73	0.15936
mof_4016	8.09687	4.80706	1869.7	2145.22	0.17264
mof_4017	0.3358	0.0	0.0	0.0	0.0
mof_4018	3.06826	1.28156	0.0	0.0	0.0
mof_4019	3.40524	1.18725	0.0	0.0	0.0
mof_401	35.17842	25.89956	654.98	6955.31	0.8892
mof_4020	4.11296	2.05782	0.0	0.0	0.0
mof_4021	4.53364	2.03865	0.0	0.0	0.0
mof_4022	6.89505	4.4288	2357.44	3441.72	0.17326
mof_4023	6.5398	3.14426	1226.46	1280.98	0.06984
mof_4024	6.76242	3.57783	1581.28	1476.72	0.09494
mof_4025	6.21886	4.12369	1981.54	2709.64	0.1304
mof_4026	3.59115	2.37536	0.0	0.0	0.0
mof_4027	7.84597	4.72206	2306.86	3326.45	0.21088
mof_4028	7.27254	3.95913	1934.14	2321.15	0.1518
mof_4029	8.47602	5.04808	2131.96	2921.93	0.20708
mof_402	39.52647	28.49162	619.405	6223.89	0.87926
mof_4030	8.77952	5.50495	2292.69	3589.12	0.25648
mof_4031	8.81238	6.11157	2336.29	3560.57	0.28018
mof_4032	8.78964	5.71567	2438.81	3326.54	0.3097
mof_4033	10.02028	6.83742	2647.04	6199.77	0.3947
mof_4034	8.55637	4.80218	2224.95	3138.28	0.22224
mof_4035	2.88565	1.12692	0.0	0.0	0.0
mof_4036	7.47089	4.21506	1840.79	2401.08	0.15668
mof_4037	10.01236	5.78694	2347.98	4277.41	0.292
mof_4038	9.56336	5.53401	2300.93	4160.28	0.28136
mof_4039	10.6904	6.57849	2432.62	5406.63	0.37582
mof_403	35.93542	25.97402	655.75	7274.19	0.88626
mof_4040	11.81106	6.53656	2506.94	5297.56	0.41362
mof_4041	10.29814	6.3781	2226.28	3908.54	0.34864
mof_4042	9.52091	6.62936	2649.7	5908.85	0.3778
mof_4043	12.18098	7.44522	2237.65	5190.6	0.44456
mof_4044	11.14749	7.6718	2237.77	5050.69	0.42948
mof_4045	3.60704	2.11029	0.0	0.0	0.0
mof_4046	11.40673	7.57361	2308.15	4963.46	0.42854
mof_4047	11.73391	8.09282	2253.96	5431.63	0.45866
mof_4048	12.67625	8.42613	2175.8	4708.04	0.50066
mof_4049	13.64433	9.45214	2035.14	5383.8	0.5052
mof_404	35.5802	26.31853	635.538	7056.3	0.88772
mof_4050	13.80255	9.3537	1977.52	5080.39	0.53224
mof_4051	14.29508	9.39041	2047.7	4708.69	0.54426
mof_4052	14.69463	10.72372	1810.47	6326.65	0.60686
mof_4053	14.91014	9.97231	1979.63	6755.54	0.5671
mof_4054	3.20577	1.21963	0.0	0.0	0.0
mof_4055	3.63186	1.27608	0.0	0.0	0.0
mof_4056	3.59179	1.48089	0.0	0.0	0.0
mof_4057	3.35877	1.27761	0.0	0.0	0.0
mof_4058	3.43078	0.8537	0.0	0.0	0.0
mof_4059	0.31541	0.0	0.0	0.0	0.0
mof_405	40.68727	29.13702	574.604	6883.09	0.89382
mof_4060	2.61495	0.80071	0.0	0.0	0.0
mof_4061	3.26354	1.02702	0.0	0.0	0.0
mof_4062	3.54867	1.54247	0.0	0.0	0.0
mof_4063	3.93708	1.54995	0.0	0.0	0.0
mof_4064	4.28318	2.64044	0.0	0.0	0.0
mof_4065	5.05127	2.79277	0.0	0.0	0.0
mof_4066	6.47897	4.11671	2138.19	2941.13	0.14214
mof_4067	5.47788	2.96264	0.0	0.0	0.0506
mof_4068	6.25332	3.60428	1259.43	1106.27	0.07058
mof_4069	5.92756	4.56507	1850.08	2401.03	0.11224
mof_406	18.1446	12.64857	1650.98	5402.13	0.69146
mof_4070	2.23413	0.78745	0.0	0.0	0.0
mof_4071	7.21231	4.392	2181.45	2945.11	0.17482
mof_4072	7.79534	4.64234	2081.9	2529.39	0.1788
mof_4073	7.03141	3.78214	1781.84	2021.2	0.12214
mof_4074	7.56177	4.59868	2070.15	2681.98	0.17732
mof_4075	8.39354	5.44349	2245.67	3355.25	0.2333
mof_4076	8.59256	5.81128	2287.39	3336.48	0.25924
mof_4077	8.87554	5.58545	2394.01	3067.58	0.2794
mof_4078	9.58095	6.4842	2668.5	5956.85	0.36866
mof_4079	8.50061	4.77876	2144.07	2897.01	0.20118
mof_407	39.46388	28.94726	592.041	6766.71	0.8919
mof_4080	9.03583	5.52753	2463.91	4590.42	0.28458
mof_4081	2.30324	0.57517	0.0	0.0	0.0
mof_4082	9.53291	6.03201	2471.55	4291.22	0.32584
mof_4083	6.9649	5.02134	1613.49	1973.56	0.12952
mof_4084	9.43488	5.38266	2291.47	3938.69	0.2561
mof_4085	9.06474	5.32627	2235.83	3813.47	0.24794
mof_4086	10.2895	6.41514	2435.45	5132.54	0.34542
mof_4087	10.91729	6.17243	2602.04	5204.98	0.38112
mof_4088	9.8339	5.89811	2238.46	3750.6	0.32548
mof_4089	9.29016	6.37981	2607.17	5616.82	0.36298
mof_408	40.98488	30.02289	559.245	7089.49	0.89866
mof_4090	11.64159	6.94631	2290.93	5049.33	0.42008
mof_4091	11.44422	7.82292	2262.62	4912.65	0.40854
mof_4092	3.46813	1.85212	0.0	0.0	0.0
mof_4093	11.166	7.68233	2310.99	4769.43	0.4074
mof_4094	10.83039	8.2242	2307.54	5304.92	0.4392
mof_4095	11.81262	8.51444	2221.43	4581.01	0.48356
mof_4096	13.51973	9.054	2061.81	5276.46	0.49496
mof_4097	13.39023	9.35559	2011.93	4962.39	0.51696
mof_4098	13.52553	9.36704	2075.91	4566.85	0.53018
mof_4099	13.82567	10.71475	1847.21	6239.18	0.59538
mof_409	38.89195	28.77297	547.216	6374.22	0.9045
mof_40	21.50916	20.13148	1213.29	6254.93	0.7653
mof_4100	14.81572	9.40692	2016.72	6593.94	0.54938
mof_4101	2.95929	1.04324	0.0	0.0	0.0
mof_4102	2.35103	0.78437	0.0	0.0	0.0
mof_4103	3.34903	1.18555	0.0	0.0	0.0
mof_4104	3.12431	1.46379	0.0	0.0	0.0
mof_4105	3.19473	0.80967	0.0	0.0	0.0
mof_4106	2.89917	0.63268	0.0	0.0	0.0
mof_4107	1.09763	0.13361	0.0	0.0	0.0
mof_4108	4.37967	1.89828	0.0	0.0	0.0
mof_4109	5.07184	2.4049	0.0	0.0	0.0
mof_410	45.04579	33.74808	487.283	6974.42	0.90916
mof_4110	5.52523	2.64712	0.0	0.0	0.0
mof_4111	5.69867	2.95173	0.0	0.0	0.05502
mof_4112	6.09908	3.59071	1725.41	2143.79	0.094
mof_4113	6.73458	4.07058	1903.2	2498.0	0.11564
mof_4114	7.1679	4.88013	2593.92	4124.02	0.2143
mof_4115	7.39636	3.91314	1915.58	2334.97	0.1446
mof_4116	8.26097	4.65614	2052.2	2299.2	0.16944
mof_4117	7.97701	5.23088	2257.07	3547.56	0.21454
mof_4118	3.23194	1.68555	0.0	0.0	0.0
mof_4119	9.51887	5.42952	2448.38	4019.31	0.28348
mof_411	44.8326	32.77891	477.101	6646.66	0.91436
mof_4120	9.23573	5.74399	2295.57	3400.7	0.27812
mof_4121	9.36188	4.96413	2197.94	3110.32	0.24348
mof_4122	9.69584	5.67657	2250.73	3585.36	0.29196
mof_4123	9.99576	6.66661	2304.75	4138.88	0.3306
mof_4124	9.83994	6.79632	2353.77	4106.25	0.34544
mof_4125	10.23717	6.50686	2383.19	3747.92	0.36922
mof_4126	10.58359	7.25765	2557.92	6451.65	0.436
mof_4127	10.21546	6.3072	2311.49	3789.24	0.30026
mof_4128	10.81002	7.19725	2325.82	5077.29	0.38538
mof_4129	3.78119	1.72336	0.0	0.0	0.0
mof_412	44.19715	32.88108	471.419	6144.63	0.91666
mof_4130	11.62267	7.65728	2370.12	4875.51	0.41114
mof_4131	9.92142	5.27714	2036.64	3106.74	0.25
mof_4132	12.16243	6.83041	2239.95	4633.38	0.36798
mof_4133	11.62325	6.7217	2282.93	4691.7	0.35794
mof_4134	12.08764	7.68802	2315.98	5721.39	0.43238
mof_4135	12.58374	7.89741	2350.9	5548.33	0.46604
mof_4136	12.0306	7.81186	2159.52	4254.25	0.4047
mof_4137	10.9558	7.48039	2515.89	6235.68	0.43276
mof_4138	12.94462	8.69196	2151.26	5517.97	0.49026
mof_4139	12.74351	8.40518	2152.96	5365.23	0.47322
mof_413	50.92062	37.26189	414.868	7526.54	0.92656
mof_4140	3.70414	2.38029	0.0	0.0	0.0
mof_4141	12.67024	8.4412	2209.44	5315.41	0.47738
mof_4142	13.23508	9.16395	2132.45	5762.16	0.5096
mof_4143	13.53217	9.2403	2081.95	5025.65	0.5393
mof_4144	15.29829	10.31192	1921.25	5680.74	0.55336
mof_4145	15.2314	10.8332	1871.04	5355.49	0.57022
mof_4146	15.08758	10.3863	1905.95	4919.83	0.58416
mof_4147	16.04948	11.83458	1710.25	6545.58	0.63674
mof_4148	16.87839	11.38	1837.08	6858.42	0.60718
mof_4149	4.8377	1.8676	0.0	0.0	0.0
mof_414	45.77401	34.44872	451.727	7876.75	0.92306
mof_4150	4.09168	1.84484	0.0	0.0	0.0
mof_4151	4.78821	2.32202	0.0	0.0	0.0
mof_4152	5.15859	2.03877	0.0	0.0	0.0
mof_4153	4.69457	1.9064	0.0	0.0	0.0
mof_4154	4.9757	1.59084	0.0	0.0	0.0
mof_4155	1.56836	0.62383	0.0	0.0	0.0
mof_4156	6.05566	4.21981	1270.28	1279.47	0.07992
mof_4157	6.63267	4.32879	1494.75	1541.33	0.10104
mof_4158	7.00615	4.84876	1910.92	2284.96	0.1533
mof_4159	7.44514	5.46387	1965.98	2139.45	0.19674
mof_415	19.98315	12.26491	1671.55	4957.13	0.66394
mof_4160	8.24079	5.46138	2139.67	3378.3	0.23126
mof_4161	8.16316	5.71515	2172.24	3479.84	0.23786
mof_4162	8.63162	6.57021	2331.75	4537.07	0.32244
mof_4163	9.32788	6.48423	2110.35	3293.7	0.28512
mof_4164	9.72802	6.28838	2192.92	3101.84	0.28924
mof_4165	10.15662	7.27412	2238.81	4404.29	0.33976
mof_4166	4.62606	2.69021	0.0	0.0	0.0
mof_4167	10.84687	7.59097	2325.34	4703.23	0.38642
mof_4168	10.30161	7.00748	2282.96	3967.03	0.35198
mof_4169	11.46249	8.0244	2100.12	3675.31	0.3582
mof_416	21.6116	13.76571	1457.0	4817.72	0.7085
mof_4170	11.52465	8.20893	2166.71	4276.74	0.39776
mof_4171	12.35413	8.9435	2141.44	4745.85	0.43346
mof_4172	11.93357	8.65688	2220.16	4776.79	0.43994
mof_4173	12.36607	8.93922	2188.4	4283.63	0.46396
mof_4174	11.61677	9.02655	2328.1	6964.29	0.51044
mof_4175	12.58758	8.17097	2169.05	4341.87	0.39898
mof_4176	13.03409	8.85968	2145.14	5658.26	0.4701
mof_4177	4.70384	3.17412	954.882	919.358	0.03428
mof_4178	12.97107	9.12609	2175.85	5410.3	0.49212
mof_4179	11.964	8.94088	2101.53	3933.03	0.36384
mof_417	21.39653	14.98134	1360.48	4682.63	0.70292
mof_4180	13.3024	9.46175	2038.79	5099.85	0.45954
mof_4181	13.05852	9.29199	2080.54	5169.49	0.45246
mof_4182	13.56109	9.60799	2116.62	6244.7	0.5093
mof_4183	13.43361	10.29539	2141.34	6054.02	0.53616
mof_4184	13.96866	10.14437	1983.91	4836.71	0.49852
mof_4185	13.40246	9.11893	2320.1	6940.27	0.51242
mof_4186	13.66778	9.98836	1953.14	5938.19	0.55894
mof_4187	14.537	10.25775	1961.69	5962.11	0.55412
mof_4188	5.17772	4.09232	1263.37	1251.34	0.06284
mof_4189	14.25056	9.81957	1993.92	5789.81	0.5514
mof_418	21.54593	14.08388	1554.18	5152.56	0.67294
mof_4190	15.1675	10.78943	1925.25	6220.97	0.5783
mof_4191	15.41355	10.94093	1854.07	5407.11	0.60484
mof_4192	17.55641	11.96193	1714.2	6041.6	0.61494
mof_4193	16.95075	11.79655	1699.25	5763.22	0.62672
mof_4194	17.21505	12.35078	1701.04	5247.18	0.63882
mof_4195	18.69581	12.75319	1558.08	6958.73	0.6798
mof_4196	18.38198	12.63938	1661.34	7201.49	0.65314
mof_4197	5.27407	3.11717	800.894	716.482	0.04158
mof_4198	5.07742	2.71058	0.0	0.0	0.0
