MOF	LCD	PLD	Vol_ASA	Grav_ASA	Void_fraction
mof_10000	18.8338	9.68806	1781.03	5126.34	0.59342
mof_10001	21.28273	10.01923	1661.45	5048.24	0.628
mof_10002	24.47284	11.01164	1508.51	4706.99	0.63176
mof_10003	20.19751	10.05221	1722.37	4928.37	0.5798
mof_10004	20.9815	10.67391	1664.37	4709.47	0.59458
mof_10005	15.33775	6.72388	1969.0	4023.22	0.46196
mof_10006	26.62951	13.19597	1398.3	5818.13	0.69136
mof_10007	25.31701	12.70729	1384.94	5491.95	0.6869
mof_10008	27.59502	14.15471	1286.25	6112.16	0.72534
mof_10009	26.97655	14.33228	1261.43	5681.33	0.73922
mof_1000	17.35696	15.92848	1751.72	2468.4	0.4269
mof_10010	28.05374	14.99868	1193.35	6899.51	0.75856
mof_10011	28.66766	15.13108	1175.5	7006.8	0.76324
mof_10012	31.03746	16.07986	1069.7	7420.86	0.79646
mof_10013	33.05127	17.363	1025.65	6496.08	0.78954
mof_10014	33.0538	17.83583	1011.16	6099.67	0.79638
mof_10015	35.1839	18.40856	946.919	7200.56	0.81474
mof_10016	21.12997	10.28894	1651.01	5717.58	0.65184
mof_10017	35.11725	18.3835	965.54	7409.28	0.81522
mof_10018	36.09623	19.9687	865.15	6466.94	0.82582
mof_10019	37.3797	19.96122	897.767	6484.22	0.81806
mof_1001	25.93623	24.00552	1708.56	4180.66	0.55502
mof_10020	38.73646	20.90673	839.333	6679.77	0.8305
mof_10021	38.89606	20.83251	821.662	7032.42	0.83716
mof_10022	39.72211	21.23729	803.746	6815.62	0.84092
mof_10023	38.70701	21.60389	786.625	6254.66	0.84844
mof_10024	38.90316	21.22546	774.038	8194.43	0.8601
mof_10025	38.66663	20.34046	831.084	6772.35	0.83302
mof_10026	41.55901	21.65872	767.893	7711.94	0.85422
mof_10027	21.70158	11.16154	1602.39	5937.54	0.65342
mof_10028	41.53289	21.91629	746.86	7185.12	0.8592
mof_10029	36.8577	19.36914	911.375	7252.4	0.82128
mof_1002	28.31586	26.0133	1591.67	3989.39	0.57532
mof_10030	41.66232	21.86903	800.265	7987.77	0.8549
mof_10031	42.82574	21.7647	795.364	7891.14	0.85104
mof_10032	42.72732	22.55153	732.854	8267.47	0.86724
mof_10033	43.23317	23.27578	697.008	7599.85	0.874
mof_10034	44.49812	23.78164	692.037	6802.56	0.86252
mof_10035	43.25252	23.02793	693.106	7815.04	0.8707
mof_10036	42.7286	23.61291	704.471	8034.75	0.86992
mof_10037	44.97626	25.01839	643.106	7541.84	0.87618
mof_10038	23.20719	11.06661	1562.72	6380.7	0.68108
mof_10039	44.93557	25.1314	653.115	7386.7	0.87442
mof_1003	26.55709	24.42608	1687.71	4735.56	0.61166
mof_10040	46.67886	25.81172	628.153	7754.94	0.88192
mof_10041	47.61161	26.12201	599.408	6881.59	0.89022
mof_10042	51.9822	28.58492	550.699	7543.02	0.89578
mof_10043	52.39075	28.71845	538.83	7158.11	0.89804
mof_10044	50.73492	28.74876	528.981	6551.54	0.90148
mof_10045	55.72913	30.48459	484.231	8200.3	0.91108
mof_10046	54.6739	29.71254	505.854	8533.71	0.90948
mof_10047	23.67911	11.80674	1425.78	5760.32	0.6973
mof_10048	21.91276	10.91691	1587.57	5754.06	0.66488
mof_10049	25.24674	12.01177	1415.25	5611.11	0.69988
mof_1004	27.19285	25.16902	1665.24	4407.79	0.63088
mof_10050	26.54712	12.83425	1390.22	5606.55	0.69118
mof_10051	23.61602	12.9764	1491.42	5702.29	0.6687
mof_10052	24.37744	13.45918	1450.53	5446.52	0.67726
mof_10053	19.08642	9.9111	1648.89	4726.73	0.59388
mof_10054	30.71866	16.47219	1163.32	6346.39	0.75512
mof_10055	31.26501	16.91757	1140.34	6088.5	0.75412
mof_10056	32.4985	17.30995	1067.43	6627.77	0.78494
mof_10057	31.98913	17.38922	1034.82	6048.58	0.79094
mof_10058	31.803	17.93761	998.992	7258.12	0.80468
mof_10059	32.21952	18.05953	994.691	7347.52	0.80522
mof_1005	30.8023	29.54314	1515.34	5348.44	0.67684
mof_10060	35.60987	18.57575	883.374	7690.75	0.83526
mof_10061	37.18443	20.29461	884.206	6892.99	0.8261
mof_10062	37.25004	20.59522	870.454	6440.56	0.82792
mof_10063	38.94601	21.41794	806.359	7575.23	0.8464
mof_10064	23.71896	13.74618	1396.71	6061.06	0.71192
mof_10065	40.56698	21.17874	801.979	7634.69	0.84796
mof_10066	41.12504	22.643	753.029	6804.53	0.85352
mof_10067	41.84838	22.98793	763.425	6823.14	0.84956
mof_10068	43.50775	23.92086	724.944	7047.66	0.85818
mof_10069	42.60457	24.27544	703.408	7327.06	0.86258
mof_1006	30.19148	28.74089	1586.09	5372.12	0.66218
mof_10070	42.99072	24.76416	690.015	7136.37	0.86672
mof_10071	39.76201	23.23702	693.162	6502.29	0.86742
mof_10072	41.47279	24.01047	661.065	8360.13	0.88124
mof_10073	42.66331	23.57099	721.429	7104.37	0.86074
mof_10074	47.42479	26.00227	626.427	7979.48	0.88242
mof_10075	25.31664	13.94275	1317.55	6365.42	0.72448
mof_10076	44.59217	25.4346	633.998	7401.97	0.88108
mof_10077	41.90398	22.67114	791.161	7615.02	0.85204
mof_10078	44.75044	24.82904	685.562	8134.24	0.87586
mof_10079	45.77469	24.48082	677.893	8078.32	0.8739
mof_1007	34.83475	31.96688	1315.88	5565.2	0.73496
mof_10080	44.73486	25.10431	634.495	8405.98	0.88614
mof_10081	45.51879	26.52303	603.33	7761.65	0.89176
mof_10082	48.33914	27.54423	601.201	7046.2	0.88282
mof_10083	45.71042	26.88825	608.764	8120.28	0.88764
mof_10084	46.8639	25.41034	604.177	8211.66	0.88972
mof_10085	47.938	27.76754	573.203	7806.3	0.89104
mof_10086	27.38615	13.92404	1255.83	6759.62	0.74952
mof_10087	47.14537	28.22077	580.426	7648.92	0.89076
mof_10088	50.28693	28.73632	551.233	7991.0	0.89818
mof_10089	50.21672	29.19661	513.9	7048.97	0.90552
mof_1008	32.79868	30.12166	1452.87	5272.94	0.6826
mof_10090	54.55395	31.16098	486.753	7758.47	0.91008
mof_10091	53.51091	32.22153	479.984	7379.3	0.91102
mof_10092	54.14143	31.34645	466.312	6749.65	0.91516
mof_10093	57.8327	32.66674	433.781	8444.28	0.92156
mof_10094	57.3857	32.55637	444.033	8626.77	0.92092
mof_10095	26.16909	14.80735	1249.16	6147.95	0.74122
mof_10096	19.8599	12.59005	1592.83	6144.28	0.67068
mof_10097	25.27254	14.47925	1239.13	6002.48	0.74888
mof_10098	30.14762	16.26464	1194.0	6265.89	0.75272
mof_10099	27.8787	15.72599	1257.78	6171.4	0.73222
mof_1009	32.33758	30.64833	1434.26	4977.73	0.69538
mof_100	5.14762	4.14798	898.729	906.381	0.04716
mof_10100	28.33209	16.51603	1212.82	5956.49	0.74402
mof_10101	29.37724	25.47694	968.099	2471.37	0.74636
mof_10102	44.74368	39.03613	624.597	3452.73	0.84964
mof_10103	44.51168	38.64734	618.093	3335.58	0.85032
mof_10104	45.28065	40.59126	608.017	3620.05	0.86266
mof_10105	45.40981	40.08723	615.156	3515.98	0.86616
mof_10106	45.26017	40.97824	618.451	4013.59	0.87128
mof_10107	44.50209	38.80023	639.781	4000.86	0.86472
mof_10108	46.58762	42.21356	580.64	4315.82	0.888
mof_10109	53.69915	47.44195	494.524	3925.5	0.8897
mof_1010	36.10509	33.23307	1338.42	5948.24	0.73392
mof_10110	52.44257	46.45551	515.907	3901.47	0.88938
mof_10111	55.0531	49.44241	500.598	4541.79	0.89998
mof_10112	36.7231	31.48803	836.944	3334.8	0.81716
mof_10113	55.34402	49.52823	471.321	4290.48	0.90202
mof_10114	57.20701	48.52993	474.916	4362.77	0.90178
mof_10115	61.51248	55.17396	405.52	3946.82	0.90624
mof_10116	61.52757	55.46285	410.67	4230.74	0.9094
mof_10117	61.10582	54.4321	418.469	4495.56	0.91154
mof_10118	61.04075	54.89942	417.908	4432.83	0.91276
mof_10119	60.37491	54.49633	415.494	4207.4	0.91536
mof_1011	22.3157	21.62283	1807.19	3699.08	0.54548
mof_10120	58.52747	52.5709	428.435	4848.44	0.91932
mof_10121	62.25427	52.82339	413.994	4159.37	0.90802
mof_10122	60.57129	53.93585	419.772	4813.16	0.91482
mof_10123	37.58325	32.46743	795.767	3360.36	0.8204
mof_10124	61.38548	54.96067	406.043	4633.65	0.9183
mof_10125	61.04937	53.46807	414.078	4432.38	0.90946
mof_10126	63.80553	55.90834	392.543	4736.97	0.92026
mof_10127	63.20243	56.0578	390.151	4680.29	0.91916
mof_10128	63.904	56.80921	371.301	4829.14	0.92562
mof_10129	64.14399	57.27595	372.532	4718.76	0.92734
mof_1012	37.10735	36.19159	1271.9	5828.08	0.74188
mof_10130	69.28411	62.54178	347.092	4467.18	0.9241
mof_10131	64.53531	58.44308	391.635	5124.21	0.926
mof_10132	64.72525	58.49464	368.513	4823.11	0.9262
mof_10133	68.78496	62.40577	352.085	5030.38	0.92982
mof_10134	37.81454	34.22049	801.594	3686.26	0.83354
mof_10135	68.57858	62.05992	354.935	4922.31	0.92862
mof_10136	70.59769	63.78947	341.108	5094.95	0.9315
mof_10137	69.59809	63.36444	334.094	4735.46	0.93558
mof_10138	76.52448	68.54151	299.884	5132.15	0.9392
mof_10139	76.39783	69.17217	297.635	4973.66	0.94
mof_1013	48.9722	47.79348	1007.31	6169.5	0.7986
mof_10140	75.18038	68.44694	299.387	4732.6	0.94152
mof_10141	79.85383	72.63793	273.773	5496.57	0.94698
mof_10142	79.12846	70.62333	279.411	5581.69	0.9469
mof_10143	39.59629	32.48246	736.826	3353.74	0.82962
mof_10144	39.17962	32.22749	754.309	3246.01	0.8209
mof_10145	40.02875	32.83823	739.294	3352.83	0.83046
mof_10146	43.69945	38.20779	644.754	3433.39	0.84774
mof_10147	43.52077	36.61304	660.188	3460.78	0.84292
mof_10148	41.7482	35.39326	686.045	3463.51	0.83994
mof_10149	13.6388	9.49851	1492.45	1036.63	0.35658
mof_1014	36.89661	35.06866	1336.88	5448.59	0.71672
mof_10150	26.06928	21.8627	975.74	2341.82	0.68198
mof_10151	24.90587	21.78686	967.317	2207.01	0.67528
mof_10152	26.77421	23.41481	1009.15	2642.11	0.71012
mof_10153	27.82081	23.4492	1025.36	2569.76	0.724
mof_10154	28.29755	24.27816	1039.38	3141.21	0.73944
mof_10155	29.00667	23.01631	990.266	3113.35	0.74778
mof_10156	28.20681	26.13735	1011.18	3596.71	0.78172
mof_10157	34.2257	29.09476	816.775	3251.06	0.78438
mof_10158	34.35886	29.47073	850.708	3218.89	0.78924
mof_10159	34.98863	31.12485	859.871	4126.02	0.81338
mof_1015	36.48037	33.93045	1293.92	5663.98	0.72878
mof_10160	20.26162	15.07386	1353.38	2035.56	0.59312
mof_10161	38.72113	32.68399	773.306	3723.69	0.8159
mof_10162	38.09725	33.27091	750.364	3794.22	0.82312
mof_10163	41.587	35.63855	660.156	3478.77	0.82914
mof_10164	41.14517	36.1868	693.386	3937.37	0.83416
mof_10165	40.97083	36.55757	696.482	4209.97	0.84196
mof_10166	40.11849	36.34636	689.769	4072.63	0.845
mof_10167	40.98574	36.77701	680.059	3792.16	0.85374
mof_10168	41.4251	35.82984	680.63	4471.51	0.86572
mof_10169	42.12581	34.78199	647.404	3608.68	0.83626
mof_1016	39.2348	37.25099	1217.42	5979.48	0.75298
mof_10170	44.63284	36.76481	663.785	4547.76	0.855
mof_10171	21.26932	15.81463	1283.18	2105.05	0.6052
mof_10172	43.60299	36.635	657.508	4314.04	0.8615
mof_10173	45.6116	38.15971	526.05	3011.21	0.84038
mof_10174	45.6769	40.58957	579.976	3999.64	0.86552
mof_10175	46.40085	40.30255	558.484	3786.85	0.86408
mof_10176	47.09917	41.38058	655.379	5078.12	0.8721
mof_10177	46.76499	41.08515	623.574	4682.13	0.88014
mof_10178	49.37917	42.17482	564.724	4222.47	0.87082
mof_10179	43.31929	38.91293	629.675	4922.45	0.87464
mof_1017	39.29182	36.4145	1184.79	5713.38	0.7591
mof_10180	40.76512	37.94106	636.135	4672.72	0.86806
mof_10181	48.43511	43.06687	556.561	4845.27	0.88164
mof_10182	20.79041	17.50315	1455.74	2546.45	0.62666
mof_10183	47.12977	42.36873	566.42	4727.7	0.88086
mof_10184	49.15047	44.19153	538.293	4983.27	0.88796
mof_10185	48.93753	44.36171	519.679	4502.2	0.8961
mof_10186	54.61361	49.33138	472.293	5154.85	0.90152
mof_10187	61.66196	55.97794	391.134	4929.52	0.91708
mof_10188	54.33812	49.30847	454.465	4509.93	0.90834
mof_10189	57.59801	51.87107	412.682	5523.06	0.91816
mof_1018	38.57332	35.04922	1180.86	5252.78	0.7675
mof_10190	62.1903	54.08521	416.793	5439.49	0.91694
mof_10191	23.7978	19.27681	1152.76	2350.52	0.6583
mof_10192	22.29309	18.13831	1251.49	2365.2	0.63158
mof_10193	24.00488	19.63087	1185.92	2410.72	0.66698
mof_10194	24.62061	21.10323	1013.14	2210.52	0.6619
mof_10195	24.04449	19.71648	1078.33	2372.47	0.65604
mof_10196	23.70286	19.85601	1065.18	2330.26	0.66716
mof_10197	18.81572	13.93625	1352.99	1579.29	0.52008
mof_10198	32.56554	27.92278	836.932	2789.29	0.75654
mof_10199	30.85442	27.29805	863.34	2754.92	0.74892
mof_1019	41.68601	38.60882	1051.9	6431.88	0.80276
mof_101	6.08993	4.25155	1392.23	1599.88	0.0854
mof_10200	32.83256	28.66948	873.523	3157.26	0.7749
mof_10201	32.30435	28.11126	914.312	3126.03	0.78186
mof_10202	33.47355	28.96355	882.83	3613.65	0.79638
mof_10203	33.41772	27.30145	913.157	3692.31	0.79324
mof_10204	35.33268	31.58377	801.534	3980.28	0.83354
mof_10205	40.02707	34.53501	735.2	3771.63	0.8237
mof_10206	39.84164	33.46801	757.956	3670.93	0.82624
mof_10207	41.03783	36.83255	731.961	4486.58	0.84868
mof_10208	24.41371	18.82896	1224.81	2630.61	0.68674
mof_10209	41.10442	37.34803	687.577	4219.58	0.85046
mof_1020	38.96617	36.89566	1246.74	5748.7	0.74084
mof_10210	43.05535	36.386	664.638	4133.78	0.8519
mof_10211	47.83108	42.18018	599.429	3985.05	0.85672
mof_10212	47.26955	42.4068	594.335	4226.75	0.86364
mof_10213	46.79379	41.89408	594.346	4462.65	0.86998
mof_10214	46.92271	41.94556	582.888	4301.64	0.8729
mof_10215	45.61807	41.54807	590.14	4094.41	0.8777
mof_10216	43.71851	40.18272	585.904	4754.78	0.8879
mof_10217	49.13632	40.4867	488.707	3337.89	0.86938
mof_10218	49.10877	42.03356	558.285	4653.8	0.88086
mof_10219	26.3183	20.53677	1139.94	2679.01	0.69746
mof_1021	43.47069	41.10039	1074.72	6301.98	0.78598
mof_10220	48.25124	40.55161	580.081	4566.77	0.8809
mof_10221	50.51268	41.38938	556.99	4184.45	0.86816
mof_10222	48.65956	42.54639	603.508	5204.89	0.88248
mof_10223	47.74832	42.42033	591.352	5077.24	0.8802
mof_10224	48.8562	43.72732	559.027	5281.67	0.8936
mof_10225	48.67354	44.6306	538.55	4924.48	0.89842
mof_10226	56.30875	48.15862	466.581	4232.48	0.89098
mof_10227	49.23459	44.53833	537.437	5113.62	0.89458
mof_10228	49.57995	45.64501	510.584	4876.41	0.89658
mof_10229	56.12648	49.32242	473.938	5012.42	0.90084
mof_1022	24.07399	23.25024	1735.66	4022.91	0.56904
mof_10230	27.06452	22.68524	1135.27	3024.9	0.73278
mof_10231	53.37581	48.05149	487.004	4911.14	0.89902
mof_10232	55.10423	49.95058	463.547	5144.44	0.90486
mof_10233	53.89486	49.24086	456.291	4739.41	0.9104
mof_10234	61.13941	54.25728	409.996	5285.27	0.91586
mof_10235	68.82897	62.01352	339.18	5101.33	0.92922
mof_10236	59.08602	53.98846	402.352	4722.84	0.92084
mof_10237	63.7818	57.68365	360.837	5637.68	0.92936
mof_10238	62.42897	55.92027	386.532	5992.97	0.92792
mof_10239	28.41128	23.09421	1028.32	2851.1	0.72714
mof_1023	39.42086	36.94356	1116.08	5954.26	0.78074
mof_10240	27.3402	21.51657	1093.04	2778.72	0.70898
mof_10241	28.20941	23.66185	1032.22	2842.58	0.73394
mof_10242	30.98945	26.78888	902.232	2864.74	0.74834
mof_10243	28.53817	23.84788	946.702	2882.78	0.7298
mof_10244	29.77951	25.00857	921.954	2797.19	0.74006
mof_10245	19.12442	14.21626	1348.12	1631.88	0.52482
mof_10246	32.18696	27.67135	847.386	2895.81	0.7568
mof_10247	31.00149	26.81441	892.616	2893.69	0.7464
mof_10248	32.65028	28.46555	881.163	3244.54	0.77416
mof_10249	32.55457	28.39938	896.564	3141.8	0.783
mof_1024	41.06068	38.92349	1257.06	5856.06	0.73664
mof_10250	33.89414	29.19871	879.023	3682.49	0.79496
mof_10251	33.61011	28.00101	895.018	3715.37	0.79356
mof_10252	35.55062	31.7527	807.553	4075.9	0.83182
mof_10253	39.72867	34.88916	719.432	3791.18	0.82682
mof_10254	40.28577	34.0336	742.119	3703.42	0.8291
mof_10255	40.44911	36.06158	720.68	4500.54	0.84916
mof_10256	25.46089	20.15789	1171.34	2661.85	0.69342
mof_10257	41.26132	37.48024	688.498	4285.77	0.84904
mof_10258	43.03852	36.41677	665.235	4209.29	0.85244
mof_10259	47.63339	41.17554	584.925	3937.82	0.85868
mof_1025	42.26089	40.5566	1172.81	6734.97	0.78502
mof_10260	46.75316	41.17029	592.889	4275.75	0.8635
mof_10261	46.27115	41.51452	595.825	4549.09	0.8698
mof_10262	46.02848	41.11899	590.115	4410.74	0.87148
mof_10263	45.95695	41.77293	584.064	4125.53	0.8782
mof_10264	43.92441	40.00135	591.737	4870.77	0.88628
mof_10265	48.875	40.47163	549.076	3886.79	0.86778
mof_10266	49.0543	42.60022	557.046	4760.49	0.88128
mof_10267	26.22965	20.87568	1077.21	2635.15	0.70132
mof_10268	48.04046	41.79882	568.14	4595.44	0.8824
mof_10269	50.73057	41.95249	547.156	4151.14	0.86774
mof_1026	41.86474	39.81344	1177.69	6713.75	0.77884
mof_10270	48.83326	42.63099	605.801	5287.01	0.88126
mof_10271	47.85833	42.55682	592.038	5138.24	0.87892
mof_10272	49.26592	44.22663	565.087	5402.36	0.89168
mof_10273	48.78498	44.65727	540.68	5004.43	0.89794
mof_10274	55.51144	48.45719	486.491	4545.58	0.8913
mof_10275	48.68025	43.67159	540.283	5224.59	0.89388
mof_10276	49.66139	45.47929	513.982	4966.74	0.89554
mof_10277	53.81746	47.65014	481.472	5119.85	0.89908
mof_10278	27.24226	22.84292	1159.06	3147.42	0.72824
mof_10279	52.66609	47.80873	489.071	5009.72	0.89882
mof_1027	44.47551	42.08298	1074.96	6918.56	0.80332
mof_10280	54.45918	48.95641	467.752	5270.29	0.9049
mof_10281	54.16003	49.47022	451.668	4765.04	0.91084
mof_10282	60.56677	54.4798	410.936	5369.22	0.91578
mof_10283	68.26943	61.99174	341.981	5154.78	0.92838
mof_10284	59.27883	54.22957	397.907	4737.74	0.92104
mof_10285	62.8447	56.79963	363.056	5742.43	0.92856
mof_10286	63.09127	56.69466	389.331	6084.84	0.92716
mof_10287	28.10338	23.06024	1018.68	2875.07	0.72854
mof_10288	26.48862	21.2212	1106.94	2843.59	0.7064
mof_10289	28.32634	23.83559	1021.37	2886.36	0.73532
mof_1028	44.51503	42.61285	1012.7	6314.05	0.81426
mof_10290	31.34057	26.96403	894.084	2899.68	0.75004
mof_10291	28.79184	24.22086	919.264	2823.82	0.73096
mof_10292	28.96814	24.77023	903.112	2764.65	0.73984
mof_10293	23.70978	18.98218	1062.43	1945.56	0.63928
mof_10294	37.40108	32.13191	756.449	3350.67	0.79944
mof_10295	36.32516	31.53485	777.616	3293.03	0.79436
mof_10296	37.61217	32.7141	771.602	3659.61	0.81386
mof_10297	37.20133	33.18482	776.582	3522.84	0.81992
mof_10298	38.85423	34.1942	756.49	4049.66	0.83054
mof_10299	39.65875	32.55719	731.282	3868.87	0.8306
mof_1029	43.68287	41.46192	1077.43	5808.94	0.7796
mof_102	5.75652	3.90136	1461.7	1669.05	0.07848
mof_10300	40.17857	36.15971	699.203	4399.71	0.85732
mof_10301	45.01408	38.55478	625.186	4084.58	0.85402
mof_10302	45.26885	37.91087	627.266	3864.34	0.85728
mof_10303	45.71661	40.32632	625.411	4766.12	0.87182
mof_10304	31.1142	24.89462	959.14	2984.41	0.75556
mof_10305	45.88391	41.60886	596.135	4532.71	0.87268
mof_10306	48.58554	41.04251	570.676	4421.91	0.8752
mof_10307	53.98459	45.36322	509.22	4142.9	0.88018
mof_10308	52.31044	45.52664	518.665	4496.8	0.88454
mof_10309	51.57303	45.75901	520.158	4765.49	0.88824
mof_1030	42.74144	39.09305	1052.34	6612.08	0.80166
mof_10310	51.2028	45.6397	515.918	4633.22	0.88988
mof_10311	50.75851	45.8186	510.539	4346.34	0.89324
mof_10312	48.49568	44.03861	519.539	5090.79	0.89932
mof_10313	54.32371	45.54086	452.923	3857.31	0.88736
mof_10314	54.64606	47.6667	478.765	4910.05	0.89886
mof_10315	31.34156	25.18544	938.053	3103.0	0.75916
mof_10316	53.22947	46.78293	495.066	4831.89	0.89882
mof_10317	54.86278	46.97881	472.389	4274.34	0.88864
mof_10318	53.84271	47.20955	527.671	5456.32	0.89874
mof_10319	53.14096	47.05733	514.288	5292.2	0.8965
mof_1031	44.9005	43.01774	1004.42	6530.84	0.80838
mof_10320	54.14686	48.49008	491.902	5538.16	0.90622
mof_10321	53.46161	48.70247	474.857	5186.46	0.9096
mof_10322	60.35628	52.46711	432.674	4764.36	0.90672
mof_10323	53.65683	48.08893	476.87	5421.34	0.90798
mof_10324	54.48501	49.45531	452.473	5143.21	0.90812
mof_10325	58.60682	52.25163	425.373	5285.18	0.91232
mof_10326	31.92609	27.65867	986.922	3598.03	0.77886
mof_10327	58.74086	52.31301	429.953	5177.95	0.9105
mof_10328	59.55715	53.2657	413.735	5420.93	0.91704
mof_10329	59.03714	53.62839	399.891	4929.68	0.9216
mof_1032	44.82298	41.16628	1016.13	6483.12	0.80048
mof_10330	65.68248	58.72943	366.645	5511.9	0.9258
mof_10331	74.09851	67.00663	304.959	5324.4	0.93682
mof_10332	64.37784	58.26026	355.389	4895.32	0.93016
mof_10333	67.83875	61.34193	326.136	5864.06	0.9365
mof_10334	67.61661	60.57581	346.953	6170.47	0.93468
mof_10335	32.68263	27.33496	890.312	3290.01	0.77778
mof_10336	34.49578	28.27361	793.706	2783.93	0.76908
mof_10337	32.79311	27.20678	900.548	3290.74	0.7774
mof_10338	36.58673	31.66514	777.342	3291.82	0.7971
mof_10339	33.66961	28.15513	842.903	3374.22	0.77954
mof_1033	27.74147	25.39357	1622.5	4377.1	0.62672
mof_10340	34.91651	29.19097	819.661	3281.29	0.78726
mof_10341	24.87099	20.38072	1003.72	2033.37	0.66108
mof_10342	39.35557	33.95488	732.699	3486.74	0.81316
mof_10343	37.67198	32.77596	749.961	3399.09	0.80714
mof_10344	38.61657	34.41683	737.387	3745.34	0.82566
mof_10345	37.81347	34.13207	754.841	3642.21	0.82972
mof_10346	39.70003	35.50104	723.88	4123.43	0.84092
mof_10347	39.12913	33.68984	747.053	4157.76	0.8374
mof_10348	40.90551	36.88823	675.121	4487.15	0.86442
mof_10349	47.45643	40.51118	600.55	4158.79	0.86324
mof_1034	44.26728	41.23625	1024.42	6344.52	0.80144
mof_10350	44.47355	39.15876	637.074	4105.89	0.8608
mof_10351	46.79845	41.57366	605.596	4857.54	0.87836
mof_10352	31.04673	25.15017	951.184	3127.58	0.76816
mof_10353	46.66144	42.25816	577.371	4621.0	0.87884
mof_10354	50.40273	43.14891	548.936	4527.82	0.88242
mof_10355	54.39424	47.42209	501.396	4310.11	0.88518
mof_10356	53.43239	47.73627	496.453	4542.31	0.89054
mof_10357	52.68242	46.99415	501.995	4809.7	0.89448
mof_10358	52.65707	47.25748	492.891	4653.45	0.8952
mof_10359	51.27519	46.39052	495.602	4410.32	0.89756
mof_1035	46.72802	43.48876	971.977	6619.79	0.81274
mof_10360	48.97476	44.60472	502.061	5132.2	0.90378
mof_10361	56.55242	47.28	386.055	3335.85	0.89494
mof_10362	56.59593	47.26499	469.727	4921.48	0.9011
mof_10363	31.83412	26.94967	940.309	3325.71	0.77212
mof_10364	53.60696	46.25305	485.951	4871.11	0.90202
mof_10365	57.88454	48.89026	439.465	4134.85	0.89302
mof_10366	54.20852	48.36122	514.469	5544.22	0.90266
mof_10367	54.23305	48.08242	502.436	5385.21	0.90054
mof_10368	54.50553	48.75526	474.898	5560.7	0.91
mof_10369	54.15644	49.12658	459.167	5222.43	0.9134
mof_1036	46.03324	41.90518	953.837	5960.57	0.82228
mof_10370	64.59791	54.09435	383.749	4337.26	0.91254
mof_10371	54.76197	49.27732	458.048	5420.32	0.91162
mof_10372	54.98952	50.13953	437.748	5187.48	0.9116
mof_10373	61.40113	54.76386	404.625	5286.75	0.91734
mof_10374	32.63711	29.09332	944.018	3708.22	0.79348
mof_10375	59.91148	53.66743	414.62	5209.13	0.91592
mof_10376	61.26481	54.31849	398.674	5427.54	0.92032
mof_10377	59.64648	54.2654	389.327	4979.64	0.9238
mof_10378	66.58832	59.9136	354.474	5521.32	0.92848
mof_10379	76.41179	69.37026	290.026	5377.69	0.94038
mof_1037	49.72635	46.30425	894.859	6617.39	0.82586
mof_10380	64.56401	59.04111	346.421	4940.7	0.93282
mof_10381	69.64055	62.28724	315.556	5863.01	0.9389
mof_10382	68.0596	61.05257	337.263	6177.57	0.93742
mof_10383	33.37697	27.64175	872.605	3389.93	0.78584
mof_10384	33.46575	26.67841	876.518	3160.86	0.77412
mof_10385	34.06778	28.28954	859.187	3384.2	0.79414
mof_10386	37.98813	32.86627	757.197	3430.95	0.80764
mof_10387	34.71636	30.32783	821.633	3537.59	0.79242
mof_10388	35.92631	30.02677	801.846	3449.9	0.79944
mof_10389	23.45173	20.68663	930.845	4743.63	0.82812
mof_1038	49.63054	45.40906	864.737	6202.53	0.83202
mof_10390	34.13364	30.88263	541.549	5798.93	0.90308
mof_10391	33.90786	32.18603	525.941	5664.65	0.90428
mof_10392	34.33738	32.63592	493.027	5762.83	0.9138
mof_10393	34.49709	32.81346	490.592	5492.77	0.91554
mof_10394	35.25864	33.01367	473.267	6088.12	0.91872
mof_10395	36.68779	34.18784	467.416	6142.09	0.91996
mof_10396	37.92649	36.19476	408.282	6333.97	0.93252
mof_10397	40.20939	37.55249	399.766	6071.85	0.92962
mof_10398	39.81639	37.21693	402.988	5766.56	0.93008
mof_10399	41.70785	39.91921	359.356	6446.7	0.93924
mof_1039	47.33813	42.8642	885.182	5761.2	0.8349
mof_103	6.0918	4.15653	1889.06	2074.55	0.11228
mof_10400	32.29663	30.90781	545.657	5898.31	0.90992
mof_10401	41.74526	39.90757	360.028	6463.48	0.93994
mof_10402	42.38804	38.86966	359.758	6061.48	0.93754
mof_10403	44.77453	42.82123	338.074	6132.63	0.93978
mof_10404	45.43103	43.18482	324.943	6255.29	0.94292
mof_10405	46.60881	44.22091	311.175	6434.16	0.94636
mof_10406	46.21048	43.93862	310.154	6275.41	0.94734
mof_10407	46.00418	43.75392	304.035	5900.01	0.94902
mof_10408	44.74615	42.59822	304.007	6864.58	0.95214
mof_10409	46.02947	42.98337	332.448	6354.02	0.94232
mof_1040	55.05877	50.63868	781.247	7100.52	0.85442
mof_10410	49.43357	44.68794	302.217	6826.34	0.94866
mof_10411	30.74801	27.80983	622.906	5574.36	0.89064
mof_10412	46.55849	43.30008	309.036	6426.4	0.9471
mof_10413	46.03877	43.80673	340.896	6864.16	0.94194
mof_10414	47.30223	45.83233	302.282	6992.39	0.951
mof_10415	47.43826	45.62816	303.827	6994.04	0.9498
mof_10416	48.48902	46.22777	281.746	7085.71	0.95454
