MOF	LCD	PLD	Vol_SA	Grav_SA	Void_fraction
ABAVIJ_clean	4.45543	2.4972	0.0	0.0	0.0
ABAYIO_clean	11.39486	4.3226	1523.35	1605.0	0.21342
ABAYOU_clean	11.27344	4.5108	1569.85	1603.09	0.21518
ABEFUL_clean	4.93969	3.32948	577.875	372.564	0.02504
ABESUX_clean	5.87931	4.42585	1957.59	523.014	0.12586
ABETAE_clean	5.88295	4.42122	1985.55	536.74	0.12862
ABETIN_clean	9.47418	7.83744	2340.83	3919.47	0.36562
ABEXEM_clean	4.82084	4.14331	1173.54	666.474	0.05954
ABEXEN_clean	18.8079	13.71867	1673.93	2482.2	0.4351
ABEXIQ_clean	4.80529	4.06893	1174.62	657.091	0.05798
ABEXOW_clean	4.7727	4.04921	1128.78	622.798	0.05398
ABEXUC_clean	4.74458	4.0168	1093.72	591.8	0.05694
ABEYAJ_clean	4.73097	3.9715	1094.2	573.958	0.05082
ABEYEN_clean	4.70447	3.94356	1074.2	556.785	0.04922
ABEYIR_clean	4.69665	3.92184	1103.01	560.013	0.04996
ABIXOZ_clean	6.22728	4.0515	2061.2	1074.94	0.13976
ABIYIV_clean	4.33176	3.82431	661.515	491.247	0.0313
ABULOB_clean	4.86958	4.16445	1387.31	1051.62	0.0753
ABUWOJ_clean	5.07969	4.03039	1964.91	1696.34	0.10102
ac403674p_si_001_clean	8.50423	8.27985	1283.56	1145.3	0.1804
ACAJIY_clean	4.94767	3.4178	1069.97	978.117	0.04584
ACAJIZ_clean	6.18649	5.74044	1046.35	803.968	0.09672
ACAJOF_clean	6.86398	6.10482	1226.88	1006.7	0.12038
ACAKUM_clean	4.47083	3.0099	0.0	0.0	0.03376
ACALIB_clean	3.96462	2.41854	0.0	0.0	0.0
ACIBIY_clean	5.10081	3.73403	1077.17	620.791	0.05968
ACIBOE_clean	8.25776	7.03071	2164.14	1965.72	0.21208
ACODON_clean	7.1439	4.65537	1896.77	1650.46	0.17844
ACOGAB_clean	5.20085	3.89327	1634.91	1416.03	0.08942
ACOGEF_clean	5.20115	3.94888	1608.68	1277.22	0.08892
ACOLEL_clean	4.00255	2.78217	0.0	0.0	0.0
ACOLIP_clean	4.91034	3.57647	1386.03	1320.67	0.06162
ACOLOV_clean	8.42183	5.53552	2332.85	2701.91	0.26062
acs.cgd.5b01686_WAHFUJ1434675_clean	5.00451	3.93435	1262.91	983.089	0.06264
acs.cgd.6b00463_OLOMUZ1451936_clean	10.32513	7.87202	2024.88	1881.67	0.30608
acs.chemmater.6b02817_cm6b02817_si_004_clean	10.39878	5.64581	1548.1	1724.55	0.27438
acs.chemrev.6b00346_cr6b00346_si_001_clean	9.19439	3.959	2433.24	2684.56	0.24848
acscombsci.5b00188_24205_clean	5.32506	4.91361	1831.53	1450.83	0.139
acscombsci.5b00188_3001288_clean	29.41365	23.60037	872.977	5591.57	0.83378
acscombsci.5b00188_5020072_clean	14.46967	11.94118	1947.51	4533.37	0.56232
acscombsci.5b00188_5024922_clean	20.5205	15.85622	1439.82	4880.71	0.70424
acscombsci.5b00188_5036495_clean	10.8747	9.02495	2278.75	6734.47	0.58028
acscombsci.5b00188_5040209_clean	7.3732	5.53143	1972.95	1885.61	0.19522
acscombsci.5b00188_8372_clean	5.7583	4.46842	3346.28	3489.87	0.2295
acs.inorgchem.5b02108_ic5b02108_si_002_clean	7.194	7.0599	1683.23	1390.72	0.19516
acs.inorgchem.5b02973_ic5b02973_si_002_clean	11.38761	10.4443	1110.87	1080.77	0.20316
acs.inorgchem.6b00081_ic6b00081_si_001_clean	7.28268	5.80542	848.435	730.056	0.0806
acs.inorgchem.6b00433_ic6b00433_si_002_clean	5.96211	4.62167	1242.29	1125.28	0.09456
acs.inorgchem.6b00894_ic6b00894_si_002_clean	6.64699	4.59021	1321.63	1194.0	0.09834
acs.inorgchem.6b00894_ic6b00894_si_003_clean	5.39452	2.99444	0.0	0.0	0.03576
acs.inorgchem.6b01569_ic6b01569_si_002_clean	6.29847	5.43889	923.304	829.367	0.08464
acs.inorgchem.6b01740_ic6b01740_si_002_clean	15.68052	8.0633	2322.46	4906.73	0.48574
acs.inorgchem.6b02407_ic6b02407_si_002_clean	6.36153	3.76503	2220.59	2311.21	0.16304
acs.inorgchem.6b02407_ic6b02407_si_003_clean	6.24791	4.32537	1801.7	1605.97	0.1359
acs.inorgchem.6b02413_ic6b02413_si_002_clean	13.37731	6.88163	2245.39	2791.81	0.39442
acs.inorgchem.6b02514_ic6b02514_si_002_clean	6.09101	5.53211	1678.68	1242.03	0.12362
acs.inorgchem.6b02696_ic6b02696_si_002_clean	12.13124	5.0609	2319.21	2552.18	0.26378
acs.jchemed.6b00258_ed6b00258_si_005_clean	4.54949	3.31507	592.382	403.992	0.02482
acs.jpcc.6b08594_UiO66_Ce2Zr4_opt_clean	8.49751	4.07254	1883.16	1480.03	0.15582
acs.jpcc.6b08594_Zn2Cd6MOF5_opt_clean	14.70209	8.11021	2179.09	3466.81	0.51522
ACUBAB_clean	6.48174	4.30295	1309.85	567.174	0.0955
ACUFEK_clean	15.55627	9.00897	2211.62	3953.34	0.46404
ACUJOZ_manual	11.50806	7.82539	2412.76	3475.17	0.36674
ACUTOI_clean	5.192	4.5372	904.302	525.775	0.05778
ADABIS_clean	3.98906	3.05237	0.0	0.0	0.00904
ADABUE_clean	4.54949	3.31506	581.588	396.631	0.02562
ADARAA_clean	12.29205	5.40077	2327.57	2639.17	0.26966
ADASAB_charged	22.82402	13.49014	1663.93	4837.84	0.65452
ADASEF_clean	21.62414	10.92309	1820.3	4178.78	0.61104
ADASIJ_clean	18.23438	6.60024	2248.75	3573.7	0.44004
ADASOP_clean	18.07262	6.71346	2268.07	3590.77	0.43724
ADASUV_clean	17.16775	6.7332	2336.95	3734.98	0.41348
ADATAC_clean	26.33515	10.27637	1726.43	5118.84	0.6458
ADATEG_manual	27.33782	13.33904	1462.29	6124.09	0.7111
ADATIK_clean	24.55082	12.17426	1703.47	4511.57	0.64816
ADATOQ_clean	10.5421	9.07611	2375.81	3758.73	0.37086
ADATUW_clean	10.34629	8.86044	2433.78	3799.14	0.3546
ADAVAE_clean	10.21446	8.80719	2430.5	3708.77	0.34844
ADAVEI_clean	10.15021	8.70819	2446.65	3728.13	0.3501
ADAVIM_clean	10.34557	8.90065	2417.07	3790.99	0.3613
ADAXEK_clean	5.76724	4.10445	1472.77	1165.69	0.09748
ADAXIO_clean	5.72682	5.00855	1293.7	1010.22	0.09868
ADEGIA01_clean	4.82721	2.87092	0.0	0.0	0.04336
ADEGIA_clean	4.84442	2.87756	0.0	0.0	0.04502
ADIQEL_clean	4.43355	3.91364	949.133	766.894	0.0473
ADOBAX_charged	5.54673	3.76596	568.35	346.985	0.0388
ADOBEB_charged	5.50949	3.76943	566.319	345.746	0.03884
ADOBOL_charged	5.48974	3.85295	548.082	319.363	0.03512
ADOBUR_charged	5.46006	3.86825	523.25	307.694	0.034
ADOCEC_clean	5.40135	3.83278	1082.09	704.743	0.0677
ADODAA_charged	10.017	4.9065	2178.67	2097.37	0.24404
ADODII_clean	5.97541	5.30365	1165.02	957.593	0.08938
ADODOO_clean	5.9443	5.31331	1149.01	892.114	0.08882
ADODUU_clean	5.93337	5.29096	1154.47	877.431	0.0882
ADOGEH_clean	12.71447	5.05258	2174.52	2132.07	0.28614
ADUROI_clean	25.68553	17.12424	1289.52	3203.24	0.63786
ADUWIH_clean	9.28386	6.55138	2210.94	3061.73	0.29698
ADUWON_clean	16.37538	5.99724	2456.09	4711.95	0.39854
AFEDIA_clean	3.38958	2.56247	0.0	0.0	0.0
AFEJOK_ion_b	5.99825	5.12689	1800.37	1634.77	0.1483
AFENEE_clean	4.49346	3.41581	1038.0	831.028	0.0422
AFIPAH_clean	4.37538	3.90569	1007.95	548.142	0.04698
AFITEP_clean	4.64022	4.09997	1650.08	1543.16	0.08438
AFITUF_clean	7.14066	5.08524	1502.01	1135.43	0.11744
AFIXAO_clean	6.3306	4.52097	1416.13	1261.89	0.11452
AFIXES_clean	6.43864	4.7481	1417.34	1259.03	0.1196
AFOQUI_clean	4.25157	3.00568	0.0	0.0	0.0193
AFOTOF_clean	8.7931	6.77287	1725.38	1605.91	0.2292
AFOTUL_clean	8.80212	6.81408	1747.78	1649.34	0.23298
AFOVAT_clean	8.32882	6.54754	1736.11	1668.11	0.22208
AFOVEX_clean	8.81515	6.86051	1751.8	1713.98	0.23524
AFOVIB_clean	8.79334	6.74118	1727.7	1578.09	0.22848
AFOVOH_clean	8.78847	6.84598	1733.75	1654.08	0.2303
AFOYAW_clean	5.94533	4.22739	2132.82	2180.53	0.1356
AFOYEB_clean	5.92566	5.81418	652.592	387.93	0.05498
AFOYIE_clean	9.08566	8.61929	2161.52	2837.06	0.2981
AFOYOK_clean	7.73482	5.71785	1805.08	1842.95	0.17208
AFUKET_clean	5.96671	4.7743	1800.96	1876.58	0.13458
AFUKIX_clean	8.69504	5.47442	2126.6	2711.49	0.24204
AFUPEX_clean	5.43312	4.58891	2420.33	1745.76	0.1677
AGABIU_clean	12.57098	10.82742	1889.61	2920.03	0.40186
AGARUW_clean	6.77693	6.25183	1437.91	811.482	0.1374
AGESIP_clean	3.70848	3.05212	0.0	0.0	0.01298
AGIMOU_clean	4.22721	3.03966	0.0	0.0	0.02488
AGIREP_clean	10.92956	6.85619	2336.38	2340.2	0.28302
AGOFEJ_clean	12.6138	8.71559	1983.87	3398.92	0.44328
AGONAM_clean	5.63222	4.90729	1423.65	990.241	0.11322
AGONEQ_clean	6.16099	5.90611	2342.29	2163.71	0.23386
AGOVOJ_clean	13.91201	9.20691	2147.31	3485.69	0.45646
AGUTUS_clean	3.68088	2.53188	0.0	0.0	0.0
AGUVOO_charged	6.0722	4.11181	1709.94	1468.33	0.1219
AGUWUV_clean	4.50011	3.32227	857.737	567.24	0.03676
AHAMAY_clean	4.44036	3.90831	590.869	262.617	0.02864
AHEBAS_clean	5.90828	3.09493	0.0	0.0	0.07552
AHEQAH_clean	9.26829	6.21673	2481.31	3267.94	0.31078
AHINIP_clean	5.10577	2.92366	0.0	0.0	0.02194
AHOBEG_clean	4.70788	2.91605	0.0	0.0	0.03268
AHOJUC_clean	3.58211	2.70033	0.0	0.0	0.0
AHOKAJ_clean	3.61285	2.77173	0.0	0.0	0.0
AHOKIR01_clean	4.30721	3.46839	1170.59	607.463	0.04432
AHOKIR_clean	4.49939	3.47861	1208.08	641.887	0.04688
AHOKOX_clean	4.49188	3.54288	1406.14	808.281	0.06252
AHUTIH01_clean	4.18118	3.24781	666.423	322.976	0.02438
AHUTIH_clean	4.19485	3.26762	682.329	333.063	0.02654
AJAKON_clean	5.2765	4.32303	1251.79	915.567	0.07096
AJAMEF_clean	4.35747	2.40322	0.0	0.0	0.0
AJAYIT_clean	7.12611	4.89301	913.643	460.523	0.07852
AJIGIL_clean	6.71352	5.54656	1063.63	975.913	0.0991
AJINOY_clean	3.72125	2.71527	0.0	0.0	0.0
AJOTEY_clean	5.91075	5.20074	2146.15	1709.26	0.16106
AJOVEB_clean	5.15455	4.85632	878.195	448.858	0.05152
AJOXAA_clean	6.60857	4.38157	1482.44	969.458	0.12476
AJUNOK_clean	4.97833	2.92387	0.0	0.0	0.0409
AKEDIF_clean	5.94406	5.31262	1731.26	1869.91	0.16322
AKOBAF_clean	4.84557	3.80044	1146.1	996.084	0.06134
AKOHEO_clean	5.56086	3.46237	1264.78	532.461	0.07046
AKUHOD01_clean	3.30143	2.83606	0.0	0.0	0.00172
AKUHOD_clean	3.31045	2.86205	0.0	0.0	0.00164
AKUKUO_clean	5.04792	4.38484	1171.95	898.203	0.07782
ALAHUS_clean	7.1812	5.45466	1644.0	1203.48	0.16378
ALALUU01_clean	3.42309	2.87759	0.0	0.0	0.00248
ALALUU_clean	3.42062	2.87452	0.0	0.0	0.00194
ALAMUW_clean	11.92678	5.98269	2462.43	3788.53	0.4134
ALANAD_clean	8.58065	5.8094	2848.01	4084.42	0.34574
ALATAK_clean	3.53536	2.61301	0.0	0.0	0.0
ALEJAE_clean	19.86541	14.56862	1414.63	5150.18	0.72338
ALEJEI_clean	18.06508	7.13825	2258.53	3759.32	0.46124
ALEJIM_clean	18.20917	7.10984	2241.03	3785.04	0.46718
ALEQIT_clean	5.78407	3.96262	739.318	387.986	0.05106
ALIBUT_clean	13.10382	3.67767	1021.09	772.382	0.14832
ALICAA_clean	12.98786	3.46699	975.749	681.303	0.1287
ALIFUY_clean	4.6486	2.79267	0.0	0.0	0.0
ALIPEQ_clean	3.69694	2.83849	0.0	0.0	0.01566
ALIXAU_clean_h	6.17139	3.91412	768.257	536.261	0.04766
ALIXOJ_clean	7.8603	5.01976	2133.54	2177.45	0.2218
ALIXUP_clean	6.38387	5.75713	1516.09	1132.55	0.12132
ALOLES_ion_b	5.85254	4.25768	610.509	276.477	0.03426
ALOLET_charged	9.3993	5.21411	1779.37	1974.35	0.23642
ALOLIX_charged	9.32283	5.599	1917.09	2038.22	0.28196
ALOLIY_clean	6.86569	5.12412	1084.05	909.678	0.1012
ALOLOD_charged	7.87306	5.02701	1903.66	2118.84	0.1893
ALONEV_clean	5.59976	4.84057	1907.15	1278.63	0.10494
ALUJEX_clean	5.99288	4.42191	1439.68	1004.27	0.10696
ALUJIB_clean	6.08943	4.42337	1459.85	1019.16	0.11004
ALUJOH_clean	6.14197	4.45081	1495.39	1056.52	0.11254
ALUJUN_clean	4.85152	2.67152	0.0	0.0	0.0
ALUKAU_clean	4.78682	2.72791	0.0	0.0	0.0
ALUKIC_clean	8.54387	6.77342	2884.19	5087.48	0.43088
ALUKOI_clean	8.54787	6.76817	2884.95	4974.58	0.43026
ALUKUO_clean	8.54799	6.78315	2884.68	4952.99	0.43022
ALULAV_clean	8.53005	6.74275	2891.56	4893.42	0.4286
ALULEZ_clean	18.755	13.37911	1476.23	3465.77	0.61992
ALULID_clean	7.81513	5.26988	2242.52	2412.47	0.23808
ALURAB_clean	6.8318	3.73291	1412.24	1342.66	0.10762
ALUREF_clean	6.8305	3.71719	1394.92	1323.27	0.10798
ALURIJ_clean	6.87946	3.53974	1369.52	1270.98	0.10274
AMAFOK_clean	6.60314	5.66314	954.158	639.307	0.08836
AMAGAX_clean	6.93247	6.0951	1025.13	702.548	0.10158
AMALND_clean	3.73865	2.65866	0.0	0.0	0.0
AMEJOS_charged	4.74649	3.27997	659.051	466.018	0.02792
AMIKOX_clean	3.46941	2.69518	0.0	0.0	0.0
AMILOY_clean	11.03089	9.17864	1354.89	1344.85	0.22346
AMILUE_clean	11.39418	11.07263	1317.13	1340.77	0.24596
AMIMAL_clean	11.07211	9.50667	1326.2	1341.05	0.235
AMIMEP_clean	11.21563	10.87494	1318.56	1337.31	0.24034
AMIWID_clean	4.855	3.30529	840.801	383.341	0.0394
AMIWOJ_clean	4.90585	3.36795	856.868	386.834	0.03838
AMIWUP_clean	4.90473	3.38477	877.526	391.088	0.04058
AMIXAW_clean	4.89298	3.37247	852.551	372.902	0.03766
AMIXEA_clean	4.88241	3.37465	849.827	366.705	0.03888
AMODUC_clean	8.56321	6.70069	2806.5	4874.66	0.43142
AMOFAK_clean	8.38842	6.72694	2901.39	5025.94	0.4187
AMOYOR_clean	4.82905	4.48972	905.81	774.38	0.04934
AMOZAE_clean	3.25002	2.76008	0.0	0.0	0.0
AMUFAR_clean	4.38732	2.9867	0.0	0.0	0.03402
AMUFEV_clean	3.97307	3.18062	529.748	343.724	0.01964
AMUFIZ_clean	3.98894	3.09876	0.0	0.0	0.01432
AMUFOF_clean	5.11388	4.36379	1222.92	909.494	0.06382
AMUPOP_clean	4.74814	3.78435	628.58	482.473	0.03012
AMUWIP_charged	9.98598	8.78636	2469.07	3200.07	0.31102
AMUWUB_clean	10.40349	8.69532	1478.03	1616.83	0.30586
AMUXAI_clean	8.64297	7.79614	1454.5	1419.83	0.20774
ANAWIX_clean	5.45667	5.01969	1637.05	1071.21	0.12436
ANAWOD_clean	6.92762	6.10595	1695.24	1178.67	0.17546
ANEHEI_clean	6.80985	3.50033	1450.58	1169.87	0.11662
ANENEN_clean	6.01479	4.21811	953.17	720.16	0.07242
ANENIR_clean	6.14773	4.26664	859.955	646.627	0.0666
ANEPIT_clean	3.45333	2.49152	0.0	0.0	0.0
ANIDIL_clean	5.09322	4.44244	675.339	450.283	0.03862
ANOMUM_clean	7.28969	4.98752	2590.25	3106.82	0.25204
ANONAT_manual	7.80429	5.88473	2396.46	2992.5	0.29278
ANUGEW_clean	14.4419	10.2051	2085.83	4703.45	0.55612
ANUGIA_clean	13.85309	6.75838	2372.03	4176.31	0.4597
ANUGOG_clean	11.39005	7.08849	2457.07	4202.5	0.43946
APACAX_clean	5.65344	4.07573	2208.75	2192.81	0.11324
APARAM_clean	12.00094	11.06312	1069.78	1108.06	0.20788
APAYIB_clean	5.96805	4.21212	2283.89	2058.65	0.17508
APAYOH_clean	6.13125	4.32559	2295.51	2065.31	0.1864
APAYUN_clean	6.02417	4.10555	2253.16	2152.61	0.17224
APAZAU_clean	6.57194	4.51844	2323.92	2395.02	0.222
APAZEY_clean	6.61049	4.70522	2305.0	2372.11	0.2313
APAZIC_clean	7.1095	4.86225	2206.06	2468.72	0.25824
APAZOI_clean	6.38612	4.28228	2323.67	2026.78	0.16802
APEBED_clean	4.58202	3.62787	702.881	425.494	0.02904
APEBEE_clean	5.40727	4.06272	1268.39	967.933	0.08914
APEBUU_clean	4.93858	3.80274	1066.44	712.951	0.05664
APETAS_clean	3.70433	2.76055	0.0	0.0	0.0
APUPEH_clean	24.7893	14.09199	1521.85	5103.22	0.70618
AQAJEI_clean	6.90366	2.45763	0.0	0.0	0.0
AQALIO_clean	3.6362	2.83608	0.0	0.0	0.01232
AQALOU_clean	3.62112	2.83349	0.0	0.0	0.01176
AQEFUY_clean	8.95844	2.64235	0.0	0.0	0.0
AQEQES_clean	5.6853	5.37606	1914.41	1779.4	0.15842
AQEQIW_clean	6.30636	5.13016	1820.89	1654.49	0.16636
AQETIA_clean	3.53244	2.58932	0.0	0.0	0.0
AQETUM_clean	5.11237	2.99898	0.0	0.0	0.0536
AQIQAU_clean	7.60741	6.30843	2062.08	2393.0	0.25096
AQIXUV_clean	8.64919	5.459	1182.37	1265.24	0.15956
AQMAND01_clean	3.38568	2.86973	0.0	0.0	0.0017
AQMAND_clean	3.37168	2.85465	0.0	0.0	0.00216
AQODOA_clean	3.45952	3.20541	138.667	74.1842	0.00416
AQOLEZ_clean	15.56875	9.80846	1290.93	1660.92	0.34058
AQOLID_clean	15.46143	7.44821	1250.81	1078.51	0.29524
AQOLUP_clean	15.5822	9.65924	1303.76	1653.92	0.34282
AQOMAW_clean	15.65949	6.23259	1316.95	1150.38	0.29362
AQOMEA01_clean	15.71951	9.72839	1299.07	1693.89	0.34426
AQOMEA_clean	15.8352	9.82464	1298.34	1732.72	0.34634
AQOSEG_clean	9.45829	3.34636	1556.29	1535.92	0.17892
AQUCOF_clean	9.38154	5.59471	2070.14	1986.34	0.23762
AQUCOG_clean	11.41407	10.59979	1603.34	1336.44	0.3386
AQUCUM_clean	11.51533	10.7235	1597.37	1332.48	0.34256
AQUDAS_clean	9.38408	5.62446	2106.54	2026.34	0.23996
AQUDAT_clean	3.98099	3.46811	320.01	193.243	0.01166
AQUDEX_clean	4.02336	3.48999	331.237	201.001	0.01282
AQUDIB_clean	11.3608	10.54479	1597.72	1332.06	0.33618
AQUDOH_clean	4.03231	3.46877	335.549	205.198	0.01286
ARADEE_clean	5.98273	5.3868	2700.37	2285.05	0.20574
ARAFEF_clean	8.89536	8.62815	1920.2	2292.1	0.28548
ARAFIJ_clean	7.45121	6.98768	1869.32	1977.39	0.21042
ARAFOP_clean	5.6675	5.04419	1505.5	1288.07	0.09116
ARAGOR_clean	6.01834	3.95176	1587.68	1373.11	0.12042
ARAHIM01_clean	3.591	2.5629	0.0	0.0	0.0
ARAHIM02_clean	3.63862	2.64947	0.0	0.0	0.0
ARAHIM_clean	3.63807	2.64887	0.0	0.0	0.0
ARINOF_clean	4.65727	3.54074	950.2	818.513	0.04166
ARINUL_clean	4.74057	3.91438	745.559	662.443	0.03452
AROFAP_clean	6.18036	4.30595	1643.87	1405.05	0.11592
AROFET_clean	8.28593	5.15676	2290.98	2675.85	0.28034
ARUCOH01_clean	5.60074	2.40016	0.0	0.0	0.0
ARUCUN_clean	5.23679	2.4383	0.0	0.0	0.0
ARUDAU_clean	5.48855	2.55093	0.0	0.0	0.0
ARUJED_clean	4.17005	2.86333	0.0	0.0	0.00836
ARUYES_clean	5.37817	4.58095	1521.98	1029.37	0.0995
ARUYOB_clean	4.66265	3.34075	1420.3	823.611	0.07102
ARUYUH01_clean	4.94052	4.11721	1755.9	1048.19	0.09536
ARUYUH_clean	4.6223	3.84632	1513.51	901.23	0.07604
ASACON_clean	6.42024	5.0837	1063.48	598.032	0.08656
ASADAA_clean	5.76705	4.61254	1425.86	937.451	0.10232
ASAHEJ_clean	7.58274	6.68199	1539.05	731.856	0.19638
ASAJOU_clean	4.47562	3.06398	0.0	0.0	0.03896
ASALAH_clean	4.30888	3.14561	628.889	452.159	0.024
ASALIP_clean	4.03121	2.56819	0.0	0.0	0.0
ASALOV_clean	4.69505	2.82604	0.0	0.0	0.02866
ASAMUE_clean	5.18782	3.02669	0.0	0.0	0.04652
ASECUY_clean	6.38635	5.15151	1174.21	816.867	0.12774
ASEJOZ01_clean	4.14952	3.66327	681.02	389.453	0.03008
ASEJOZ_clean	4.13263	3.6686	698.584	397.701	0.0288
ASINAT_clean	9.7655	7.73483	1925.23	2646.67	0.32334
ASINEX_clean	12.53569	7.27061	1893.37	2868.84	0.3674
ASINIB_clean	12.40052	7.22634	1892.45	2841.25	0.36358
ASIQEA_clean	8.85064	6.25728	1617.03	1791.6	0.18742
ASIQIE_clean	9.00205	6.2555	1606.2	1797.5	0.18964
ASIRUR_clean	3.01302	2.45427	0.0	0.0	0.0
ASIVAB_clean	12.32132	7.27063	2356.05	4377.29	0.46578
ASOHUL_clean	6.56282	6.27917	1704.89	1640.86	0.1728
ASOSUY_clean	9.00116	4.32918	2466.53	2748.75	0.23586
ASOVEL_clean	5.72633	5.3133	1035.96	1002.1	0.08926
ASOYOY_clean	9.52144	5.9183	2193.13	2646.55	0.2616
ASUBIB_clean	6.13583	4.25508	1626.67	1069.36	0.12028
ASUJIJ_clean	4.5403	2.92723	0.0	0.0	0.03084
ASUKEE01_clean	4.79531	3.45398	845.556	711.247	0.03454
ASUKEE_clean	4.78914	3.45844	865.088	729.433	0.03498
ASUWUI_clean	7.16113	4.73321	1223.99	1063.56	0.0954
ATAFIK_clean	6.40025	5.70377	2216.11	1823.85	0.20168
ATAYAX_clean	10.41989	5.8507	2516.06	3218.04	0.325
ATAYEB_clean	10.54748	5.75428	2460.12	2978.77	0.31388
ATEXII_clean	4.45326	2.66514	0.0	0.0	0.0
ATEYED_clean	7.47545	6.2198	3289.27	7031.11	0.3758
ATEYOP_clean	10.52737	8.16815	2438.31	3375.36	0.35162
ATEYUV_clean	10.25531	8.11081	2478.86	3300.16	0.33774
ATEZAC_clean	10.53968	7.74023	2344.42	3409.4	0.38804
ATIBAG_clean	4.88713	3.88543	1047.64	635.599	0.05422
ATIBIO_clean	4.28706	2.8859	0.0	0.0	0.01884
ATIBOU01_clean	5.12784	4.01813	1164.82	731.342	0.06538
ATIBOU02_clean	5.13844	4.03284	1197.45	753.446	0.06726
ATIBOU_clean	4.75824	3.95303	1066.45	641.407	0.05402
ATIBUA_clean	4.92972	3.79229	1013.74	604.931	0.05008
ATICAH_clean	5.2478	3.97372	1194.5	748.833	0.06472
ATICEL_clean	4.9438	3.91943	1123.25	697.7	0.05984
ATIJUJ_manual	17.44029	16.95439	1290.88	1713.42	0.42136
ATIRUS_clean	4.46122	3.66445	423.016	206.381	0.01794
ATIXAE_clean	6.03489	5.11879	2151.26	1991.24	0.15132
ATIXUX_clean	4.75984	4.08689	1227.79	791.878	0.06018
ATOGEV_clean	5.55487	4.3075	1622.4	1002.82	0.10636
ATOWIQ_clean	9.54888	7.69493	1910.48	2204.19	0.28178
ATOWOW_clean	9.60606	7.73922	1878.65	2170.61	0.28532
ATULIM_clean	4.7399	4.20115	658.865	374.77	0.03512
ATUXIY_clean	5.42434	3.78722	1692.43	1084.6	0.1063
ATUXOE_clean	4.28881	2.66857	0.0	0.0	0.0
ATUXUK_clean	4.25042	2.62971	0.0	0.0	0.0
ATUYAR_clean	4.18124	2.56035	0.0	0.0	0.0
AVAGIP_clean	4.84155	4.68679	941.31	670.215	0.0548
AVAGOV_clean	4.8139	4.57423	920.873	655.563	0.05286
AVAGUB_clean	4.77305	4.26622	1271.85	950.652	0.06164
AVAJUE_clean	37.52569	19.54108	988.391	6022.5	0.8087
AVAKAL_clean	26.25291	12.57512	1242.43	5990.07	0.76554
AVAKEP_clean	25.17564	12.49369	1395.52	5696.14	0.71384
AVALEO_clean	3.5827	2.67831	0.0	0.0	0.0
AVAQIX01_clean	5.36267	3.61603	1300.48	979.302	0.06576
AVAQIX_clean	5.44587	3.64311	1344.04	1028.28	0.07116
AVEHAM_clean	4.51878	3.91315	687.383	568.12	0.02802
AVELOD_clean	8.08398	4.98141	1773.88	1938.16	0.19644
AVELUJ_clean	8.10638	4.88927	1773.95	1965.21	0.18872
AVEMAQ_clean	7.89565	4.97897	1804.11	1988.5	0.17976
AVEQID_clean	7.54994	6.22752	2339.95	2920.35	0.31192
AVESAW_clean	4.33245	2.46317	0.0	0.0	0.0
AVESOL_clean	5.87218	4.28231	2536.27	2657.06	0.1954
AVESUR_clean	6.33732	4.06042	2425.67	2047.71	0.18592
AVETEC_clean	5.69318	3.49916	2155.94	1804.47	0.11708
AVEVEE_clean	4.17515	3.43562	1084.67	675.92	0.04122
AVIHIY_clean	6.88379	6.45442	1659.3	1023.48	0.18064
AVIHOE_clean	6.82367	6.45553	1643.81	988.599	0.17822
AVILEY_clean	25.42698	10.76844	1619.42	2475.87	0.60356
AVIMIC_clean	5.83174	5.68454	669.149	440.615	0.05286
AVIMOI_clean	5.73292	4.38571	1280.39	1044.23	0.0845
AVIMUO_clean	5.70679	3.6399	979.883	789.625	0.05496
AVIPAX_clean	7.26399	5.25081	1918.6	1990.64	0.2063
AVIPOL_clean	6.57451	5.5873	1852.32	1972.32	0.17426
AVITUU_clean	11.69294	6.93274	1905.42	2680.28	0.28166
AVIVAC_clean	11.84006	7.39815	1820.77	2472.1	0.29844
AVIVEG_clean	11.84801	7.36492	1825.73	2490.62	0.3002
AVIVIK_clean	11.79938	6.70311	1988.81	2708.48	0.29026
AVIVOQ_clean	11.94166	7.13512	2030.63	2863.5	0.30384
AVIVUW_clean	12.04076	6.91892	1954.52	2678.24	0.29502
AVOSIO_charged	10.84161	9.61852	1195.45	1127.45	0.24304
AVUCEA_clean	10.64181	4.52481	2435.28	2725.15	0.23756
AVUDAX_clean	5.88567	3.71625	1828.39	1831.78	0.11534
AVUJIL_clean	3.40668	2.4007	0.0	0.0	0.0
AVUPIR_SL	3.63524	3.0305	0.0	0.0	0.00952
AWAGEL_clean	8.54501	7.28684	1413.87	1426.8	0.17618
AWAGOV_clean	8.03493	4.40002	808.913	704.187	0.07636
AWAHAI_clean	12.74142	3.10347	1419.95	477.717	0.16876
AWAHEM_clean	7.6574	4.85724	1844.91	854.839	0.19124
AWAJIT_clean	5.17601	2.96369	0.0	0.0	0.03318
AWAKEQ_clean	5.66517	3.68033	735.888	615.432	0.04916
AWAREV_clean	4.9083	4.51433	829.62	442.487	0.04526
AWARIZ_clean	4.91504	4.51953	823.832	438.625	0.04512
AWASAU_clean	4.69319	4.39635	1036.16	437.451	0.05874
AWASEY_clean	12.05091	7.26209	1961.01	1693.87	0.38968
