MOF	LCD	PLD	Vol_SA	Grav_SA	Void_fraction
UXEDIL_clean	3.95141	2.75707	0.0	0.0	0.0
UXEDOR_clean	4.29731	2.68858	0.0	0.0	0.0
UXEDUX_clean	4.50403	2.92726	0.0	0.0	0.02662
UXEFAF_clean	4.10652	2.89211	0.0	0.0	0.02104
UXEFEJ_clean	4.11163	3.20391	540.506	255.14	0.02014
UXEQOE_clean	4.72647	3.38382	881.648	403.557	0.04248
UXINAR_clean	5.3735	3.82354	1432.26	853.171	0.08432
UXIQOJ_clean	7.1779	7.04787	1722.53	1517.61	0.19478
UXISUR_clean	13.20708	6.69761	2200.62	2505.38	0.35908
UXUNUX_clean	7.36513	5.79316	2541.63	3745.85	0.22388
UXUPEJ_clean	7.33818	5.78241	2572.41	3807.36	0.22518
UXUPEK_clean	3.5089	3.03222	0.0	0.0	0.00732
UXUPIN_clean	7.3374	5.72246	2651.36	3957.64	0.22926
UXUYUI_clean	4.1469	3.20447	227.31	224.862	0.0066
UXUZAP_clean	4.84101	3.60752	1212.96	977.264	0.06082
UYAQAN_clean	7.19018	5.3716	799.434	706.544	0.07214
UYOFIY_clean	4.54158	3.74063	1461.7	792.072	0.06404
UYOJOI_clean	5.88721	3.28396	1228.14	821.704	0.07678
UYOYUD_clean	4.26929	2.43423	0.0	0.0	0.0
UZAFAD_clean	4.26412	2.53482	0.0	0.0	0.0
UZAFIL_clean	4.70148	3.08623	0.0	0.0	0.0335
UZAMUE_clean	4.6207	3.09129	0.0	0.0	0.03236
UZANAL_clean	4.61621	3.08464	0.0	0.0	0.03202
UZANEP_clean	4.6214	3.0946	0.0	0.0	0.03276
UZANOZ_clean	5.69712	4.77135	1529.06	996.671	0.112
UZAROE_clean	19.5454	7.16489	1555.13	1686.3	0.348
UZATAR_clean	4.70366	3.77441	967.664	438.286	0.05034
UZEKEQ_clean	4.76828	3.67807	975.365	584.954	0.0516
UZIGOB_clean	4.03408	3.33	480.694	285.621	0.01638
UZIJUJ_clean	6.64538	5.8584	2005.6	1966.76	0.18028
UZIZUZ_clean	5.12971	3.28969	1116.72	1039.49	0.05142
UZOBAN_clean	6.16935	4.44214	2399.22	2775.04	0.15654
UZOBER_clean	4.15957	3.7187	884.604	679.352	0.03602
UZUNAF01_clean	7.28303	6.53777	1111.66	875.62	0.13082
UZUNAF_clean	7.30425	6.5808	1095.39	865.139	0.13138
UZUZUL_clean	4.89079	3.61553	1276.85	1023.61	0.05996
VABJIS_clean	4.14215	4.05323	896.294	652.366	0.03906
VACFOV_clean_h	7.04016	6.80377	2588.1	2781.2	0.2292
VACFUB01_clean	8.53124	8.3704	1088.07	920.596	0.17034
VACFUB_clean_h	8.50715	8.34107	1080.4	915.172	0.16678
VACLIX_clean	25.84424	11.11801	1606.06	3044.9	0.60686
VADWON_clean	4.24405	3.53009	785.903	709.577	0.02798
VAFWAB_clean	5.22912	3.96499	1421.87	842.768	0.0793
VAGBEN_clean	6.0545	4.8127	1049.0	586.698	0.07588
VAGBOX_clean	5.4847	3.8221	579.273	294.213	0.03688
VAGBUD_clean	10.23495	9.48231	1309.34	832.551	0.20618
VAGJET_clean	4.15802	3.46053	581.819	234.304	0.02514
VAGKOF_clean	5.16963	2.61998	0.0	0.0	0.0
VAGMAT_clean	14.92091	13.26042	1875.79	5142.95	0.61044
VAGMEX_clean	15.28058	14.48863	1790.83	5084.45	0.6239
VAGTAA01_clean	5.66319	4.40941	2000.92	2001.73	0.13232
VAGTAA_clean	5.69119	4.40372	2060.37	2362.12	0.14712
VAGTUU_clean	6.4105	3.89316	1527.71	1283.1	0.1058
VAHFAM_clean	3.93084	2.99919	0.0	0.0	0.02332
VAHJEW_clean	5.94599	4.30466	1714.45	1577.4	0.11
VAHJIA_clean	4.59495	3.72145	1279.75	1053.71	0.05386
VAHPUR_clean	5.81668	4.4159	1001.91	771.079	0.071
VAHQAY_clean	5.75711	4.40654	985.535	747.741	0.07048
VAHSON_clean	5.15227	4.26145	1052.22	449.328	0.06568
VAHTOQ_clean	6.66297	4.23051	1294.32	1211.41	0.10698
VAHTUW_clean	9.85702	7.76622	1116.23	1022.13	0.17302
VAHVOQ_clean	4.86537	3.05497	0.0	0.0	0.04204
VAHVOR_clean	6.39859	4.82003	2353.26	2055.06	0.20804
VAJHIA_clean	4.2954	2.95632	0.0	0.0	0.01742
VAJQOP_clean	3.06881	2.53437	0.0	0.0	0.0
VAJTUX_clean	4.46543	2.91526	0.0	0.0	0.0234
VAKBIU_clean	5.76642	3.81153	1485.13	1437.45	0.0688
VAKREG_charged	5.20861	3.21523	1440.23	1341.95	0.08082
VALVAI_clean	6.23826	4.86854	1353.9	822.932	0.10444
VALVIQ_clean	5.21348	4.28071	1397.66	767.646	0.0933
VALWUD_clean	10.17237	6.1037	1532.62	1766.15	0.28776
VALXAK_clean	9.98876	6.23965	1540.02	2074.09	0.29264
VALXEO_clean	9.6783	6.73158	1551.55	1860.72	0.29344
VALXIS_clean	10.17011	5.92824	1549.14	1743.54	0.2853
VALXOY_clean	10.47062	5.58858	1543.79	1986.64	0.2795
VALZIU_clean	4.42734	3.39649	920.726	712.189	0.0404
VAMPUX_clean	11.37157	10.81985	1586.94	1345.1	0.33792
VAMQAE_clean	7.70786	5.78406	1539.26	1114.3	0.13978
VAMQIM_clean	11.48256	10.83475	1585.28	1352.43	0.33882
VAMQOS_clean	11.49062	10.84702	1602.8	1363.61	0.3391
VANHEA_clean	8.56369	6.00066	2264.88	2654.84	0.23636
VANNEG_clean	11.28278	7.20114	2338.05	2568.66	0.3381
VANNIK_clean	12.11733	10.70076	1802.78	3693.21	0.6148
VANXUD03_clean	3.95461	3.35122	666.119	314.297	0.02368
VANXUD_clean	3.97189	3.38304	665.97	316.712	0.02412
VAPBAR_charged	6.37466	2.41926	0.0	0.0	0.0
VAPBEV_clean	6.2413	3.63671	992.605	897.985	0.06464
VAPBIZ_clean	6.25794	3.6162	998.181	903.009	0.0659
VAPFOJ_clean	3.9272	3.04381	0.0	0.0	0.01522
VAPFUP_clean	5.15651	3.56832	598.306	288.271	0.03232
VAPHOM_clean	4.23153	3.44235	1270.48	751.07	0.04808
VAQLAC_clean	3.80978	2.78544	0.0	0.0	0.0
VAQLEG_clean	6.18628	2.59859	0.0	0.0	0.0
VAQSEO_clean	5.56221	4.69235	566.435	386.175	0.0411
VAQTUF_clean	10.13523	6.68232	1968.64	2292.97	0.19628
VARHIH_clean	6.67359	4.11194	2228.6	2309.55	0.16978
VARJEF_clean	7.50874	4.26843	2279.83	2823.06	0.19094
VARREL_clean	6.17066	3.2556	1066.17	611.577	0.06774
VARWES_charged	4.65014	2.41442	0.0	0.0	0.0
VARWIW_charged	4.65046	2.4342	0.0	0.0	0.0
VARWOC_clean	8.41083	6.51113	2371.44	1897.32	0.30262
VARWUI_clean	8.3742	6.48381	2371.54	1841.58	0.29998
VASFAZ_clean	5.87532	4.55866	1568.58	1014.78	0.11228
VASFED_clean	5.86586	4.56127	1538.81	986.074	0.11158
VASFIH_clean	5.55628	5.01575	1568.99	1007.06	0.12262
VASFON_clean	5.84482	4.53722	1520.39	958.163	0.10962
VASFUT_clean	5.82317	4.52383	1517.24	924.004	0.1072
VASGUU_clean	6.24288	4.56068	2174.15	2024.44	0.17234
VASKOR_clean	4.41725	4.15949	1270.02	1096.58	0.0642
VATVIY_clean	6.85041	4.79302	1228.04	954.439	0.0966
VATVOE_clean	6.86024	4.81417	1235.16	965.59	0.09804
VATVUK_clean	4.75369	3.54535	830.433	612.531	0.03482
VATXEU_clean	7.38612	5.95801	1442.54	640.638	0.13376
VATYAR_clean	5.8425	4.85588	2191.22	1481.66	0.1675
VATYEV_clean	5.69723	4.67285	2147.93	1341.65	0.15672
VATYIZ_clean	5.77973	4.6993	2110.72	1396.68	0.161
VATYOF_clean	5.86599	4.67382	2121.06	1378.95	0.16782
VAXHOR01_clean	3.05143	2.67683	0.0	0.0	0.0
VAXHOR_clean	3.04393	2.66195	0.0	0.0	0.0
VAXMUF_clean	6.97885	4.73882	1338.84	1459.28	0.12592
VAXTEV_clean	6.86582	3.53622	1037.9	932.225	0.08602
VAXVEX_charged	4.45492	3.19243	399.029	291.399	0.01364
VAYDOQ_clean	4.11487	2.54213	0.0	0.0	0.0
VAYFUY_clean	4.57007	3.07434	0.0	0.0	0.02856
VAYWEZ_clean	7.94214	3.31169	1431.41	1218.83	0.13442
VAYWID_clean	8.02289	3.34737	1456.17	1238.99	0.13292
VAZKUE_clean	3.47316	2.55402	0.0	0.0	0.0
VAZLAL_clean	3.43999	2.50635	0.0	0.0	0.0
VAZLEP01_clean	3.36261	2.40572	0.0	0.0	0.0
VAZLEP02_clean	3.77736	2.44758	0.0	0.0	0.0
VAZLEP_clean	3.43348	2.45639	0.0	0.0	0.0
VAZLIT_clean	3.41131	2.42549	0.0	0.0	0.0
VAZLOZ_clean	3.42558	2.41106	0.0	0.0	0.0
VAZLUF_clean	3.85981	2.53784	0.0	0.0	0.0
VAZMAM_clean	3.81389	2.49158	0.0	0.0	0.0
VAZMEQ_clean	3.79108	2.46158	0.0	0.0	0.0
VAZMIU_clean	3.76859	2.44186	0.0	0.0	0.0
VAZMOA_clean	3.72786	2.4147	0.0	0.0	0.0
VAZROF_clean	5.03461	4.5915	920.845	744.024	0.0617
VAZTOG_clean	15.08014	7.93969	2272.47	3852.29	0.49562
VAZTUM_clean	15.0741	7.93508	2242.59	3790.15	0.4999
VEBHUG_SL	17.30249	9.82354	1942.27	3800.41	0.58958
VECWUX_clean	5.40728	3.62986	704.823	580.056	0.03352
VECZAG_clean	9.10711	7.36025	1803.58	1118.14	0.27264
VECZEI_clean	5.84999	3.52276	1859.78	2054.05	0.10496
VECZEK_clean	9.28653	7.43469	1870.17	1388.61	0.28584
VEDDIT_charged	5.03386	3.88211	1082.24	695.952	0.04848
VEDFAN_clean	6.01158	4.07874	1869.68	1800.09	0.1383
VEDFIV_clean	5.7298	3.89416	1781.35	1666.47	0.11534
VEDFOB_clean	5.93858	4.06358	1827.79	1739.51	0.12818
VEDFUH_clean	5.95596	4.00314	1823.41	1735.03	0.12548
VEDGAO_clean	5.63762	3.83278	1750.39	1629.1	0.11618
VEDGES_clean	5.91912	4.12997	1868.5	1792.76	0.12732
VEDGIW_clean	5.91757	4.12403	1824.19	1748.76	0.1302
VEFJOG_charged	5.22811	2.55345	0.0	0.0	0.0
VEFLUP_clean	5.16319	2.79467	0.0	0.0	0.0
VEFMAW_charged	14.37312	9.52614	1763.21	2176.53	0.25806
VEGBUG_clean	26.2956	9.06734	1821.52	3159.08	0.57672
VEGCAN_clean	26.23164	8.97115	1827.7	2438.68	0.57436
VEGMIE01_charged	6.64353	5.05601	1314.57	1191.92	0.1156
VEGMIE_charged	6.85321	5.14986	1346.67	1236.92	0.12458
VEGMOK01_charged	6.84998	5.14759	1343.37	1201.25	0.12406
VEGMOK02_charged	6.86758	5.14075	1348.71	1213.06	0.12544
VEGMOK03_charged	6.89118	5.16192	1351.12	1224.15	0.12754
VEGMOK04_charged	6.87389	5.12762	1343.76	1205.65	0.1248
VEGMOK_charged	6.79283	5.1354	1344.46	1197.58	0.12232
VEGXIQ01_clean	3.31715	2.49167	0.0	0.0	0.0
VEGXIQ_clean	3.35306	2.5236	0.0	0.0	0.0
VEGXOW_clean	3.2579	2.48261	0.0	0.0	0.0
VEGXUC_clean	3.24555	2.47651	0.0	0.0	0.0
VEHJID01_clean	8.78436	6.6937	2501.91	3268.89	0.42068
VEHJOJ_clean	14.09924	6.85678	2304.62	3079.76	0.44448
VEHJUP_clean	14.28068	6.83408	2286.62	3074.67	0.44118
VEHKAW_charged	5.91326	2.66486	0.0	0.0	0.0
VEHKIE_SL	13.77122	4.50889	2355.35	2455.05	0.27258
VEHKOK_charged	6.40877	5.06856	1856.62	1550.89	0.1424
VEHLAW_clean	4.71553	3.45057	1329.82	809.436	0.05748
VEHLEA01_clean	4.33955	2.96776	0.0	0.0	0.03268
VEHLEA02_clean	4.00641	2.90837	0.0	0.0	0.03184
VEHLEA_clean	4.46465	3.05176	0.0	0.0	0.03858
VEHLIE_clean	5.23023	3.70327	1807.39	1206.24	0.09576
VEHNAZ_charged	11.89701	7.39463	1750.65	2253.42	0.35582
VEHNED_clean	3.81176	2.56225	0.0	0.0	0.0
VEHPUU_clean	6.28215	5.72913	1164.3	897.406	0.11682
VEHRIL_clean	8.79809	4.02227	2380.8	2159.86	0.24788
VEHROR_charged	9.13073	3.34226	1285.51	981.042	0.13568
VEHXEN_clean	9.30754	7.04491	2115.68	1556.23	0.44304
VEHYUE_clean	6.12673	3.44814	531.647	283.872	0.03442
VEJHEZ_clean	15.05768	6.22214	2217.75	3234.24	0.44426
VEJHID_clean	17.65342	7.8833	2125.98	3290.79	0.4916
VEJYIT01_clean	6.55973	5.0687	2155.43	2339.47	0.1962
VEJYIT_clean	6.4229	5.28654	2161.12	2326.35	0.19188
VEJYOZ_clean	8.47376	5.69683	2209.21	2510.44	0.21232
VEJYUF01_clean	5.23877	2.60028	0.0	0.0	0.0
VEJYUF02_clean	5.13877	2.49006	0.0	0.0	0.0
VEJZEQ_clean	5.64363	2.4624	0.0	0.0	0.0
VELVEO_clean	3.68255	3.48411	371.798	191.957	0.01136
VELVIS_clean	5.5829	2.4011	0.0	0.0	0.0
VEMDAT_clean	5.87539	4.41454	1098.11	871.509	0.07278
VEMMAC_clean	7.0981	6.10196	2395.46	2715.16	0.23308
VEMMEG_clean	7.14137	6.23055	2411.09	2954.32	0.23932
VEMMIK_clean	14.01468	13.16757	1801.42	2491.48	0.44544
VEMMOQ_clean	8.8382	8.57859	1982.17	2305.49	0.27882
VEMSUC01_clean	5.11588	3.68593	1551.16	1223.81	0.08034
VEMSUC_clean	5.13248	3.64573	1529.55	1204.05	0.07706
VEPDEB_charged	5.81951	3.10409	1126.13	703.195	0.06564
VEQBID_clean	6.52238	4.921	1629.88	1115.27	0.11738
VEQBOJ_charged	5.21912	3.58191	452.912	247.034	0.02264
VEQBUP_charged	5.40363	3.67177	488.896	268.57	0.02592
VEQCAW_charged	5.4405	3.6509	494.077	270.679	0.02518
VEQCEA_charged	5.43066	3.70622	482.622	267.744	0.02576
VERPOZ_clean	5.42383	3.86113	975.295	756.264	0.05238
VERZEZ_clean	3.13802	2.6113	0.0	0.0	0.0
VERZID_clean	3.10748	2.63654	0.0	0.0	0.0
VERZOJ_clean	3.05341	2.66042	0.0	0.0	0.0
VERZUP_clean	3.10842	2.64119	0.0	0.0	0.0
VESBAY_clean	3.11677	2.62993	0.0	0.0	0.0
VETMIS_clean	17.23979	11.94779	1738.88	5574.06	0.6433
VETSOE_charged	20.8996	12.46025	1154.19	2098.04	0.42772
VETTAR_charged	20.43544	12.00812	1191.97	2037.52	0.41928
VETTIZ_charged	21.62456	12.85426	1124.47	2091.66	0.44634
VETTOE_clean	6.62806	4.69762	2744.66	3040.22	0.21008
VETTUK_clean	5.91349	2.95508	0.0	0.0	0.08318
VETVAS_manual	5.94508	3.03911	0.0	0.0	0.0849
VEWKUF_clean	11.97194	10.54967	2130.12	4525.19	0.47208
VEWLAM_clean	10.25798	6.23412	2040.69	2901.22	0.29638
VEWXAY_clean	5.90318	4.58543	2721.16	3200.64	0.16868
VEXTUO_manual	8.87752	5.53782	2231.19	2812.46	0.25988
VEXVAW_clean	9.7712	5.86323	2190.53	2832.73	0.28324
VEXYON_charged	15.41536	6.04579	1468.67	1726.1	0.29184
VEYVEC_clean	3.81592	3.45137	251.807	172.71	0.00906
VEZMIY_clean	3.81183	3.09194	0.0	0.0	0.0148
VEZMOE_clean	3.81259	3.09553	0.0	0.0	0.01536
VEZQAT_clean	4.12129	2.88579	0.0	0.0	0.02612
VEZQEX_clean	3.97265	3.17498	490.74	195.492	0.01694
VEZWEE_clean	6.79648	2.86206	0.0	0.0	0.07618
VICDOC_clean	4.65057	4.08181	1165.68	1017.21	0.055
VICLAW_clean	7.38415	6.2427	1134.12	1013.59	0.12458
VICSIL_clean	5.30875	4.09789	1660.72	1602.97	0.09182
VICYOX_clean	4.25498	3.38079	1110.04	758.114	0.0435
VICYUD_clean	5.57985	4.2436	1637.41	1421.44	0.10604
VIDXOX_clean	6.16109	5.04479	1655.21	982.272	0.11814
VIFBOD_clean	5.74056	4.35551	1583.67	897.623	0.10692
VIFBUJ_clean	6.06214	2.59499	0.0	0.0	0.0
VIGNOQ_clean	8.75461	3.12932	1578.88	1104.28	0.16204
VIGRIO_clean	3.4806	2.83389	0.0	0.0	0.0029
VILXOE_clean	5.3607	4.59016	1442.44	1196.75	0.08736
VIMRAM_clean	9.39066	7.30655	1996.19	1771.22	0.22058
VINHEH_charged	6.96627	3.36159	933.06	701.286	0.07038
VINHOR_clean	9.98256	7.27933	2233.26	2760.61	0.37012
VIPXUO_clean	4.31173	3.23579	592.403	499.526	0.02036
VIPYOK_clean	4.56016	3.89151	912.695	590.881	0.04436
VIPZAX_clean	4.67098	3.47065	724.699	501.071	0.03266
VIQFIL_clean	7.52933	6.88879	1508.52	552.611	0.1783
VIQQUJ_clean	4.62845	3.89522	1458.17	1240.92	0.06842
VIRKIQ_clean	4.98641	4.39323	1244.58	811.176	0.07938
VIRPOC_clean	7.89373	4.43058	1793.42	1364.7	0.1883
VIRQAO_clean	3.90126	2.88338	0.0	0.0	0.01944
VIRQES_clean	3.96779	3.62056	618.162	318.624	0.02178
VIRVEY_clean	7.24501	5.7858	2740.53	2520.21	0.2958
VIRXIF_clean	6.07104	5.56303	1722.94	1214.28	0.14938
VISTOG_clean	4.99734	2.98288	0.0	0.0	0.06092
VITKUG_charged	4.49931	2.4029	0.0	0.0	0.0
VITYOO_clean	8.76574	6.10267	1985.54	1839.88	0.23252
VITYUU_clean	6.93618	5.76476	1459.12	986.828	0.15268
VITZAB_clean	6.94119	5.72919	1497.6	1000.91	0.15682
VITZEF_clean	6.97691	5.80939	1414.46	959.09	0.15506
VITZIJ_clean	6.87611	5.69177	1419.88	931.693	0.1521
VIVLAP_clean	4.51725	2.65259	0.0	0.0	0.0
VIVXOP_clean	6.49065	4.97595	1378.02	1286.21	0.10406
VIWHUG_clean	4.81929	3.4802	839.403	608.751	0.0356
VIWKIX_clean	6.70111	4.65532	1853.22	1353.64	0.16598
VIWKOD_clean	6.65159	4.57304	1820.58	1317.31	0.16256
VIWLAQ_clean	6.55466	4.31565	1815.44	1263.21	0.15122
VIWLEU_clean	6.5503	4.41913	1771.27	1226.85	0.15504
VIWLIY_clean	5.6026	3.42365	1490.06	957.339	0.0893
VIWLOE_clean	5.48118	3.31383	1381.39	874.261	0.08202
VIWMAR_clean	5.55555	3.41902	1436.21	903.93	0.0872
VIWMEV_clean	5.54122	3.41506	1452.88	898.301	0.0859
VIWMIZ_clean	9.56168	4.85659	1811.15	2008.49	0.19118
VIWMOF_clean	9.80611	5.23388	1803.82	2074.01	0.215
VIWZOR_clean	6.64322	4.15157	2082.71	1474.27	0.15702
VIXCUB_clean	5.48718	4.89154	2592.36	2368.28	0.1866
VIXGAM01_clean	5.20749	3.40288	522.3	270.293	0.02766
VIXGAM_clean	5.20256	3.39107	525.147	271.942	0.0273
VIXGEQ_clean	5.1528	3.32283	481.247	248.166	0.0253
VIXPUP01_clean	10.93877	6.90793	2399.41	3473.92	0.41054
VIXTUT_clean	3.939	3.00466	0.0	0.0	0.0105
VIXVUV_clean	4.91855	2.67667	0.0	0.0	0.0
VIXWEF_clean	12.63096	6.04016	2364.7	2751.98	0.39618
VIXZUZ_clean	5.74487	2.99551	0.0	0.0	0.0881
VIYMAT_clean	5.60515	5.02913	1758.35	1198.13	0.13178
VIYSON_clean	5.10341	3.76231	1474.94	1121.99	0.07728
VIYSUT_clean	5.61753	3.04237	0.0	0.0	0.09618
VIYTAA_clean	5.13433	3.87051	1494.58	1139.96	0.08006
VIYVIK_clean	5.08356	3.73927	1471.79	1112.67	0.07532
VIYZIO01_clean	4.31413	2.98944	0.0	0.0	0.0199
VIYZIO_clean	4.30268	2.98583	0.0	0.0	0.02102
VIZQEC_clean	5.35488	3.05113	0.0	0.0	0.05032
VIZSOO_clean	10.55409	4.56253	2808.96	3690.48	0.30056
VIZSUU_clean	10.03238	7.42233	2254.56	3006.43	0.37396
VIZTIJ_clean	8.73473	6.34609	1809.35	1377.71	0.23334
VOBGAW_clean	4.66285	3.61303	449.002	231.311	0.01984
VOBGEA_clean	4.64455	3.59836	441.733	225.871	0.01966
VOBKAA_clean	5.5254	4.43575	2093.52	1652.05	0.12994
VOBQEK_clean	4.27979	3.23619	1092.18	873.504	0.04444
VOBRUB_clean	4.37729	3.47803	1295.87	1035.04	0.05264
VOCCOH_clean	6.23291	3.01018	0.0	0.0	0.1001
VOCKUT_clean	4.86873	2.49599	0.0	0.0	0.0
VOCNOQ_clean	4.9916	3.2968	260.933	178.677	0.01004
VOCPEK_clean	4.62064	3.5641	426.638	217.406	0.0189
VOCQAF_clean	4.95925	3.73408	1123.27	894.072	0.05284
VOCQEJ_clean	4.92905	3.74227	1136.63	900.659	0.0518
VODPOU_clean	4.01882	2.86572	0.0	0.0	0.0103
VODQIP_clean	7.28777	5.97881	1878.84	1798.45	0.19782
VODSEM_clean	5.2679	4.81357	676.212	392.314	0.04816
VOFFED_clean	6.3407	5.902	913.225	758.796	0.07722
VOGPEO_clean	11.06118	7.00733	2296.44	2993.57	0.34036
VOGTIV_clean_h	11.63962	10.76348	1583.88	1731.26	0.33768
VOHQEO_clean	5.90589	3.32233	1243.28	568.31	0.08416
VOHQIS_clean	5.34997	3.62026	1400.47	665.044	0.07124
VOJGOS_clean	6.19077	5.31352	2196.15	2249.75	0.17106
VOKJIQ_clean	4.77878	2.8503	0.0	0.0	0.03602
VOLPET_clean	9.30216	6.24705	2492.32	3359.03	0.37898
VOLQOD_clean	11.11495	8.75374	1938.66	2758.05	0.36966
VONBIK_clean	4.80212	3.01348	0.0	0.0	0.03322
VONCIM_clean	9.77811	8.65058	1170.74	815.366	0.18058
VONCOS_clean	10.3381	9.26479	1116.88	899.032	0.20436
VONDEJ_clean	5.31005	4.78872	1118.95	696.753	0.07494
VOPCEK_clean	5.95724	5.2412	1434.96	1084.0	0.11448
VOPCIO_clean	8.96483	7.98484	1705.2	1583.33	0.24732
VOPHUF_clean	4.5467	2.88798	0.0	0.0	0.01722
VOQWUV_clean	4.5937	3.17784	231.08	173.948	0.00896
VORBUA_clean	3.50756	2.8028	0.0	0.0	0.00242
VOSTUU_clean	8.30737	6.78195	1628.63	1993.84	0.17138
VOTKEW_clean	5.14274	3.67598	1394.88	1040.04	0.07204
VOTMAS_clean	4.44531	2.95777	0.0	0.0	0.02068
VOVKUO_clean	8.79938	7.37416	1743.01	608.378	0.24684
VOVLAV_clean	7.09794	6.73731	2062.69	1131.24	0.21514
VOXKIE_clean	6.80539	3.65176	1575.39	1174.34	0.10958
VOXQOQ_clean	5.75088	3.78769	1327.04	1094.03	0.08736
VOXVEL_clean	6.58218	4.28987	1522.02	1123.84	0.1251
VOXYUE_clean	4.28545	3.52898	1511.45	765.942	0.055
VOYGOH_clean	8.28524	6.29263	2650.06	2063.65	0.34292
VOYLUS_clean	5.47427	2.46241	0.0	0.0	0.0
VOYWUB_clean_h	3.03578	2.56775	0.0	0.0	0.0
VOZVAJ01_clean	7.75927	5.99619	1760.03	1247.16	0.17512
VOZVIR01_clean	8.9147	5.57973	1762.45	1309.32	0.20614
VUCCON_clean	5.76923	2.86899	0.0	0.0	0.08194
VUCCUT_clean	5.77887	2.91816	0.0	0.0	0.08164
VUCDAA_clean	5.82839	2.97303	0.0	0.0	0.08452
VUCDEE_clean	5.77607	2.92863	0.0	0.0	0.08198
VUCTOE_clean	3.95648	3.23938	509.096	241.938	0.01858
VUCTUK_clean	4.04395	3.64101	640.996	332.948	0.02458
VUDQOB_clean	6.32363	4.82237	1567.03	1050.08	0.12726
VUDXID_clean	10.29567	8.38587	2214.25	2627.86	0.37524
VUFBEE_clean	4.39803	3.46666	1486.82	904.023	0.05554
VUGWUR_clean	7.83796	6.35433	1474.82	1409.35	0.1516
VUGXAY_clean	7.74052	6.24667	1409.2	1330.19	0.148
VUGXEC_clean	7.75346	6.26253	1391.05	1308.66	0.15008
VUGXIG_clean	7.98476	6.4639	1358.15	1284.38	0.15316
VUGXOM_clean	7.85489	6.36686	1352.01	1246.61	0.1495
VUGXUS_clean	7.98273	6.46173	1372.69	1270.58	0.15298
VUGYAZ_clean	7.90027	6.40337	1344.93	1215.17	0.15064
VUGYED_clean	7.99474	6.54413	1353.13	1220.79	0.1499
VUGYIH_clean	7.72851	6.23818	1341.84	1202.53	0.1472
VUHGAH_clean	5.05909	2.62052	0.0	0.0	0.0
VUHJAK_clean	4.48985	4.30755	549.03	286.527	0.02794
VUHNET_clean	10.15164	5.15951	1891.17	1490.0	0.23998
VUJBEI_clean	18.44776	6.57566	2209.06	3926.45	0.4783
VUKHOZ_clean	14.72034	13.81107	1213.08	979.132	0.31332
VUKJOC_clean	4.9896	3.40406	912.893	627.571	0.04946
VUKJUI_clean	5.49725	3.44726	987.145	685.135	0.06204
VUKROK_clean	10.23625	8.88276	2159.38	3101.45	0.33952
VUKRUQ_clean	8.26088	7.40668	1966.7	2301.48	0.2553
VUKSAX_clean	10.78924	9.42624	2078.65	3127.56	0.35508
VUKSOL_clean	5.74617	4.59937	2229.61	2065.93	0.16114
VUKTAY_clean	5.60355	4.27431	1210.2	860.973	0.07112
VUKTEC_clean	5.61851	4.19073	1130.27	796.572	0.06516
VUKTIG_clean	5.58633	4.32231	1205.95	852.894	0.07098
VUKTOM_clean	6.2708	4.86549	1337.68	995.888	0.099
VUKTUS_clean	6.57621	5.30461	1414.14	1054.29	0.10752
VULFIT_clean	4.52056	3.43974	931.645	615.881	0.04048
VULFOZ_clean	4.55829	3.35861	891.947	585.75	0.04006
VULKIX_clean	5.85201	4.46067	1248.48	918.712	0.08446
VULKOD_clean	5.01507	3.95686	879.95	630.713	0.04584
VUMBIQ_clean	4.87594	3.54867	456.788	294.276	0.02166
VUMCEM_clean	5.05124	3.61434	1228.52	1208.3	0.05646
VUMYUZ_clean	8.61002	3.76636	1272.1	766.589	0.1339
VUNCAJ_clean	3.5791	2.77239	0.0	0.0	0.0
VUNCEM01_clean	2.89542	2.50942	0.0	0.0	0.0
VUNCEM_clean	3.08961	2.49175	0.0	0.0	0.0
VUNHAN_clean	4.18676	2.43398	0.0	0.0	0.0
VUNHAO_clean	8.87764	7.99015	2836.36	4718.61	0.32192
VUNNEZ_clean	5.49362	5.42758	1423.37	1003.45	0.10418
VUNXUY_clean	6.27462	2.74494	0.0	0.0	0.0
VUNYUZ_clean	6.44721	2.6928	0.0	0.0	0.0
VUPDOB_clean	3.53985	2.56365	0.0	0.0	0.0
VUPFAP_clean	3.48578	2.51085	0.0	0.0	0.0
VUPFET_clean	3.47606	2.47009	0.0	0.0	0.0
VUQJUN01_clean	11.32844	10.26466	1834.13	2319.96	0.28766
VUQJUN_clean	11.32335	10.23371	1835.99	2322.31	0.28744
VUQKAU01_clean	4.81422	4.24964	1672.9	1598.95	0.08092
VUQKAU02_clean	4.89363	4.31451	1722.9	1667.86	0.08418
VUQKAU_clean	5.04139	4.46098	1788.55	1775.63	0.0973
VUQKOI_clean	6.97233	5.60829	1153.29	848.971	0.11114
VUQKUO_clean	5.38169	3.9328	1093.13	837.866	0.05714
VUQLEZ_charged	3.98457	2.63707	0.0	0.0	0.0
VURLIF_clean	5.59171	4.33137	2757.51	2891.83	0.18466
VURYIR_clean	4.29138	3.47068	793.77	501.762	0.0321
VURYOX_clean	6.57096	5.95893	1181.08	880.94	0.11894
VUSKAW_clean	14.98828	7.97019	2213.28	3721.83	0.50068
VUSKEA_clean	14.99758	7.99679	2203.27	3705.0	0.50122
