MOF	LCD	PLD	Vol_SA	Grav_SA	Void_fraction	0.0	0.1	0.2	0.30000000000000004	0.4	0.5	0.6000000000000001	0.7000000000000001	0.8	0.9
BUSNAF_clean	7.07895	5.43293	822.606	665.554	0.07106	0.0	0.0093333333333333	0.0395555555555555	0.0088888888888888	0.008	0.0053333333333333	0.0053333333333333	0.0008888888888888	0.0062222222222222	0.9164444444444444
BUSQEM_clean	5.28773	3.7404	1488.19	1564.32	0.07264	0.0043290043290043	0.0205627705627705	0.0194805194805194	0.0238095238095238	0.0129870129870129	0.0129870129870129	0.0043290043290043	0.0043290043290043	0.0	0.8971861471861473
BUSQIQ_clean	4.44057	3.72721	1098.73	699.91	0.05238	0.0281385281385281	0.0086580086580086	0.0086580086580086	0.0086580086580086	0.0129870129870129	0.0086580086580086	0.0	0.0043290043290043	0.0	0.91991341991342
BUSQUC_clean	4.51085	2.54975	0.0	0.0	0.0	0.0032275416890801	0.0064550833781603	0.0021516944593867	0.0010758472296933	0.0032275416890801	0.0043033889187735	0.0010758472296933	0.0	0.0010758472296933	0.9774072081764392
BUSRUE_clean	6.9387	5.51917	1599.2	1497.05	0.1558	0.0004478280340349	0.0089565606806986	0.109270040304523	0.0309001343484102	0.0143304970891177	0.0116435288849081	0.0044782803403493	0.0044782803403493	0.005821764442454	0.8096730855351547
BUVHEH_clean	4.88072	3.66399	2439.06	1973.87	0.126	0.0	0.002020202020202	0.0787878787878787	0.0343434343434343	0.0181818181818181	0.0242424242424242	0.0101010101010101	0.0181818181818181	0.0141414141414141	0.8000000000000002
BUVWOF02_clean	7.02744	5.38791	856.711	697.239	0.07924	0.0	0.0052083333333333	0.0499131944444444	0.0086805555555555	0.0104166666666666	0.0052083333333333	0.0034722222222222	0.0026041666666666	0.0034722222222222	0.9110243055555556
BUVWOF03_clean	7.08216	5.70931	859.827	719.999	0.07894	0.0	0.0054012345679012	0.0489969135802468	0.0131172839506172	0.0054012345679012	0.0034722222222222	0.003858024691358	0.0046296296296296	0.003858024691358	0.9112654320987656
BUVXOG_clean	6.82532	5.20998	812.598	641.13	0.07128	0.0	0.00390625	0.0458984374999999	0.0107421875	0.0048828125	0.0058593749999999	0.0048828125	0.0	0.0009765625	0.9228515625000002
BUVYEX_clean	7.01349	5.55881	843.424	696.084	0.07564	0.0	0.0034602076124567	0.0549307958477508	0.0073529411764705	0.0043252595155709	0.0034602076124567	0.004757785467128	0.0008650519031141	0.0008650519031141	0.919982698961938
BUVYIB01_clean	10.81747	8.62628	2441.18	3574.26	0.2799	0.0	0.007716049382716	0.0676440329218106	0.1651234567901235	0.0252057613168724	0.0133744855967078	0.0118312757201646	0.007716049382716	0.0072016460905349	0.6941872427983541
BUVYIB_clean	10.88811	8.55613	2360.04	3361.55	0.26496	0.0	0.0117845117845117	0.0549943883277216	0.1590909090909091	0.0252525252525252	0.0151515151515151	0.0117845117845117	0.0112233445566778	0.0039281705948372	0.7067901234567903
BUWLUC_clean	5.18793	3.64341	1882.21	1424.77	0.08472	0.0	0.0	0.0361990950226244	0.0254089801601113	0.0180995475113122	0.0174034110685694	0.0097459101983988	0.0118343195266272	0.0069613644274277	0.874347372084929
BUWMAJ_clean	5.16551	3.78381	2799.61	2311.33	0.12234	0.0	0.0	0.0445527323355377	0.0407239819004525	0.0243647754959972	0.0292377305951966	0.02506091193874	0.0153150017403411	0.0132265924121127	0.8075182735816222
BUWMEN_clean	5.23161	3.83405	2781.84	2336.99	0.12878	0.0	0.0	0.0485829959514169	0.0381043105501309	0.0347701833769945	0.0178613955703738	0.020242914979757	0.0154798761609907	0.0111931412241009	0.8137651821862351
BUWMIR_clean	5.20646	3.81875	2936.95	2502.15	0.13	0.0	0.0	0.041914741605144	0.047868540128602	0.0350083353179328	0.0278637770897832	0.020957370802572	0.0164324839247439	0.0133365086925458	0.7966182424386761
BUXNOZ_clean	11.48655	6.30332	2254.7	2802.01	0.36412	0.0	0.0	0.0747892720306513	0.218492975734355	0.0622222222222222	0.0187994891443167	0.0139974457215836	0.0091954022988505	0.006743295019157	0.5957598978288635
BUXTOF_clean	5.10112	3.76343	1290.62	937.516	0.06246	0.0020505809979494	0.018796992481203	0.0161768056504898	0.0109364319890635	0.0084301663249031	0.0075187969924811	0.006265664160401	0.0047846889952153	0.0054682159945317	0.919571656413762
BUXZAX_clean	33.36968	31.81617	1492.27	2686.44	0.61258	0.0	0.0	0.0240221088435374	0.1864016439909297	0.3857709750566894	0.0097789115646258	0.0093537414965986	0.0046768707482993	0.0095663265306122	0.3704294217687076
BUYNAL_charged	4.621	3.96851	1940.71	2112.52	0.09646	0.0	0.0109329446064139	0.0448250728862973	0.0196793002915451	0.0131195335276967	0.0153061224489795	0.0109329446064139	0.0065597667638483	0.0065597667638483	0.8720845481049564
c4ce00408f_c4ce00408f2_clean	12.62762	5.23882	2176.13	2075.93	0.29436	0.0	0.0109239872553482	0.05553026854802	0.177742375967228	0.0457441966317706	0.0436959490213927	0.0054619936276741	0.0109239872553482	0.0273099681383705	0.6226672735548477
c4dt03702b_c4dt03702b2_clean	8.83143	6.21194	2322.47	3920.72	0.3981	0.0	0.0	0.0300751879699248	0.3201336675020886	0.0297410192147034	0.0213868003341687	0.0040100250626566	0.0113617376775271	0.0053467000835421	0.5779448621553887
c5cc04223b_c5cc04223b2_clean	12.29704	9.67035	2254.43	4315.28	0.46486	0.0	0.0	0.017526455026455	0.3293650793650794	0.0945767195767195	0.017361111111111	0.0130621693121693	0.009755291005291	0.0069444444444444	0.5114087301587303
c5cc06190c_c5cc06190c2_clean	3.47605	3.16735	173.589	104.527	0.00602	0.0	0.0	0.0015698587127158	0.0031397174254317	0.0015698587127158	0.0062794348508634	0.0047095761381475	0.0031397174254317	0.0031397174254317	0.9764521193092623
c5cc09432a_c5cc09432a2_clean	7.04652	4.99124	1362.85	1232.33	0.1332	0.0	0.0096153846153846	0.0894230769230769	0.0211538461538461	0.0099358974358974	0.0054487179487179	0.0076923076923076	0.0041666666666666	0.0083333333333333	0.8442307692307696
c5cc10203k_c5cc10203k2_clean	16.11055	7.03802	2284.5	4596.59	0.42246	0.0	0.0	0.0453514739229024	0.268869452542922	0.0888672929489256	0.024619371558147	0.0	0.006478781988986	0.0129575639779721	0.5528560630601448
c5ce00010f_c5ce00010f2_clean	6.25876	3.82372	821.578	689.342	0.04918	0.0	0.006778868630201	0.03903693314633	0.0149602618045815	0.0114539504441327	0.0072463768115941	0.0081813931743805	0.0065451145395044	0.0058438522674146	0.8999532491818609
c5ce00677e_c5ce00677e2_clean	4.08563	3.15599	611.827	419.762	0.01986	0.0	0.0009090909090909	0.0036363636363636	0.0081818181818181	0.0036363636363636	0.0054545454545454	0.0027272727272727	0.0036363636363636	0.0036363636363636	0.9681818181818184
c5ce00862j_c5ce00862j2_clean	7.29772	5.9904	1419.79	1383.5	0.1371	0.0	0.0056390977443609	0.0805137844611528	0.0288220551378446	0.0137844611528822	0.0122180451127819	0.0093984962406015	0.006265664160401	0.0018796992481203	0.8414786967418548
c5ce01948f_c5ce01948f2_clean	5.17559	4.77124	579.269	305.597	0.03796	0.0	0.01171875	0.0156249999999999	0.0078125	0.0078125	0.0	0.0	0.0	0.0	0.9570312500000002
c5ce02194d_c5ce02194d2_clean	6.92785	5.95944	1668.5	1752.66	0.17132	0.0	0.0124920936116382	0.0822264389626818	0.0524984187223276	0.0148640101201771	0.0101201771030992	0.0069576217583807	0.0072738772928526	0.0060088551549652	0.8075585072738776
c5cp03920g_c5cp03920g2_clean	8.57809	4.08235	1891.99	1549.51	0.15456	0.0	0.0087463556851311	0.0619533527696792	0.0572157434402332	0.0306122448979591	0.0087463556851311	0.0065597667638483	0.0087463556851311	0.0153061224489795	0.8021137026239069
c5dt00281h_c5dt00281h2_clean	3.74835	3.25092	176.219	89.5242	0.00448	0.0	0.0086805555555555	0.0017361111111111	0.0034722222222222	0.0017361111111111	0.0	0.0	0.0	0.0	0.9843750000000002
c5dt02374b_c5dt02374b2_clean	5.11675	3.17335	886.718	453.807	0.04306	0.0	0.0121527777777777	0.0243055555555555	0.0052083333333333	0.0069444444444444	0.0086805555555555	0.0017361111111111	0.0069444444444444	0.0086805555555555	0.9253472222222224
c5dt03091a_c5dt03091a2_clean	12.70758	7.22422	2031.96	2416.24	0.4001	0.0	0.0	0.0265693550371068	0.2937389806880152	0.0610521136577965	0.0147607527983927	0.0113165771454344	0.0073803763991963	0.010086514412235	0.5750953298618231
c5gc02393a_c5gc02393a2_clean	5.4044	4.48945	1336.56	999.606	0.0795	0.0	0.0161490683229813	0.0395445134575569	0.0149068322981366	0.0095238095238095	0.0115942028985507	0.0078674948240165	0.0049689440993788	0.0066252587991718	0.8888198757763976
c5nj01930c_c5nj01930c2_clean	5.64911	4.27538	1246.63	916.852	0.07604	0.0	0.0178053830227743	0.0356107660455486	0.0153209109730848	0.0095238095238095	0.0074534161490683	0.0041407867494824	0.0053830227743271	0.0049689440993788	0.8997929606625259
c5nj02634b_c5nj02634b2_clean	6.56089	5.15548	1886.03	1939.59	0.15328	0.0	0.0138636363636363	0.0888636363636363	0.0327272727272727	0.0122727272727272	0.009090909090909	0.0095454545454545	0.0086363636363636	0.0081818181818181	0.816818181818182
c5sc03494a_c5sc03494a2_clean	6.21978	5.55178	2597.38	2850.0	0.28924	0.0	0.0	0.2289999999999999	0.03	0.033	0.0059999999999999	0.018	0.006	0.006	0.6720000000000002
c5ta04552e_c5ta04552e2_clean	6.07552	3.10239	1058.48	741.837	0.06348	0.0	0.0180555555555555	0.0312499999999999	0.0125	0.0090277777777777	0.0097222222222222	0.0055555555555555	0.0027777777777777	0.0041666666666666	0.9069444444444448
c5ta04989j_c5ta04989j2_clean	7.09855	5.91102	1424.87	965.032	0.15924	0.0	0.0023310023310023	0.1317016317016316	0.0198135198135198	0.0069930069930069	0.0069930069930069	0.0081585081585081	0.0058275058275058	0.0023310023310023	0.8158508158508161
c6cc00862c_c6cc00862c2_clean	8.00553	6.19741	1733.41	1858.32	0.19658	0.0	0.0109803921568627	0.1266666666666666	0.038235294117647	0.0145098039215686	0.0125490196078431	0.0074509803921568	0.0058823529411764	0.0078431372549019	0.7758823529411767
c6cc02494g_c6cc02494g1_clean	11.72847	10.48758	1624.28	1575.65	0.33516	0.0	0.0	0.0411522633744855	0.2403292181069959	0.0551440329218107	0.0164609053497942	0.0049382716049382	0.0065843621399176	0.0098765432098765	0.6255144032921812
c6cc02494g_c6cc02494g3_clean	11.9944	10.81728	1640.14	1591.88	0.34754	0.0	0.0	0.0510288065843621	0.2452674897119342	0.0518518518518518	0.0164609053497942	0.0115226337448559	0.0049382716049382	0.0082304526748971	0.6106995884773664
c6cc02494g_c6cc02494g4_clean	11.99778	10.81941	1642.08	1595.35	0.34766	0.0	0.0	0.0510288065843621	0.2452674897119342	0.0518518518518518	0.0164609053497942	0.0115226337448559	0.0065843621399176	0.0065843621399176	0.6106995884773664
c6cc02494g_c6cc02494g5_clean	11.54428	10.77033	1676.77	1639.75	0.34594	0.0	0.0	0.0444444444444444	0.2584362139917696	0.0600823045267489	0.0181069958847736	0.0049382716049382	0.0065843621399176	0.0082304526748971	0.5991769547325104
c6cc02494g_c6cc02494g6_clean	11.73822	10.49789	1623.68	1577.59	0.33542	0.0	0.0	0.042798353909465	0.2386831275720165	0.0551440329218107	0.0164609053497942	0.0049382716049382	0.0082304526748971	0.0082304526748971	0.6255144032921812
c6ce00126b_c6ce00126b2_clean	5.67441	4.44258	1272.07	1125.45	0.0841	0.0	0.0488017429193899	0.0230936819172113	0.0065359477124183	0.0074074074074074	0.0074074074074074	0.0065359477124183	0.0065359477124183	0.0039215686274509	0.8897603485838781
c6ce00141f_c6ce00141f2_clean	9.56221	8.33336	2042.52	2895.97	0.3048	0.0	0.0018461538461538	0.0599999999999999	0.2057692307692308	0.0216923076923076	0.0144615384615384	0.011076923076923	0.0105384615384615	0.0076923076923076	0.6669230769230771
c6ce00407e_c6ce00407e1_clean	15.77585	8.21654	2195.05	3685.54	0.45944	0.0	0.0010330578512396	0.0314613072877535	0.2681254695717506	0.1490420736288505	0.01671675432006	0.0121149511645379	0.0101427498121713	0.0065740045078888	0.5047896318557477
c6ce00407e_c6ce00407e2_clean	12.56279	7.41464	2208.69	3155.71	0.3904	0.0	0.00151171579743	0.0290465392506208	0.2711370262390671	0.0793650793650793	0.0165208940719144	0.0123096857790735	0.0097181729834791	0.0079904977864161	0.5724003887269195
c6ce00407e_c6ce00407e3_clean	12.83222	6.18664	2289.22	2493.12	0.33646	0.0	0.0048010973936899	0.0625857338820301	0.2246227709190672	0.0474965706447188	0.0089163237311385	0.0181755829903978	0.0087448559670781	0.007716049382716	0.6169410150891633
c6ce00407e_c6ce00407e4_clean	54.27623	28.17362	503.439	7909.19	0.91276	0.0	0.0	0.0001461147183182	0.0572465290144258	0.8474531900191472	0.0049313717432399	0.0030866734244723	0.0024413334185669	0.001996901150349	0.0826978865114806
c6ce00407e_c6ce00407e5_clean	63.59362	29.48381	464.429	8159.37	0.91856	0.0	0.0	0.0001091207650795	0.0509037080741088	0.8619863139983881	0.0045379187133081	0.0028860560971039	0.0021590860345739	0.0016947583652354	0.0757230379522021
c6ce00407e_c6ce00407e6_clean	30.12078	11.89205	1382.71	5665.53	0.73184	0.0	0.0	0.0023531022099836	0.1870484771261959	0.5230167213174153	0.0129007973171816	0.0082912130050665	0.0065138056043688	0.0050403489596228	0.2548355344601654
c6ce00407e_c6ce00407e7_clean	33.68342	15.87888	1322.48	6374.5	0.74724	0.0	5.099915851388453e-05	0.0043349284736801	0.1697676988329693	0.5564688182644988	0.0120103018300197	0.007496876301541	0.0057884044913258	0.004980917814856	0.2391010548325953
c6ce00407e_c6ce00407e8_clean	6.42415	4.65251	2594.65	3051.63	0.2024	0.0	0.0	0.1076388888888888	0.0642361111111111	0.0260416666666666	0.0147569444444444	0.0225694444444444	0.0199652777777777	0.0104166666666666	0.7343750000000002
c6ce00407e_c6ce00407e9_clean	13.32178	10.04301	1918.43	6122.46	0.61744	0.0	0.0	0.0002211410880141	0.2660327288810261	0.3303847854931447	0.0150375939849623	0.0112781954887218	0.0119416187527642	0.0075187969924812	0.3575851393188855
c6cp03028a_c6cp03028a3_clean	4.4022	2.99782	0.0	0.0	0.04294	0.0	0.0036630036630036	0.021062271062271	0.0082417582417582	0.01007326007326	0.0091575091575091	0.0073260073260073	0.0082417582417582	0.0045787545787545	0.9276556776556776
c6dt03852b_c6dt03852b2_clean	13.14811	11.57992	2019.03	2735.9	0.4263	0.0	0.0010695187165775	0.0235294117647058	0.2475935828877006	0.1596256684491978	0.0122994652406417	0.0053475935828877	0.0096256684491978	0.0106951871657754	0.5302139037433156
c6dt04165e_c6dt04165e2_clean	11.42803	10.46352	1567.88	1153.82	0.30154	0.0	0.0	0.0211838942307692	0.1856971153846154	0.0870643028846153	0.0153245192307692	0.0067608173076923	0.0081129807692307	0.0063100961538461	0.6695462740384617
c6ra27069g_c6ra27069g2_clean	4.56243	2.89523	0.0	0.0	0.0328	0.0	0.0076190476190476	0.0071428571428571	0.0066666666666666	0.0076190476190476	0.0057142857142857	0.0052380952380952	0.0038095238095238	0.0023809523809523	0.953809523809524
c6ra28728j_c6ra28728j2_clean	5.10322	2.6955	0.0	0.0	0.0	0.0	0.0124567474048442	0.0096885813148788	0.0076124567474048	0.004152249134948	0.0069204152249134	0.0055363321799307	0.0027681660899653	0.0034602076124567	0.9474048442906576
c6ta00429f_c6ta00429f2_clean	15.86893	5.53957	2121.31	2936.12	0.322	0.0	0.0005915409642117	0.062740313516711	0.1859472049689441	0.0550317953268263	0.0170807453416148	0.0110544217687074	0.0077639751552795	0.0075421472937	0.6522478556640048
CABDER_clean	4.31505	2.58033	0.0	0.0	0.0	0.0015756302521008	0.0021008403361344	0.0015756302521008	0.002626050420168	0.0021008403361344	0.0010504201680672	0.0	0.0010504201680672	0.0010504201680672	0.98686974789916
CABJOH_clean	4.53725	3.92462	1979.49	1864.29	0.10356	0.0	0.0391156462585034	0.0306122448979591	0.0204081632653061	0.0136054421768707	0.0068027210884353	0.0119047619047619	0.0170068027210884	0.0119047619047619	0.848639455782313
CABQEB_clean	3.76405	2.70603	0.0	0.0	0.0	0.0	0.0	0.0012582573136206	0.0018873859704309	0.0025165146272412	0.0012582573136206	0.0050330292544825	0.0025165146272412	0.0018873859704309	0.983642654922932
CACBUG_clean	4.28617	3.67636	843.649	649.286	0.03262	0.0	0.0021978021978021	0.0153846153846153	0.0065934065934065	0.0087912087912087	0.0131868131868131	0.0043956043956043	0.0	0.0021978021978021	0.9472527472527474
CADPIH_clean	4.87392	3.27838	1100.93	517.274	0.04634	0.0020833333333333	0.0265625	0.0161458333333333	0.0125	0.0072916666666666	0.0052083333333333	0.003125	0.003125	0.00625	0.9177083333333336
CADPII_clean	5.83331	5.05627	342.552	168.166	0.02396	0.0	0.0138408304498269	0.0069204152249134	0.0034602076124567	0.0	0.0023068050749711	0.0034602076124567	0.0	0.0023068050749711	0.9677047289504038
CADQAB_clean	6.63883	4.78268	2328.07	2087.06	0.20296	0.0	0.0	0.137121212121212	0.0439393939393939	0.0272727272727272	0.0151515151515151	0.0136363636363636	0.0106060606060606	0.0136363636363636	0.7386363636363638
CADQOP_clean	6.71582	4.81933	2269.16	2068.99	0.20794	0.0	0.0	0.1234848484848484	0.0613636363636363	0.0348484848484848	0.0181818181818181	0.0151515151515151	0.006060606060606	0.009090909090909	0.7318181818181819
CADZIT_clean	4.17501	3.53659	832.722	659.771	0.02846	0.0	0.0058479532163742	0.0083542188805346	0.0075187969924812	0.0041771094402673	0.0058479532163742	0.0058479532163742	0.0041771094402673	0.0025062656641604	0.9557226399331664
CAFRUX_clean	5.34223	3.18242	203.419	175.219	0.0067	0.0012212497455729	0.012619580704254	0.0091593730917972	0.006309790352127	0.0042743741095053	0.0036637492367189	0.0069204152249134	0.0054956238550783	0.0032566659881945	0.947079177691838
CAGSAG_clean	9.02799	5.29308	2118.4	2202.77	0.22846	0.0	0.0023219814241486	0.0891640866873064	0.108359133126935	0.0179566563467492	0.0157894736842105	0.0111455108359133	0.0089783281733746	0.004953560371517	0.7413312693498453
CAGXIU_clean	5.87273	4.76438	922.445	549.003	0.08052	0.0	0.0442176870748299	0.0217687074829931	0.0095238095238095	0.0081632653061224	0.0040816326530612	0.001360544217687	0.0081632653061224	0.0027210884353741	0.9000000000000001
CAHLEE_clean	3.76094	3.11934	106.616	42.3934	0.00312	0.0	0.0	0.0026455026455026	0.0006613756613756	0.0033068783068783	0.0	0.0	0.0019841269841269	0.0013227513227513	0.9900793650793652
CAHNEF_clean	4.2178	3.08502	0.0	0.0	0.01326	0.0008771929824561	0.0043859649122807	0.0057017543859649	0.0043859649122807	0.0052631578947368	0.0026315789473684	0.0030701754385964	0.0008771929824561	0.0043859649122807	0.9684210526315792
CAHQOS_clean	5.19236	3.17969	907.195	468.334	0.05096	0.0254629629629629	0.0162037037037037	0.0127314814814814	0.0	0.0	0.0069444444444444	0.0	0.0046296296296296	0.0092592592592592	0.9247685185185188
CAHSOU_clean	4.03895	2.77841	0.0	0.0	0.0	0.0	0.0032921810699588	0.0032921810699588	0.0032921810699588	0.0049382716049382	0.0032921810699588	0.0082304526748971	0.0	0.0016460905349794	0.97201646090535
CAHVAJ_clean	4.89479	3.36066	1461.29	821.839	0.05974	0.0	0.0128968253968253	0.0287698412698412	0.0337301587301587	0.0079365079365079	0.0158730158730158	0.0158730158730158	0.0079365079365079	0.0019841269841269	0.8750000000000002
CAJBUN_clean	4.98227	2.94215	0.0	0.0	0.02118	0.0	0.0011160714285714	0.0262276785714285	0.0636160714285714	0.0189732142857142	0.0111607142857142	0.0061383928571428	0.0066964285714285	0.0078125	0.8582589285714286
CAJHUS03_clean	2.93031	2.42475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051020408163265	0.0	0.9948979591836736
CAJHUS04_clean	2.93193	2.42694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051020408163265	0.0	0.0	0.9948979591836736
CAJHUS_clean	2.92677	2.42135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0051020408163265	0.0	0.9948979591836736
CAJLEH_clean	4.88777	2.54359	0.0	0.0	0.0	0.0	0.0089869281045751	0.0089869281045751	0.005718954248366	0.0089869281045751	0.0073529411764705	0.0049019607843137	0.0016339869281045	0.005718954248366	0.9477124183006538
CAJQEL_clean	13.93661	8.23046	2117.76	3001.1	0.40758	0.0	0.0051981806367771	0.0272904483430799	0.3037686809616635	0.0662768031189084	0.0116959064327485	0.0071474983755685	0.0097465886939571	0.0064977257959714	0.5623781676413256
CAJQIP_clean	13.27741	7.61293	2236.92	4101.37	0.46724	0.0	0.0037037037037037	0.0253086419753086	0.2882716049382717	0.1265432098765432	0.0152263374485596	0.0146090534979423	0.0133744855967078	0.0096707818930041	0.5032921810699589
CAJVUG_charged	5.09316	2.73995	0.0	0.0	0.0	0.0084656084656084	0.0081128747795414	0.0028218694885361	0.0059964726631393	0.0038800705467372	0.001763668430335	0.0038800705467372	0.0028218694885361	0.0035273368606701	0.9587301587301592
CAJWIV_ion_b	6.19996	3.79741	1454.36	1347.97	0.10628	0.0	0.0134425540852762	0.060071413568578	0.0161730728838479	0.0119722747321991	0.0094517958412098	0.0090317160260449	0.0084015963032976	0.0063011972274732	0.8651543793320732
CAKFEB01_clean	3.53314	2.84476	0.0	0.0	0.00332	0.0	0.0	0.0007326007326007	0.0029304029304029	0.0007326007326007	0.0029304029304029	0.0036630036630036	0.0	0.0	0.9890109890109892
CAKFEB_clean	3.65255	2.91792	0.0	0.0	0.0045	0.0	0.0	0.0007326007326007	0.0	0.0036630036630036	0.0014652014652014	0.0014652014652014	0.0065934065934065	0.0036630036630036	0.9824175824175828
CAKFIF_clean	3.64019	2.90518	0.0	0.0	0.00398	0.0	0.0	0.0007326007326007	0.0007326007326007	0.0021978021978021	0.0021978021978021	0.0	0.0058608058608058	0.0036630036630036	0.9846153846153848
CAKXET_clean	4.14523	2.82776	0.0	0.0	0.01716	0.0	0.0021164021164021	0.0021164021164021	0.0169312169312169	0.0063492063492063	0.0063492063492063	0.0031746031746031	0.0042328042328042	0.0105820105820105	0.9481481481481484
CAKXIX_clean	4.13408	2.81759	0.0	0.0	0.01706	0.0	0.0021164021164021	0.0021164021164021	0.0169312169312169	0.0084656084656084	0.0042328042328042	0.0031746031746031	0.0042328042328042	0.0105820105820105	0.9481481481481484
CAKXOD_clean	4.11875	2.79775	0.0	0.0	0.0	0.0	0.0021164021164021	0.0021164021164021	0.0148148148148148	0.0105820105820105	0.0021164021164021	0.0052910052910052	0.0042328042328042	0.0105820105820105	0.9481481481481484
CAKXUJ_clean	4.10044	2.79077	0.0	0.0	0.0	0.0	0.0021164021164021	0.0021164021164021	0.0148148148148148	0.0105820105820105	0.0042328042328042	0.0031746031746031	0.0042328042328042	0.0084656084656084	0.9502645502645504
CAKYAQ_clean	4.08997	2.78322	0.0	0.0	0.0	0.0	0.0021164021164021	0.0021164021164021	0.0126984126984127	0.0126984126984127	0.0042328042328042	0.0	0.0074074074074074	0.0063492063492063	0.9523809523809526
CAKYEU_clean	4.05316	2.75795	0.0	0.0	0.0	0.0	0.0021164021164021	0.0	0.0148148148148148	0.0126984126984127	0.0021164021164021	0.0021164021164021	0.0095238095238095	0.0021164021164021	0.9544973544973548
CAKYIY_clean	4.02936	2.74274	0.0	0.0	0.0	0.0	0.0021164021164021	0.0	0.0148148148148148	0.0105820105820105	0.0042328042328042	0.0021164021164021	0.0084656084656084	0.0031746031746031	0.9544973544973548
CAMROA_clean	7.19069	4.56478	1557.3	1188.97	0.13358	0.0	0.0074866310160427	0.0965622612681435	0.0207792207792207	0.013903743315508	0.0143621084797555	0.0061115355233002	0.0053475935828877	0.0070282658517952	0.8284186401833462
CANRIU_clean	6.98874	4.43531	2027.9	2353.77	0.16758	0.0	0.0121635610766045	0.0659937888198757	0.0696169772256729	0.0191511387163561	0.0113871635610765	0.0093167701863354	0.0098343685300207	0.0067287784679089	0.7958074534161492
CANROA_clean	6.93935	4.21694	2003.64	2121.66	0.16146	0.0	0.0111283643892339	0.0654761904761904	0.0706521739130434	0.0186335403726708	0.0124223602484471	0.0072463768115942	0.0098343685300207	0.0087991718426501	0.7958074534161492
CANRUG_clean	6.57321	4.9271	2007.78	2269.79	0.1398	0.0	0.0119445771619684	0.0855231724796941	0.0329670329670329	0.0124223602484472	0.0119445771619684	0.0076445293836598	0.0124223602484472	0.007166746297181	0.8179646440516007
CANYIB_clean	8.93125	8.46949	1925.08	1796.25	0.23848	0.0	0.000343701666953	0.0618663000515552	0.1489946726241622	0.0230280116858566	0.0154665750128888	0.0108266025090221	0.0097954975081629	0.0106547516755456	0.7190238872658534
CANZOH_clean	4.29669	2.47537	0.0	0.0	0.0	0.0	0.0078895463510848	0.0039447731755424	0.0157790927021696	0.0157790927021696	0.0118343195266272	0.0039447731755424	0.0	0.0	0.9408284023668644
CAPLOX_clean	6.59085	5.37966	2215.05	1995.39	0.21198	0.0	0.0	0.1469696969696969	0.0393939393939394	0.0257575757575757	0.0151515151515151	0.0121212121212121	0.0181818181818181	0.0075757575757575	0.734848484848485
CAQCAZ_clean	6.29148	5.67839	1520.34	876.928	0.16156	0.0	0.0400775694893342	0.1053652230122818	0.0129282482223658	0.0103425985778926	0.0090497737556561	0.0064641241111829	0.0077569489334195	0.0051712992889463	0.8028442146089206
CARGEI_clean	4.10808	3.65886	311.7	90.5229	0.012	0.0	0.0	0.0044893378226711	0.0067340067340067	0.0059857837635615	0.0014964459408903	0.0052375607931163	0.0044893378226711	0.0007482229704451	0.9708193041526378
CASTEW_clean	6.08438	5.45003	1538.78	880.983	0.15402	0.0	0.0413703943115707	0.0950226244343891	0.0168067226890756	0.0090497737556561	0.0103425985778926	0.0103425985778926	0.0025856496444731	0.0038784744667097	0.8106011635423404
CATART03_clean	3.52552	2.45245	0.0	0.0	0.0	0.0	0.0	0.0	0.0049382716049382	0.0037037037037037	0.0012345679012345	0.0037037037037037	0.0012345679012345	0.0012345679012345	0.9839506172839508
CAVMIW_clean	3.81852	3.11161	837.995	538.54	0.03216	0.0	0.0	0.0013227513227513	0.0145502645502645	0.0145502645502645	0.0158730158730158	0.0158730158730158	0.0171957671957672	0.0039682539682539	0.916666666666667
CAVMOD_clean	10.28847	9.36955	1411.53	1471.18	0.21774	0.0	0.0062111801242236	0.0577038669605289	0.1342416349428972	0.0132238028451212	0.0100180324584251	0.0050090162292125	0.0064115407733921	0.004808655580044	0.7623722700861553
CAVNOE_clean	5.24143	4.75287	1030.83	595.54	0.06168	0.0	0.0158730158730158	0.0425685425685425	0.0072150072150072	0.0072150072150072	0.0057720057720057	0.0129870129870129	0.0057720057720057	0.0057720057720057	0.896825396825397
CAVPEW_manual	20.25907	7.7782	1940.85	4819.7	0.54816	0.0	0.0	0.0073159579332418	0.3260681806635168	0.1977848905146573	0.0170705685108977	0.010669105319311	0.0111263526901387	0.0042168368642991	0.4257481075039375
CAVPIA_manual	19.92035	7.7515	1982.27	4763.39	0.54058	0.0	0.0	0.0121932632220698	0.3156022963979069	0.1957526799776457	0.0168673474571965	0.0103642737387593	0.0069095158258395	0.0042676421277244	0.4380429812528579
CAVPUM_manual	20.42814	7.78018	1952.29	4791.4	0.54952	0.0	0.0	0.0083320632017476	0.3285068333079307	0.1971752273535538	0.0130061474368744	0.0097546105776558	0.0105674947924605	0.0032515368592186	0.4294060864705584
